Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;11.0;5;20.0;2;7.15000009537;11.0;3;21.0599999428;
3;1;8.0;10.0;6;21.0;2;8.15900039673;10.0;3;21.1229639053;
4;1;8.14999961853;10.5;6;21.8400001526;2;8.16844463348;10.0;3;21.1889609098;
5;1;8.27600002289;10.9200000763;6;22.5301437378;2;8.17834377289;10.0;3;21.2580518723;
6;1;9.27600002289;11.2650718689;6;23.086605072;2;9.2830619812;10.0;4;21.3302885294;
7;1;10.194486618;11.543302536;6;23.5283432007;3;9.7993144989;10.0;3;21.4057120085;
8;1;10.2938766479;11.7641716003;6;24.1098823547;3;9.81628513336;10.0;3;21.8984082937;
9;1;10.4247236252;12.0549411774;6;24.5655879974;3;9.92714214325;10.1999998093;3;22.3222295046;
10;2;10.5272569656;12.6827936172;5;25.9179592133;3;10.0225009918;10.3632001877;3;22.688400507;
11;2;10.6065406799;12.4589796066;5;26.0499999523;3;10.1048898697;10.4951858521;3;23.8809107542;
12;2;12.6065406799;12.5;5;27.3519749641;3;10.3732051849;11.0209560394;3;24.9034298658;
13;2;14.6065406799;13.125;5;28.3903249502;3;10.603272438;11.4571752548;3;25.7698295116;
14;2;15.6065406799;13.6171875;5;29.1995202303;3;12.603272438;11.8107032776;3;26.500371933;
15;2;16.6065406799;13.9937877655;5;29.8207774162;3;14.603272438;12.0916318893;3;27.1177392006;
16;2;17.6065406799;14.2754020691;5;30.2946047783;3;15.1014909744;12.3113050461;3;27.6441450119;
17;2;18.6065406799;14.4822807312;6;30.3921557665;3;15.2199325562;12.4808797836;3;27.878672123;
18;2;19.6065406799;14.5;6;30.4563041925;3;17.1877880096;12.5;3;28.0836718082;
19;2;20.5249996185;14.5;6;30.5224741697;3;18.2339134216;12.5;3;28.2969486713;
20;2;20.5249996185;14.5;5;30.5906432867;3;19.2819004059;12.5;3;28.5179448128;
21;2;20.5249996185;14.5;5;30.6607804298;3;20.3316249847;12.5;3;28.7459800243;
22;2;20.5249996185;14.5;5;30.7328453064;3;19.625;13.5;4;28.9802544117;
23;2;20.5249996185;14.5;5;30.8067884445;3;19.625;13.6940765381;4;29.2198557854;
24;2;20.5249996185;14.5;5;30.8825509548;3;20.5744667053;12.5;5;29.4637694359;
25;2;20.5249996185;14.5;5;30.9600640535;3;20.6293487549;12.5;5;29.7108941078;
26;2;20.5249996185;14.5;5;31.0392494202;3;20.6849517822;12.5;6;29.9600582123;
27;2;20.5249996185;14.5;4;31.120018959;3;19.625;13.5;6;30.2100424767;
28;2;20.5249996185;14.5;4;31.2022752762;3;20.625;12.5;6;30.4596014023;
29;2;20.5249996185;14.5;5;31.2859115601;3;19.625;13.5;6;30.7074890137;
30;2;20.5249996185;14.5;5;31.3708124161;3;19.625;14.5;6;30.952483654;
31;2;20.5249996185;14.5;6;31.4568536282;3;19.625;15.4762420654;6;31.1934113503;
32;2;20.5249996185;14.5;6;31.5439035892;3;19.625;15.5967054367;6;31.429169178;
33;2;20.5249996185;14.5;6;31.6318233013;3;19.625;15.7145843506;6;31.6587438583;
34;2;20.5249996185;14.5;5;31.7204678059;3;19.625;15.829372406;6;31.8812294006;
