Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;10.0;4;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;8.0;10.1999998093;3;21.0;
6;2;9.27600002289;11.4650716782;4;24.086605072;2;9.22500038147;10.0;3;21.0900000334;
7;2;10.4194869995;11.543302536;4;24.5683431625;2;9.74524974823;10.0;3;21.1871190071;
8;2;10.5278768539;11.7641716003;4;25.2014663219;2;9.76710128784;10.0;3;21.7036092281;
9;2;10.6703300476;12.0549411774;4;25.7107514143;2;9.88331222534;10.1999998093;3;22.1564130783;
10;2;10.7849187851;12.2827939987;4;26.1187183857;2;9.98519229889;10.3632001877;3;22.557236433;
11;2;10.8767118454;12.4589796066;5;26.2583864927;2;10.075378418;10.4951858521;3;23.8035871983;
12;2;13.7974281311;12.5;5;26.3180543184;2;10.3558073044;11.0209560394;4;24.8916251659;
13;2;15.7974281311;12.5;5;26.3797649145;2;12.1677207947;11.4571752548;4;25.8364036083;
14;2;16.8377037048;12.5;5;26.4435132742;2;14.1677207947;11.8107032776;4;26.6592981815;
15;2;17.8520469666;12.5;5;26.5092867613;2;16.1677207947;12.0916318893;4;27.3839819431;
16;2;18.8668460846;12.5;5;26.5770645142;2;17.3441429138;12.3113050461;4;28.0334718227;
17;2;19.8820953369;12.5;5;26.6468170881;2;18.4139690399;12.4808797836;4;28.407397747;
18;2;19.9955329895;12.5;5;26.7185060978;2;19.4894981384;12.5;4;28.7683298588;
19;2;20.0116634369;12.5;5;26.7920838594;2;20.4728736877;12.5;5;29.1538929939;
20;2;20.028219223;12.5;7;26.8674932718;2;20.5596256256;12.5;5;29.562889576;
21;2;20.0451850891;12.5;7;26.9446675777;2;20.6516494751;12.5;5;29.9934945107;
22;2;20.0625495911;12.5;8;27.0235302448;2;20.7485351562;12.5;6;30.4432339668;
23;2;20.0802936554;12.5;8;27.1039953232;2;20.8497276306;12.5;6;30.9089989662;
24;3;20.0983982086;12.5;7;27.1859669685;2;20.9545249939;12.5;6;31.3870959282;
25;3;19.625;12.5;7;27.2693405151;2;21.0620956421;12.5;6;31.8733391762;
26;3;19.625;13.1808023453;7;27.3540019989;3;21.1715011597;12.5;5;32.36317873;
27;4;19.625;13.6770009995;5;42.4398288727;3;21.2817153931;12.5;5;32.8518595695;
28;4;18.625;13.5;5;43.2766909599;3;21.3916683197;12.5;5;33.3346033096;
29;4;19.1935043335;14.5;5;44.0338251591;3;21.5002861023;12.5;5;33.8067913055;
30;4;19.2132511139;15.5;5;44.7102541924;3;19.6065273285;13.5;6;34.2641468048;
31;4;19.233165741;16.5;6;45.3083517551;3;18.7094326019;14.5;7;34.7028827667;
32;4;19.6282196045;17.5;6;45.8329761028;3;17.7094326019;13.5;7;35.1198272705;
33;4;20.0;19.5;6;46.2905995846;3;16.7094326019;13.5;7;35.5124940872;
34;4;21.0;20.9857540131;7;46.6885194778;3;16.7094326019;14.5;6;35.8791179657;
35;4;22.0;22.0307502747;7;47.034226656;3;16.44780159;15.5;6;36.2186422348;
36;4;23.0;23.0757312775;7;47.2412343025;3;16.5241947174;16.5;6;36.530673027;
37;4;24.0;24.1206169128;7;47.3306524754;3;16.5944023132;17.5;6;36.8154029846;
38;4;24.5499992371;25.1653270721;8;47.4195592403;3;16.6584663391;18.5;7;37.0735216141;
39;4;24.5499992371;26.2097797394;8;48.5077989101;3;16.7165412903;19.5;7;37.3061151505;
40;4;26.5499992371;24.7538986206;8;48.6452202797;3;16.7688751221;20.5;7;37.5145664215;
41;4;26.5499992371;25.8226108551;8;48.2836523056;3;16.815776825;21.5;8;37.7004623413;
42;4;27.5729446411;26.8226108551;8;48.7004805803;3;16.8576049805;22.5;8;37.8655099869;
43;4;28.7099647522;28.8226108551;8;49.0630918741;3;16.894739151;23.5;8;38.0;
44;4;29.5499992371;30.8226108551;8;49.2038760185;3;16.9249992371;24.5;9;38.0;
45;4;30.5499992371;32.8226089478;8;49.3452243805;3;17.9249992371;22.5;9;38.0;
46;4;32.453414917;32.5;7;49.4870311022;4;16.9249992371;23.5;9;38.0;
47;4;32.1749992371;33.5;7;49.6291919947;4;16.9249992371;24.5;9;38.0;
48;4;32.1749992371;35.2281532288;7;49.7716053724;4;17.9249992371;23.5;10;38.0;
49;4;33.1310539246;33.2612380981;7;49.9141710997;4;18.9249992371;23.5;10;38.0;
50;4;32.1749992371;34.2953224182;7;50.0567908287;4;19.9249992371;23.5;10;38.0;
51;4;33.537776947;32.5;7;50.1993670464;4;20.9249992371;23.5;11;38.0;
52;4;32.1749992371;34.3664245605;7;50.3418035507;4;21.9249992371;23.5;11;38.0;
53;4;32.58152771;34.5;8;50.4840033054;4;22.5499992371;22.5;11;39.0;
54;4;33.1749992371;33.4412765503;8;50.6258698702;4;23.5499992371;23.5;12;39.0900000334;
55;4;33.2248077393;33.4800338745;8;50.7673063278;4;24.5499992371;24.5;12;39.1871190071;
56;4;30.1749992371;35.5196228027;8;50.9082140923;4;24.8171005249;25.5;12;39.2917383909;
57;4;29.1749992371;37.5600090027;9;51.0484938622;4;24.5499992371;26.5;12;39.4042263031;
58;4;28.1749992371;39.0242462158;9;51.1880450249;4;24.5499992371;27.5;12;39.5249304771;
59;4;27.1749992371;40.0940246582;9;51.3267645836;4;24.5499992371;28.2624664307;12;39.6541694403;
60;4;26.5499992371;41.1633834839;10;51.4568536282;4;24.9221878052;27.5;12;39.7922235727;
