Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;10.0;5;20.0;
5;2;8.27600002289;11.1199998856;4;23.5301437378;1;8.0;10.0;5;20.0;
6;2;9.50100040436;11.2650718689;4;24.1166050434;1;9.0;10.0;5;20.0;
7;2;10.4262361526;11.543302536;4;24.5889341831;1;9.5;10.0;5;20.0;
8;2;10.5325098038;11.7641716003;4;25.212254405;1;9.5;10.0;5;20.3999996185;
9;2;10.6727571487;12.0549411774;4;25.7109264135;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;10.7849578857;12.2827939987;4;26.1074465513;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;10.8741750717;12.4589796066;5;26.2348128557;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;13.7948913574;12.5;5;26.2813059092;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;15.7948913574;12.5;5;26.328953743;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;16.8262710571;12.5;5;26.3777402639;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;17.8372478485;12.5;5;26.4276455641;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;18.8484764099;12.5;4;26.4786461592;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;19.8599510193;12.5;4;26.5307145119;1;15.7228336334;12.4808797836;6;25.0;
18;2;19.9694099426;12.5;5;26.5838193893;1;16.7228336334;12.5;6;25.0;
19;2;19.9813594818;12.5;5;26.6379255056;1;17.625;12.5;7;25.0;
20;2;19.9935340881;12.5;5;26.6929937601;1;17.625;12.5;7;25.0;
21;2;20.0059242249;12.5;5;26.7489811182;1;17.625;12.5;7;25.0;
22;2;20.0185203552;12.5;5;26.8058408499;1;17.625;12.5;8;25.0;
23;3;20.0313148499;12.5;4;26.8635222912;1;17.625;12.5;8;25.0;
24;3;20.04429245;12.5;5;26.9219712019;1;17.625;12.5;8;25.0;
25;3;20.0574436188;12.5;5;26.9811300039;1;17.625;12.5;8;25.0;
26;3;18.0707550049;13.5;5;27.0409376621;1;17.625;12.5;8;25.0;
27;3;18.625;13.5;5;27.1013302803;1;17.625;12.5;8;25.0;
28;3;19.625;13.5506649017;5;27.1622409821;1;17.625;12.5;6;25.0;
29;4;19.625;13.581120491;4;27.2236001492;1;17.625;12.5;6;25.0;
30;4;19.625;13.6118001938;4;28.285336256;1;17.625;12.5;6;25.0;
31;4;19.1392002106;13.5;4;28.4373754263;1;17.625;12.5;6;25.0;
32;4;20.625;14.0450000763;4;28.5967614651;1;17.625;12.5;6;25.0;
33;4;19.4342708588;13.5;4;28.7637993097;1;17.625;12.5;7;25.0;
34;4;18.4718551636;14.5;4;28.9387793541;1;17.625;12.5;7;25.0;
35;4;18.625;14.2021131516;5;29.1219716072;1;17.625;12.5;7;25.0;
36;4;17.552444458;13.5;5;29.313616395;1;17.625;12.5;7;25.0;
37;4;17.625;14.3270845413;5;29.5139163733;1;17.625;12.5;6;25.0;
38;4;17.015630722;13.5;5;29.7230267525;1;17.625;12.5;6;25.0;
39;4;17.0626811981;14.5;5;29.941044569;1;17.625;12.5;6;25.0;
40;4;17.1117343903;15.5;5;30.1679990292;2;17.625;12.5;5;25.0;
41;4;17.1627998352;16.5;4;30.4038398266;2;17.625;12.5;5;25.0;
42;4;16.6676979065;17.5;4;31.6484277248;2;17.625;12.5;6;25.0;
43;4;17.681268692;18.5;4;31.9415242672;2;17.625;12.5;6;25.0;
44;4;19.3278427124;19.5;4;32.2439675331;2;17.625;12.5;6;25.0;
45;4;20.6298923492;20.5;4;32.5552997589;2;17.625;12.5;6;25.0;
46;4;21.6999416351;23.5;5;32.8749421835;2;17.625;12.5;7;25.0;
47;4;22.77186203;26.5;6;33.2021936178;2;17.625;12.5;7;25.0;
48;4;23.8454933167;29.5;6;33.5362324715;2;17.625;12.5;7;25.0;
49;4;24.9206523895;32.5;7;33.8761229515;2;17.625;12.5;7;25.0;
50;4;25.622127533;32.5;7;34.2208230495;2;17.625;12.5;8;25.0;
51;4;25.6996841431;32.5;6;34.5691992044;2;17.625;13.5;8;25.0;
52;5;24.4207057953;33.5;7;34.9200421572;2;17.625;14.5;8;25.0;
53;5;25.432352066;32.5;7;35.272087574;2;17.625;15.5;9;25.0;
54;5;25.597738266;32.5;7;35.624037981;2;17.625;16.5;9;25.0;
55;5;24.4548950195;33.5;9;35.9745872021;2;17.625;17.5;9;25.0;
56;5;24.4657783508;34.5;9;36.322445035;2;17.625;17.5;9;25.0;
57;5;24.9996566772;33.5;9;36.6663622856;2;17.625;17.5;9;25.0;
58;5;23.625;36.2753448486;9;38.0051522255;2;17.625;17.5;9;25.0;
59;5;25.8966846466;35.5;9;38.4677126408;2;17.625;17.5;8;25.0;
60;5;27.5066452026;35.4171905518;10;38.9384741783;2;17.625;17.5;10;25.0;
61;5;28.4741840363;35.5;10;39.4160212278;2;17.625;17.5;10;25.0;
62;5;28.1060848236;37.4756278992;10;39.8650319576;2;17.625;17.5;9;25.0;
63;5;26.5249996185;39.5053710938;12;40.3255201578;2;17.625;17.5;10;25.0;
64;5;27.990940094;37.5;13;40.7983818054;3;18.625;18.5;9;26.0;
65;5;28.2409896851;38.5;13;41.2845420837;3;19.625;19.5;10;26.1699999571;
66;5;27.0183467865;38.5;14;41.7848880291;3;19.625;20.5;10;26.3669109344;
67;5;26.5249996185;39.5;16;42.3001935482;3;19.625;21.5;11;26.5942704678;
