Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;4;20.0;
3;2;8.0;10.1999998093;4;22.0;1;8.0;10.0;4;20.0;
4;2;8.29999923706;10.5;3;22.8600001335;1;8.0;10.0;4;20.0;
5;2;8.42899990082;10.9200000763;3;23.5703396797;2;8.0;10.1999998093;3;21.0;
6;2;9.5100440979;11.2650718689;3;24.1471868753;2;9.22500038147;10.0;3;21.0299999714;
7;2;10.4331178665;11.543302536;3;24.6094940901;2;9.73174953461;10.0;3;21.0605909824;
8;2;10.5371360779;11.7641716003;2;25.2225904465;2;9.73863315582;10.0;3;21.5023716688;
9;2;10.6750831604;12.0549411774;2;25.7104232311;2;9.83803367615;10.1999998093;3;21.8717387915;
10;2;10.7848453522;12.2827939987;2;26.0954813957;2;9.92114067078;10.3632001877;3;22.1798590422;
11;2;10.8714828491;12.4589796066;3;26.210757494;2;9.99046802521;10.4951858521;3;23.2886198759;
12;2;13.7921991348;12.5;3;26.2445284128;2;10.2399396896;11.0209560394;3;24.2203179598;
13;2;15.7921991348;12.5;3;26.2788209915;2;12.0166759491;11.4571752548;2;24.988676548;
14;2;16.8149909973;12.5;3;26.3136199713;2;14.0166759491;11.8107032776;2;25.6138757467;
15;2;17.8228206635;12.5;3;26.348908782;2;16.0166759491;12.0916318893;2;26.1185922623;
16;2;18.8307609558;12.5;3;26.3846695423;2;17.0594291687;12.3113050461;3;26.5251210928;
17;2;19.8388061523;12.5;3;26.4208831787;3;18.074590683;12.4808797836;2;26.6327222586;
18;2;19.9446983337;12.5;4;26.4575294256;3;18.7228336334;12.5;2;26.7040277719;
19;2;19.9529438019;12.5;4;26.4945867062;3;20.0084056854;12.5;3;26.7772322893;
20;2;19.9612827301;12.5;4;26.5320322514;3;20.0248775482;12.5;3;26.852280736;
21;2;19.969707489;12.5;4;26.5698423386;3;20.0417633057;12.5;3;26.9291081429;
22;2;19.9782142639;12.5;4;26.6079919338;3;20.0590496063;12.5;3;27.0076401234;
23;3;19.9867973328;12.5;4;26.6464552879;3;20.0767192841;12.5;3;27.0877923965;
24;4;19.625;12.5;3;26.6852053404;3;20.0947532654;12.5;5;27.1694712639;
25;4;19.625;12.5;3;26.7242144346;3;20.1131305695;12.5;5;27.2525734901;
26;4;20.0129489899;12.5;3;26.7634538412;3;20.1318283081;12.5;6;27.3369870186;
27;4;20.0217781067;12.5;3;26.8028943539;3;20.1508216858;12.5;6;27.4225912094;
28;4;19.625;13.4014472961;3;26.8425058126;3;20.1700820923;12.5;6;27.5092573166;
29;4;19.625;13.4212532043;3;26.8822578192;3;19.625;13.5;6;27.5968489647;
30;4;19.625;13.4411287308;3;26.9221191406;4;19.625;13.7984247208;4;42.6123523712;
31;4;19.625;13.4610595703;3;26.9620585442;4;19.2291755676;13.5;4;43.4585950375;
32;4;20.0664634705;12.5;4;27.0020442009;4;19.2492027283;14.5;6;44.2249650955;
33;4;20.075460434;12.5;4;27.0420441628;4;19.2693367004;15.5;6;44.9101257324;
34;4;20.0844593048;12.5;4;27.0820264816;4;19.2895469666;16.5;7;45.5161621571;
35;4;20.0934562683;12.5;4;27.1219592094;4;19.6847915649;17.5;7;46.0477383137;
36;4;20.1024398804;12.5;4;27.1618103981;4;20.7050361633;18.5;7;46.511207819;
37;4;19.625;13.5;4;27.2015485764;4;21.7252464294;19.5;8;46.9138176441;
38;4;20.1203479767;12.5;4;27.2411422729;5;22.7453842163;20.5;6;52.2630681992;
39;4;19.625;13.5;4;28.2805607319;5;24.0;22.5;6;52.6402266026;
40;4;20.625;13.6402807236;4;28.4497736692;5;26.0;25.2451133728;7;52.8745982647;
41;4;20.1469497681;13.5;5;28.6341820955;5;26.5499992371;27.2889118195;8;53.1044430733;
42;4;19.1557197571;14.5;5;28.8351881504;5;26.5499992371;28.5082244873;10;53.3292927742;
43;4;18.1644287109;15.5;6;29.0542192459;5;27.5499992371;26.6067237854;10;53.5487270355;
44;4;19.1730747223;18.5;6;29.2926961184;5;29.5499992371;28.6067237854;11;53.7623765469;
45;4;20.181646347;21.5;6;29.5519919395;5;31.3034687042;30.6067237854;12;53.9699225426;
46;4;20.625;23.5;7;29.8333823681;5;30.2410469055;34.3750343323;12;54.1710982323;
47;5;21.625;25.5;6;30.1379854679;5;29.2953987122;36.5;14;54.3656888008;
48;5;21.625;27.5;7;30.4666926861;5;28.4854221344;35.5;14;54.5535283089;
49;5;21.625;28.5;7;30.8200941086;5;28.502658844;36.5;15;54.7344994545;
50;5;21.625;27.5;6;31.1983981133;5;29.4471893311;37.5;15;54.9085302353;
51;5;21.625;28.5;6;31.601351738;6;29.493932724;38.5;11;72.3255901337;
52;5;22.2391662598;27.5;7;32.0281670094;6;31.5387306213;37.5;12;73.3481879234;
53;5;22.246969223;27.5;7;32.4774608612;6;32.5642585754;38.5;12;74.2507748604;
54;5;21.625;28.5;7;33.9472150803;6;34.5901565552;37.5;13;75.0361757278;
55;5;23.2622203827;28.5;6;34.4747638702;7;34.6146278381;38.5;12;75.711871624;
56;5;24.2696609497;29.5;6;35.0180022717;7;36.6377105713;37.5;13;76.2568073273;
57;5;23.625;31.5;8;35.5730807781;7;37.3496780396;38.5;14;76.6776628494;
58;5;24.2841644287;31.5;8;36.1356879473;7;37.362827301;39.5;15;77.0272836685;
59;5;24.2912197113;32.5;8;36.7011865377;7;36.2750015259;41.5;15;77.1953639984;
60;5;24.2981414795;32.5;11;37.2428729534;7;37.2750015259;41.5;15;77.2475194931;
61;5;23.625;33.5;12;37.7702367306;7;36.2750015259;43.5;16;78.25;
62;5;23.625;34.0;12;38.2869780064;8;38.2750015259;44.5;15;78.2899999619;
63;5;23.625;34.0;11;38.788921237;8;39.4000015259;46.5;15;78.3311839104;
64;5;23.625;34.0;13;39.2724179029;8;39.4000015259;48.5;16;80.76205194;
65;5;23.625;34.0;14;39.7344517708;8;39.0141677856;52.0;16;82.7357238531;
66;5;23.625;34.0;14;40.172703743;8;39.1459999084;55.3899993896;16;84.3147004843;
67;5;23.625;34.0;10;40.5855736732;8;39.7446022034;57.1872596741;17;85.5655736923;
68;5;23.625;32.5;8;40.9721547365;8;40.0049324036;58.4097442627;17;87.3888207674;
69;5;23.625;32.5;8;41.3321816921;8;42.1722488403;58.5;17;87.5919713974;
70;5;23.625;33.5;8;41.6659481525;8;42.9749984741;60.75598526;18;87.7604848146;
71;5;23.625;34.0;10;43.3075329065;8;43.5961074829;62.0;19;87.9380060434;
72;5;24.5384998322;33.0;10;44.6911911964;8;43.636051178;64.0;19;88.1247438192;
73;5;24.0255012512;34.3899993896;11;45.8504343033;8;43.6780662537;66.0;19;88.3208721876;
74;5;24.8743247986;33.6872596741;11;46.8213555813;8;43.7221946716;67.0;21;88.5265244246;
75;5;24.9874687195;33.9097442627;11;47.4901649952;8;43.7684669495;68.0;22;88.741787076;
76;5;24.2999992371;35.0;10;47.9426419735;8;43.8169021606;69.0;23;88.9666932821;
77;5;25.0535755157;34.0;10;48.3616509438;8;43.8675041199;70.0;21;89.2012168169;
78;5;24.2999992371;34.0;7;48.7498459816;8;43.9202728271;70.5999984741;20;89.4452655315;
79;5;24.2999992371;34.0;6;49.1100149155;8;43.9751815796;70.5999984741;21;89.6986756325;
80;5;24.2999992371;34.0;6;49.39620471;8;44.0321998596;70.5999984741;21;89.9612066746;
81;5;24.2999992371;34.0;7;49.565410614;8;44.0912704468;70.5999984741;22;90.2325365543;
82;5;24.2999992371;34.0;6;49.7349388599;8;44.1523208618;70.5999984741;22;90.5122582912;
83;5;24.2999992371;35.0;6;49.9044971466;8;44.2152557373;70.5999984741;22;90.7998776436;
84;5;24.2999992371;36.0;6;50.0737850666;8;44.2799720764;70.5999984741;24;91.0948126316;
85;5;24.2999992371;34.0;6;50.2424962521;8;44.34633255;70.5999984741;24;91.3963942528;
86;4;22.2999992371;29.0;5;35.4103214741;9;44.414188385;70.5999984741;21;106.703868866;
87;4;22.2999992371;29.0;5;35.5769507885;9;43.4833679199;72.5999984741;24;107.016403913;
88;4;22.2999992371;29.0;6;35.7420773506;9;43.5536880493;74.5999984741;24;107.33309412;
89;4;22.2999992371;29.0;6;35.9053986073;9;43.6249465942;76.5999984741;25;107.652970314;
90;4;22.2999992371;29.0;6;36.0430645943;9;43.6969184875;78.5999984741;26;107.975010633;
91;4;22.2999992371;29.0;7;36.1626152992;9;43.7693748474;80.5999984741;26;108.298153162;
92;4;22.2999992371;29.0;8;36.2807245255;9;45.2170829773;80.5999984741;27;108.621308327;
93;4;22.2999992371;29.0;8;36.3971290588;9;46.2897949219;80.5999984741;29;108.943376541;
94;4;22.2999992371;29.0;9;36.5115804672;9;47.3622589111;80.5999984741;29;109.263261318;
95;4;22.2999992371;29.0;9;36.6238474846;9;48.4342346191;80.5999984741;30;109.579886436;
96;3;20.2999992371;24.0;10;32.0;10;49.5054740906;81.5999984741;28;114.516057968;
97;3;20.2999992371;24.0;10;32.0;10;51.5757446289;83.5999984741;29;115.911697865;
98;3;20.2999992371;24.0;11;32.0;10;52.8026237488;85.5999984741;29;117.369204998;
99;3;20.2999992371;24.0;11;32.0;10;53.0404891968;87.5999984741;29;118.876734734;
100;3;20.2999992371;24.0;11;32.0;10;55.450717926;91.1999969482;30;120.420185566;
