Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;3;21.0;1;8.0;10.0;5;20.0;
4;2;9.14999961853;10.6999998093;2;22.8400001526;1;8.0;10.0;5;20.0;
5;2;10.2760000229;10.9200000763;2;23.5601437092;1;8.0;10.0;5;20.0;
6;2;12.2760000229;11.2650718689;2;24.1471960545;1;9.0;10.0;5;20.0;
7;2;13.4331197739;11.543302536;2;24.6201093197;1;9.5;10.0;5;20.0;
8;2;13.5395240784;11.7641716003;2;25.2443172932;2;9.5;10.1999998093;4;21.3999996185;
9;2;13.6799716949;12.0549411774;2;25.7438752651;2;9.81500053406;10.1999998093;4;21.8264003992;
10;2;13.7923717499;12.2827939987;2;26.141277194;2;9.91094017029;10.3632001877;3;22.1992716789;
11;2;15.7923717499;12.4589796066;3;26.2695188522;2;9.99483585358;10.4951858521;3;23.4054436684;
12;2;17.7923717499;12.5;3;26.3168779612;2;10.2662248611;11.0209560394;4;24.4501843452;
13;2;18.8235549927;12.5;3;26.365380168;2;12.0683965683;11.4571752548;4;25.3486692905;
14;2;19.8344669342;12.5;3;26.4150065184;2;14.0683965683;11.8107032776;4;26.1225088835;
15;2;20.8456344604;12.5;3;26.4657343626;2;16.0683956146;12.0916318893;4;26.7957427502;
16;2;21.8570461273;12.5;3;26.5175373554;2;17.2117881775;12.3113050461;4;27.3919057846;
17;2;22.8687019348;12.5;3;26.5703849792;2;18.2696170807;12.4808797836;4;27.7113106251;
18;2;22.625;12.9711151123;4;26.6242431402;2;19.3328781128;12.5;4;28.0173821449;
19;2;22.625;12.9872732162;4;26.6790736914;2;20.3039112091;12.5;5;28.3487696648;
20;2;22.625;13.0037221909;4;26.7348344326;2;20.3784732819;12.5;5;28.7054548264;
21;2;23.0153388977;12.5;4;26.7914797068;2;20.4587268829;12.5;5;29.0869145393;
22;3;22.625;13.0374441147;4;26.8489596844;2;20.5445556641;12.5;5;29.4920539856;
23;4;22.625;13.0546875;3;26.9072211981;2;20.6357116699;12.5;5;29.9191560745;
24;4;23.0541248322;12.5;3;26.9662073851;2;20.7318096161;12.5;6;30.3658571243;
25;4;20.625;14.4831037521;3;27.0258579254;3;20.8323173523;12.5;6;30.8291530609;
26;4;19.625;15.5129289627;3;27.0861098766;3;20.9365596771;12.5;6;31.3054442406;
27;4;18.625;16.5430545807;3;27.1468968391;3;21.0437240601;12.5;6;31.790620327;
28;4;17.625;17.5734481812;3;27.20814991;3;21.1528892517;12.5;6;32.2801818848;
29;4;17.0;18.6040744781;3;27.2697980404;3;21.2630405426;12.5;6;32.7693967819;
30;4;17.0;19.6348991394;3;27.3317680359;3;21.3731136322;12.5;6;33.2534770966;
31;4;17.0;20.6658840179;3;27.393985033;3;19.625;13.5;6;33.7277650833;
32;4;17.0;21.6969928741;3;27.4563727379;3;19.625;14.5;6;34.187912941;
33;4;17.0;22.7281856537;3;27.5188536644;3;19.625;15.5;6;34.6300430298;
34;4;17.0;23.7594261169;4;27.5813500881;3;19.625;16.5;6;35.0508718491;
35;4;17.0;24.7906742096;4;27.6437838078;3;19.625;17.5;6;35.4477939606;
36;4;17.0;25.8218917847;4;27.7060770988;3;20.625;15.5;6;35.8189210892;
37;4;19.0;24.3530387878;3;28.7681524754;3;21.625;14.5;7;36.1630792618;
38;4;19.0;25.3840770721;3;28.8599333763;3;22.1366920471;13.5;7;36.4797668457;
39;4;19.0;26.4299659729;3;28.9519357681;3;22.2079467773;12.5;7;36.7690839767;
40;4;20.0;24.4759674072;4;30.0440793037;3;20.2079467773;13.5;8;37.0316419601;
41;5;20.2456474304;25.4761562347;3;30.266284585;3;21.2079467773;12.5;8;37.2684679031;
42;5;22.2527923584;26.4761562347;3;30.5039041042;3;22.2079467773;12.5;8;37.4809007645;
43;5;23.5470352173;28.4761562347;3;30.7582918406;3;22.4332027435;12.5;9;37.6704978943;
44;5;24.3234882355;30.4761562347;3;31.0308282375;3;22.4758625031;12.5;9;37.8389520645;
45;5;25.992811203;32.0;3;31.3228882551;3;22.5137634277;14.5;9;37.9880180359;
46;5;27.0134391785;33.0;3;31.6357998848;3;22.5473041534;16.5;9;38.0;
47;5;27.3744277954;33.5;3;31.9707956314;3;22.5499992371;18.5;9;38.0;
48;5;28.1934299469;32.5;4;32.3289510012;3;22.5499992371;20.5;9;38.0;
49;5;27.967798233;33.180480957;4;33.7111170292;3;22.5499992371;22.5;9;38.0;
50;5;29.3600025177;33.5;6;34.11784482;3;22.5499992371;22.5;12;38.0;
51;5;30.1290359497;35.2166213989;7;34.5493049622;3;22.5499992371;22.5;12;38.0;
52;5;30.2178382874;36.2350120544;7;35.0052090883;3;22.5499992371;22.5;12;38.0;
53;5;30.6511707306;36.5;7;35.4847348928;3;22.5499992371;22.5;14;38.0;
54;5;30.7590656281;37.5;7;35.9864662886;3;22.5499992371;22.5;14;38.0;
55;6;31.8719539642;39.2000007629;6;37.5083545446;3;22.5499992371;22.5;14;38.0;
56;6;32.9893798828;40.2000007629;6;38.0877041817;3;22.5499992371;22.5;14;38.0;
57;6;33.3447341919;41.2000007629;7;38.6823824644;3;22.5499992371;22.5;14;38.0;
58;6;33.4785346985;42.2000007629;7;39.288513422;3;22.5499992371;22.5;15;38.0;
59;6;33.6149177551;43.2000007629;8;39.9017605782;3;22.5499992371;22.5;15;38.0;
60;6;33.7528953552;43.2000007629;8;40.5174628496;3;22.5499992371;22.5;15;38.0;
61;6;33.8914299011;43.2000007629;9;41.0988177061;4;22.5499992371;22.5;13;46.5;
