Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;11.0;5;20.0;
3;2;8.14999961853;10.0;3;22.0299999714;1;8.0;10.0;5;20.0;
4;2;8.30449962616;10.5;3;22.900591135;1;8.0;10.0;5;20.0;
5;2;8.43508911133;10.9200000763;3;23.6219098568;1;8.0;10.0;5;20.0;
6;2;9.52164745331;11.2650718689;3;24.2101223469;1;9.0;10.0;5;20.0;
7;2;10.4472780228;11.543302536;3;24.6841782331;1;9.5;10.0;4;20.0;
8;2;10.5539398193;11.7641716003;3;25.3101495504;1;9.5;10.0;4;20.3999996185;
9;2;10.6947841644;12.0549411774;3;25.8114621639;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;10.8075790405;12.2827939987;3;26.2106050253;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;10.8973855972;12.4589796066;4;26.3405687809;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;13.8181018829;12.5;4;26.3896260262;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;15.8181018829;12.5;4;26.4397966862;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;16.8512115479;12.5;4;26.4910563231;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;17.862745285;12.5;4;26.5433766842;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;18.8745155334;12.5;4;26.5967253447;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;19.8865184784;12.5;4;26.6510663033;1;15.7228336334;12.4808797836;5;25.0;
18;2;19.9964904785;12.5;3;26.7063593864;1;16.7228336334;12.5;5;25.0;
19;2;20.0089302063;12.5;3;26.7625607252;1;17.625;12.5;5;25.0;
20;2;20.0215759277;12.5;5;26.8196225166;1;17.625;12.5;5;25.0;
21;2;20.0344142914;12.5;5;26.8774933815;1;17.625;12.5;5;25.0;
22;2;20.0474357605;12.5;6;26.9361182451;1;17.625;12.5;6;25.0;
23;2;20.0606269836;12.5;6;26.9954385757;1;17.625;12.5;6;25.0;
24;2;20.0739746094;12.5;7;27.0553927422;1;17.625;12.5;7;25.0;
25;2;20.0874633789;12.5;6;27.1159160137;1;17.625;12.5;7;25.0;
26;3;18.1010818481;13.5;6;27.176940918;1;17.625;12.5;7;25.0;
