Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;2;9.5;10.1999998093;4;21.0;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;9.72500038147;10.0;3;21.4999996424;
9;2;10.4247236252;12.2549409866;4;25.5655879974;2;9.8375005722;10.1999998093;3;21.9353003502;
10;2;10.7522573471;12.2827939987;4;25.9579591751;2;9.93544197083;10.3632001877;3;22.3176362514;
11;2;10.8405408859;12.4589796066;5;26.0811839104;2;10.0214681625;10.4951858521;3;23.5373773575;
12;2;13.7612571716;12.5;5;26.1235535145;2;10.2959108353;11.0209560394;4;24.5968167782;
13;2;15.7612571716;12.5;5;26.1671074629;2;12.1013889313;11.4571752548;4;25.5111111403;
14;2;16.789855957;12.5;5;26.211841464;2;14.1013889313;11.8107032776;4;26.3018171787;
15;2;17.7999210358;12.5;5;26.2577478886;2;16.1013889313;12.0916318893;4;26.9928781986;
16;2;18.8102493286;12.5;5;26.3048160076;2;17.2561435699;12.3113050461;4;27.6076834202;
17;2;19.8208389282;12.5;7;26.3530313969;2;18.3181667328;12.4808797836;4;27.9463441372;
18;3;19.9294319153;12.5;5;51.4023760557;2;19.385761261;12.5;4;28.2720229626;
19;3;20.625;12.920712471;5;53.2028282881;2;20.3612060547;12.5;3;28.6230447292;
20;3;19.9518871307;13.5;5;54.6587376595;2;20.4401855469;12.5;2;28.9990065098;
21;3;19.625;14.9513092041;5;55.7940368652;2;20.5247764587;12.5;4;29.3989467621;
22;3;19.625;15.9670848846;7;56.6554379463;2;20.6147632599;12.5;4;29.8212919235;
23;3;19.625;16.9831676483;7;57.2974406481;2;20.7097911835;12.5;4;30.2638244629;
24;3;20.0;17.9995441437;8;57.72067523;2;20.8093605042;12.5;4;30.7236814499;
25;3;21.0;19.0162029266;8;57.7771017551;2;20.9128284454;12.5;4;31.19739151;
26;3;22.0;20.0331306458;9;57.8343759775;2;19.625;13.5;6;31.680949688;
27;3;23.0;21.4171886444;10;57.8924454451;2;20.625;12.5;6;32.1699318886;
28;3;24.0;22.4462223053;10;57.9512542486;2;19.625;13.5;6;32.6596431732;
29;3;25.0;23.4756278992;10;58.0107431412;2;19.625;14.5;6;33.1452922821;
30;3;26.0;24.5053710938;10;58.0708494186;2;19.625;15.5;6;33.6221752167;
31;3;27.0;25.5354251862;8;58.1315076351;2;19.625;16.5;8;34.0858602524;
32;3;29.0;23.5657539368;8;58.1926498413;2;18.625;15.5;8;34.5323524475;
33;3;29.0;24.5963249207;9;58.2542052269;2;18.625;15.5;8;34.9582242966;
34;3;29.9500007629;25.6271018982;9;58.3161010742;2;17.625;14.5;8;35.3607130051;
35;3;30.9500007629;23.6580505371;10;58.3782629967;2;17.625;14.5;8;35.7377691269;
36;3;29.9500007629;24.6891307831;11;58.4406147003;2;17.0409984589;15.5;10;36.088060379;
37;3;29.9500007629;25.7203063965;11;58.5030794144;2;16.4948139191;16.5;10;36.4109382629;
38;3;30.9500007629;23.7515392303;13;58.5655794144;2;15.4948139191;15.5;10;36.7063741684;
39;3;29.9500007629;24.7827892303;14;58.628036499;2;16.0;15.5;11;36.9748744965;
40;3;29.9500007629;27.7827892303;15;58.690372467;2;17.0;15.5;11;37.2173805237;
41;3;29.9500007629;30.7827892303;15;58.7525100708;2;16.0;14.5;11;37.4351701736;
42;3;29.9500007629;33.7827911377;16;58.8143725395;2;16.0;14.5;11;37.6297597885;
43;3;29.9500007629;36.7827911377;17;58.8758842945;2;15.0;13.5;11;37.8028182983;
44;3;29.9500007629;39.7827911377;17;58.936971426;2;15.0;13.5;11;37.9560909271;
45;3;29.9500007629;40.9684867859;19;58.9975619316;2;15.0;13.5;11;38.0;
46;3;30.9500007629;38.9987792969;18;59.0575861931;2;15.0;13.5;12;38.0;
47;3;29.9500007629;40.028793335;18;59.1169772148;2;16.0;14.5;12;38.0;
48;3;29.9500007629;41.0584869385;19;59.1756706238;2;16.9249992371;15.5;14;38.0;
49;3;30.9500007629;39.0878372192;18;59.2336053848;2;17.9249992371;17.5;14;38.0;
50;3;29.9500007629;40.1168022156;18;59.2907235622;2;18.9249992371;19.5;14;38.0;
51;3;29.9500007629;41.145362854;19;59.346971035;2;19.9249992371;20.5;15;38.0;
52;3;30.9500007629;39.1734848022;19;59.4022974968;2;20.9249992371;21.5;15;38.0;
53;3;29.9500007629;40.2011489868;18;59.4566559792;2;21.9249992371;22.5;15;38.0;
54;4;29.9500007629;41.2283287048;16;74.5100040436;2;22.5499992371;22.5;14;38.0;
55;4;32.7397537231;38.5;16;75.3123030663;2;22.5499992371;22.5;15;38.0;
56;4;33.9500007629;39.5;16;76.032892704;2;22.5499992371;22.5;15;38.0;
57;4;35.76304245;38.5;16;76.6709089279;2;22.5499992371;22.5;15;38.0;
58;4;35.9500007629;39.5;16;77.2288486958;3;22.5499992371;22.5;9;48.0;
59;4;37.7853317261;38.5;17;77.71170187;4;23.5499992371;23.5;9;48.3999996185;
60;4;37.5750007629;39.5;17;81.1103146076;4;24.5499992371;24.5;9;48.7743997574;
61;4;38.4974975586;40.4411010742;18;83.7547931671;4;24.5499992371;25.5;9;49.1219387054;
