Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;10.0;5;21.0;1;8.0;10.0;4;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;8.0;10.0;4;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;8.0;10.0;4;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;9.0;10.0;4;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;1;9.5;10.0;4;20.0;
8;2;10.2938766479;11.9641714096;4;25.1098823547;1;9.5;10.0;4;20.3999996185;
9;2;10.6497240067;12.0549411774;4;25.7355879545;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;10.7905073166;12.2827939987;4;26.2848701477;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;10.9140958786;12.4589796066;5;26.5942704678;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;13.8348121643;12.5;5;26.8558222055;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;15.8348121643;12.5;5;27.1554293633;1;11.7228336334;11.4571752548;3;23.6214065552;
14;2;17.0122280121;12.5;5;27.4969480038;1;12.7228336334;11.8107032776;3;24.1832637787;
15;2;18.0890693665;12.5;5;27.8840510845;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;19.1761665344;12.5;5;28.3200027943;2;14.7228336334;12.3113050461;3;24.9617595673;
17;2;20.2742576599;12.5;5;28.8073790073;2;15.7228336334;12.4808797836;3;25.0;
18;2;20.4816608429;12.5;6;29.3477458954;2;16.7228336334;12.5;3;25.0;
19;2;20.6032428741;12.5;6;29.9413113594;2;17.625;12.5;4;25.0;
20;2;20.7367954254;12.5;5;30.586581707;2;17.625;12.5;4;25.0;
21;2;20.881980896;12.5;5;31.2800674438;2;17.625;12.5;4;25.0;
22;2;21.0380153656;12.5;5;32.0160870552;2;17.625;12.5;4;25.0;
23;2;21.2036190033;12.5;5;32.7867279053;2;17.625;12.5;5;25.0;
24;3;21.3770141602;12.5;5;33.5820074081;2;17.625;12.5;6;25.0;
25;3;21.5559520721;12.5;5;34.3902606964;2;17.625;12.5;6;25.0;
26;3;19.7378082275;13.5;5;35.1987380981;2;17.625;12.5;6;25.0;
27;3;18.7378082275;13.5;5;35.9943685532;2;17.625;12.5;6;25.0;
28;3;17.7378082275;13.5;5;36.7645931244;2;17.625;12.5;6;25.0;
29;3;17.7378082275;14.5;5;37.4981632233;2;17.625;12.5;6;25.0;
30;4;17.4370880127;15.5;4;38.1857919693;2;17.625;12.5;6;25.0;
31;4;16.4370880127;14.5;4;38.8205833435;2;17.625;12.5;7;25.0;
32;4;16.625;14.5;4;39.3982028961;2;17.625;12.5;7;25.0;
33;4;17.625;15.5;4;39.9167966843;2;17.625;12.5;7;25.0;
34;4;16.625;14.5;4;40.3767118454;2;17.625;12.5;7;25.0;
35;4;16.625;14.5;4;40.780087471;2;17.625;12.5;7;25.0;
36;4;17.0;15.5;4;41.1303920746;2;17.625;12.5;7;25.0;
37;4;17.6293373108;16.5;4;41.4319667816;2;17.625;12.5;7;25.0;
38;4;17.6971931458;17.5;5;41.6896247864;2;17.625;12.5;7;25.0;
39;4;17.7551651001;18.5;5;41.9083213806;2;17.625;12.5;7;25.0;
40;4;17.8043727875;19.5;6;42.0;2;17.625;12.5;7;25.0;
41;4;16.8043727875;18.5;6;42.0;2;17.625;12.5;7;25.0;
42;4;16.8043727875;18.5;7;42.0;2;17.625;12.5;8;25.0;
43;4;17.0;18.5;7;42.0;2;17.625;12.5;9;25.0;
44;4;19.0;19.0;6;43.0;2;17.625;12.5;9;25.0;
45;4;21.0;19.0;7;43.0900000334;2;17.625;12.5;9;25.0;
46;4;22.625;21.0;8;43.1871190071;2;17.625;12.5;9;25.0;
47;4;23.8921012878;23.0;8;43.2917383909;2;17.625;12.5;10;25.0;
48;4;24.625;25.0;8;43.4042263031;2;17.625;12.5;9;25.0;
49;4;25.4500007629;27.0;9;43.5249304771;2;17.625;12.5;9;25.0;
50;4;25.4500007629;28.0;9;44.6541694403;2;17.625;12.5;10;25.0;
51;4;26.8221893311;28.5;10;44.8122235537;3;18.625;14.5;9;26.0;
52;4;27.4500007629;30.396112442;11;44.9795212746;3;19.625;16.5;9;26.1299999952;
53;4;28.1203918457;30.5;11;45.1562298536;3;19.625;18.5;10;26.2754310369;
54;4;28.1601524353;31.5;12;45.3424464464;3;19.625;20.5;10;26.4377241135;
55;4;27.9587898254;32.5;13;45.538187027;3;19.625;22.5;11;26.6183350086;
56;4;25.6979255676;34.5;13;45.7433761358;3;19.625;22.5;11;26.8187118769;
57;4;25.2922592163;34.5;13;45.9578363895;3;19.625;22.5;11;27.0402543545;
58;4;23.8823757172;35.5;15;46.1812801361;3;19.625;22.5;12;27.2842636108;
59;5;23.625;37.0825614929;15;46.4133024216;3;19.625;22.5;13;27.5518820286;
60;6;23.625;38.0932502747;10;63.9033774137;3;19.625;22.5;13;27.8440244198;
61;6;25.625;37.1040077209;10;65.0133551359;3;19.625;22.5;12;28.1613030434;
62;6;27.625;36.5;10;66.0168719292;3;19.625;22.5;13;28.5039470196;
63;6;28.625;36.5;11;66.9157909155;3;19.625;22.5;13;28.871723175;
64;6;29.4500007629;36.5;12;67.7164959908;3;19.625;22.5;11;29.263862133;
65;6;30.4364318848;37.5;13;68.4281932116;3;19.625;22.5;11;29.6789975166;
66;6;30.4918289185;38.5;13;69.0614026785;3;19.625;22.5;11;30.1151270866;
67;6;30.5477714539;39.5;14;69.6267842054;3;19.625;22.5;13;30.5695996284;
68;6;30.6039886475;40.5;14;70.0127711296;3;19.625;22.5;13;31.0391392708;
69;6;29.7614212036;41.5;15;70.2837029696;3;19.625;22.5;13;31.5199065208;
70;6;30.4500007629;43.2032318115;16;73.0853289366;3;19.625;22.5;14;32.007601738;
71;6;31.1621551514;44.7144393921;18;75.4264805317;4;19.625;22.5;13;32.4976010323;
72;6;31.8639221191;45.3899993896;18;77.3624004126;4;19.625;22.5;13;32.9851250648;
73;6;31.8503303528;47.4241638184;19;78.95421803;4;19.625;22.5;13;33.465420723;
74;6;32.1104545593;48.6578903198;19;80.1133737564;4;19.625;22.5;14;33.9339466095;
75;6;32.6352767944;49.0;20;80.742484808;4;19.625;22.5;15;34.3865451813;
76;7;32.4202651978;50.7706451416;20;81.2120813131;4;19.625;22.5;15;34.8195896149;
77;8;32.872718811;51.0;19;81.490888238;4;19.625;22.5;14;35.2300891876;
78;8;32.9354476929;52.0;19;81.7579900026;4;19.625;22.5;14;35.6157541275;
79;8;32.9955482483;53.0;20;82.0126821995;4;19.625;22.5;14;36.1873321533;
80;8;31.0528526306;55.0;21;82.2544718981;4;19.625;22.5;14;37.7257413864;
81;8;29.7999992371;57.0;21;82.4830688238;4;19.8500003815;23.0;15;40.0069303513;
82;8;31.7999992371;58.0;22;83.698368907;4;21.0255012512;24.3899993896;15;41.1027774811;
83;8;33.7999992371;61.0;23;83.9404397011;4;22.1592674255;25.6872596741;15;42.0091309547;
84;9;34.86561203;64.0;22;84.170678854;4;22.2593841553;26.9097423553;16;42.6110517979;
85;9;34.9031982422;67.0;22;84.3894268274;4;22.5527992249;28.0;24;42.9934796095;
86;9;32.9379501343;71.0;23;84.5971242189;5;22.5625991821;29.0;16;61.338747859;
87;9;31.9699764252;74.5999984741;22;84.7942861319;6;21.2999992371;31.6059207916;16;62.9092648029;
88;9;30.9699764252;74.5999984741;22;84.9814835787;7;21.2999992371;33.0;15;64.2933423519;
89;9;31.7999992371;76.5999984741;22;85.1551449299;7;23.2999992371;32.0;14;65.4867527485;
90;9;32.7999992371;78.5999984741;23;85.2246329784;7;25.2999992371;34.0;14;66.4968298674;
91;9;32.7999992371;77.5999984741;21;85.295096755;7;27.2999992371;36.0;14;67.1903446913;
92;9;32.7999992371;79.5999984741;21;85.3665066957;7;28.2999992371;37.0;13;67.7563118935;
93;9;32.7999992371;81.5999984741;21;85.4388296604;7;29.2999992371;38.0;13;68.2153549194;
94;9;32.7999992371;83.5999984741;22;85.5120290518;7;29.2999992371;39.0;13;69.5863614082;
95;9;32.7999992371;85.5999984741;22;85.5860645771;7;30.2999992371;40.8052787781;14;69.7051450014;
96;9;32.7999992371;87.5877532959;22;85.6608923674;7;31.2999992371;41.832572937;14;69.8018591404;
97;9;32.7999992371;88.597869873;23;85.72067523;7;31.5432662964;42.8603363037;14;69.9006552696;
98;9;32.7999992371;89.5999984741;25;85.7771017551;7;31.5527992249;43.8885498047;15;70.0014834404;
99;9;32.7999992371;90.5999984741;24;85.8343759775;7;31.5625991821;44.9171905518;13;70.1042869091;
100;9;32.7999992371;91.5999984741;23;85.8924454451;7;31.5726623535;44.9462203979;14;70.2090021372;
101;9;32.7999992371;92.5999984741;17;85.9512542486;8;31.5829925537;44.9756278992;11;70.3155591488;
102;9;32.7999992371;93.5999984741;18;86.0107431412;8;31.2999992371;46.0053710938;12;70.4238808155;
103;9;32.7999992371;97.0;18;86.0708494186;8;31.2999992371;47.0354232788;7;70.5338836908;
104;9;32.7999992371;99.0;18;86.1315076351;8;31.2999992371;48.0657539368;8;70.6454781294;
105;9;32.7999992371;101.0;19;86.1926498413;8;31.2999992371;49.0963249207;8;70.7585678101;
106;9;32.7999992371;103.0;20;86.2542052269;8;31.2999992371;50.1271018982;8;70.8730506897;
107;9;32.7999992371;105.0;17;86.3161010742;8;31.2999992371;50.9365234375;10;70.9888191223;
108;9;32.7999992371;106.0;17;86.3782629967;8;31.2999992371;50.9944076538;8;71.1057597399;
109;9;32.7999992371;108.0;18;86.4406147003;8;31.2999992371;51.0528793335;9;71.2237546444;
110;9;33.3491363525;108.0;18;86.5030794144;8;31.2999992371;51.1118774414;9;71.3426811695;
111;10;33.3631896973;108.600006104;15;101.565579414;7;29.2999992371;46.1713409424;10;56.4624124765;
112;10;33.7999992371;109.600006104;16;101.628036499;7;29.2999992371;46.2312088013;10;56.5828179121;
113;10;34.7999992371;111.600006104;18;101.690372467;7;29.2999992371;46.2914085388;11;56.7037643194;
114;10;35.4053344727;111.600006104;19;101.752510071;7;29.2999992371;46.3518829346;7;56.8251156807;
