Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;4;21.0;1;8.0;10.0;6;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;8.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;8.0;10.0;5;20.0;
6;2;9.27600002289;11.4650716782;3;24.086605072;1;9.0;10.0;5;20.0;
7;2;10.4194869995;11.543302536;3;24.5583431721;2;9.5;10.1999998093;4;21.0;
8;2;10.5256261826;11.7641716003;3;25.1807733774;2;9.72500038147;10.0;4;21.469999671;
9;2;10.6656742096;12.0549411774;3;25.6785554886;2;9.83075046539;10.1999998093;4;21.8705514669;
10;2;10.777674675;12.2827939987;3;26.0741881132;2;9.92087364197;10.3632001877;4;22.2129640579;
11;2;10.866692543;12.4589796066;2;26.2006716728;2;9.99791717529;10.4951858521;4;23.3718163967;
12;2;13.7874088287;12.5;2;26.246289134;2;10.2586593628;11.0209560394;4;24.3595588207;
13;2;15.7874088287;12.5;2;26.29307127;2;10.4809007645;11.4571752548;4;25.1902494431;
14;2;16.8181972504;12.5;3;26.3410044909;2;12.4809007645;11.8107032776;4;25.884378314;
15;3;17.8289833069;12.5;2;26.3900717497;2;14.4809017181;12.0916318893;4;26.4648982286;
16;3;18.527256012;12.5;3;26.4402523041;2;14.9546012878;12.3113050461;4;26.9543362856;
17;3;19.8513126373;12.5;3;26.4915215969;2;15.0647258759;12.4808797836;4;27.1521308422;
18;3;19.9605922699;12.5;3;26.5438512564;2;17.0243167877;12.5;4;27.3210272789;
19;3;19.972366333;12.5;4;26.597209096;2;18.0623168945;12.5;5;27.4992582798;
20;3;19.9843711853;12.5;4;26.6515587568;2;19.1024208069;12.5;5;27.6867210865;
21;3;19.625;12.995467186;4;26.7068601847;2;20.1445999146;12.5;5;27.8832085133;
22;3;20.0090446472;12.5;4;26.7630695105;2;20.2737216949;12.5;5;28.0884003639;
23;3;19.625;13.0289211273;5;26.8201388121;2;19.625;13.4265203476;5;28.3018581867;
24;3;19.625;13.0460414886;6;26.8780167103;2;19.625;13.4905576706;6;28.5230212212;
25;3;17.625;14.0634050369;6;26.9366481304;4;20.417678833;12.5;4;28.7512066364;
26;3;16.625;15.080994606;6;26.9959744215;4;20.4690208435;12.5;4;28.9856116772;
27;3;15.625;16.4979877472;6;27.0559339523;4;19.625;13.5;4;29.2253217697;
28;3;14.625;17.527967453;6;27.1164619923;4;20.5756969452;12.5;4;29.4693202972;
29;3;14.0;18.5582313538;6;27.1774909496;4;20.6305961609;12.5;4;29.716504097;
30;3;14.4899349213;18.5;7;27.2389507294;4;20.686214447;12.5;5;29.9657006264;
31;3;14.5037641525;19.5;7;27.3007693291;4;19.625;13.5;5;30.2156887054;
32;3;14.0;21.5;7;27.3628723621;4;20.625;12.5;5;30.4652233124;
33;3;14.0;22.6814365387;7;27.4251842499;4;20.854675293;12.5;5;30.7130589485;
34;3;14.0;23.7125930786;7;27.4876282215;4;19.625;13.5;5;30.9579744339;
35;3;14.0;24.7438144684;8;27.550126791;4;19.625;14.5;5;31.198797226;
36;4;14.0;25.775062561;7;27.612601757;4;19.625;15.5;4;31.4344263077;
37;4;15.0;23.8063011169;8;27.6749749184;4;19.625;15.717212677;4;31.6638503075;
