Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;9.0;10.0;4;20.0;
6;1;8.55000019073;8.5;5;17.0;1;10.0;10.0;4;20.0;
7;1;8.82499980927;8.5;5;17.0;1;11.0;10.0;4;20.0;
8;1;8.82499980927;8.5;5;17.0;1;11.0;10.0;3;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;1;11.1199998856;10.1999998093;3;20.7264003754;
10;1;8.9015007019;8.67000007629;4;17.6278438568;1;11.2179203033;10.3632001877;3;20.9903717041;
11;1;8.96626472473;8.81392192841;4;17.869726181;1;11.2971115112;10.4951858521;3;22.0419120789;
12;1;9.02068901062;8.93486309052;4;18.786491394;1;11.6125736237;11.0209560394;4;22.9143505096;
13;1;9.22696018219;9.39324569702;5;19.5780620575;1;13.2971115112;11.4571752548;4;23.6214065552;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;15.2971115112;12.0107030869;3;25.1832637787;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;17.2971115112;12.0916318893;3;25.662610054;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;18.6091117859;12.3113050461;3;26.0429434776;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;19.6214675903;12.4808797836;3;26.1235535145;
18;1;15.0206890106;10.8157100677;5;21.9274635315;2;20.6341781616;12.5;3;26.1671074629;
19;1;16.0206890106;10.9637317657;5;22.0;2;21.6472434998;12.5;3;26.211841464;
20;1;16.9500007629;11.0;5;22.0;2;21.8635520935;12.5;4;26.2577478886;
21;1;16.9500007629;11.0;5;22.0;2;21.5;12.8773241043;4;26.3048160076;
22;1;16.9500007629;11.0;6;22.0;2;21.5;12.8914451599;4;26.3530313969;
23;1;16.9500007629;11.0;7;22.0;2;21.9059104919;12.5;4;26.4023760557;
24;1;16.9500007629;11.0;7;22.0;2;21.5;12.920712471;5;26.4528282881;
25;1;14.9500007629;12.0;7;22.0;3;21.5;12.9358482361;4;26.5043625832;
26;1;13.9500007629;13.0;7;22.0;3;21.5;12.9513092041;4;26.5569496155;
27;1;12.9500007629;14.0;7;22.0;3;21.9670848846;12.5;4;26.6105561256;
28;1;12.0;15.0;9;22.0;3;21.9831676483;12.5;4;26.6651450396;
29;1;12.0;16.0;9;22.0;3;21.5;13.332572937;4;26.72067523;
30;1;12.0;17.0;10;22.0;3;20.0162029266;13.5;4;26.7771017551;
31;1;12.0;18.0;10;22.0;3;19.0331306458;14.5;4;26.8343759775;
32;1;12.0;19.0;10;22.0;3;18.0503120422;15.5;4;26.8924454451;
33;1;12.0;20.0;10;22.0;3;17.0677337646;16.5;4;26.9512542486;
34;1;12.0;21.0;10;22.0;3;16.0853767395;17.5;4;27.0107431412;
35;1;12.0;22.0;10;22.0;3;15.103222847;18.5;4;27.0708494186;
36;1;12.0;23.0;10;22.0;3;14.621254921;19.5;4;27.1315076351;
37;1;12.0;24.0;10;22.0;3;14.6394519806;20.5;5;27.1926498413;
38;1;12.0;25.0;10;22.0;3;14.6577949524;21.5;5;27.2542052269;
39;1;12.0;26.0;11;22.0;3;14.6762619019;22.5;5;27.3161010742;
40;1;12.0;27.0;11;22.0;3;14.6948299408;23.5;5;27.3782629967;
41;1;12.0;28.0;11;22.0;3;14.7134790421;24.5;5;27.4406147003;
42;1;12.0;29.0;12;22.0;3;16.7321853638;23.0;4;28.5030794144;
43;1;12.0;30.0;12;22.0;3;16.7509231567;24.0;5;28.6055793762;
44;1;13.0;28.0;12;22.0;3;17.0816745758;24.5;5;28.7092204094;
45;1;12.0;29.0;13;22.0;3;17.0;24.0405921936;6;28.8139259815;
46;1;12.0;30.0;13;22.0;3;17.1441783905;23.5;6;28.9196175337;
47;1;13.0;28.0;12;22.0;3;17.0;23.5;6;29.0262140036;
48;2;12.0;29.0;9;25.5741858482;3;18.3635520935;24.5;4;29.1336321831;
49;2;13.0;30.0;9;25.7323727608;3;20.2400913239;25.5;4;29.2417874336;
50;2;15.0;28.0;10;25.8916563988;3;20.0;26.5;4;29.3505933285;
51;2;14.0;29.0;10;26.0515389442;3;21.0;27.5;4;29.4599622488;
52;2;15.0;30.0;11;26.2115125656;3;22.0;27.5;4;29.5698055029;
53;2;16.2634544373;28.0;11;26.3710651398;3;23.0;27.5;5;29.6800332069;
54;2;15.3113193512;29.0;12;26.5296883583;3;23.5;27.5;5;29.7905550003;
55;3;15.3589067459;30.0;11;26.6868824959;3;23.5;27.5;7;29.9012796879;
56;3;16.4060649872;28.0;12;26.8421645164;3;23.5;27.5;7;30.0121160746;
57;3;15.4526491165;29.0;13;26.995071888;3;23.5;27.5;9;30.1229727268;
58;3;15.4985218048;30.0;13;27.1451702118;3;23.5;27.5;9;30.2337577343;
59;3;16.5435504913;28.0;14;27.2920560837;3;23.5;27.5;9;30.3443800211;
60;4;17.5876159668;28.0;14;27.4353618622;3;23.5;27.5;9;30.4547485113;
61;4;18.630607605;28.0;14;27.5747590065;3;23.5;27.5;10;30.5647724867;
62;4;19.6724281311;28.0;14;27.7099604607;3;23.5;27.5;10;30.6743621826;
63;4;20.6629886627;28.0;15;27.8407206535;3;23.5;27.5;10;30.7834284306;
64;4;20.7022171021;28.0;15;27.9668383598;3;23.5;27.5;12;30.8918831348;
65;4;20.7400512695;27.0;15;28.0881538391;3;23.5;27.5;14;30.9996399879;
66;4;20.7764472961;26.0;16;28.2045497894;3;23.5;27.5;14;31.1066131592;
67;4;20.8113651276;25.0;16;28.31594944;3;23.5;27.5;14;31.2127189636;
68;4;20.8447856903;24.0;18;28.4223132133;3;23.5;27.5;16;31.3178753853;
69;4;20.8766937256;23.0;18;28.5236372948;3;23.5;27.5;17;31.4220023155;
70;4;20.9070930481;22.0;18;28.6199498177;3;23.5;27.5;17;31.5030794144;
71;4;20.9359855652;21.0;19;28.7113084793;3;23.5;27.5;17;31.5655794144;
72;4;20.963394165;21.0;19;28.7977967262;3;23.5;27.5;17;31.628036499;
73;4;20.9893398285;21.0;19;28.8795199394;4;23.5;27.5;17;31.690372467;
74;4;21.0138568878;21.0;19;28.9566035271;4;23.5;27.5;17;32.9263174534;
75;4;21.0369815826;21.0;18;29.0;4;23.7999992371;28.0;17;33.9426622391;
76;4;21.0500011444;21.0;17;29.0;4;24.0340003967;28.3899993896;16;34.7734053135;
77;4;21.0500011444;21.0;17;29.0;4;24.2123565674;28.6872596741;17;35.4539635181;
78;4;21.0500011444;21.0;17;29.0;4;24.3458442688;28.9097423553;18;35.8689210415;
79;5;22.0500011444;22.0;16;30.0;4;24.3999996185;29.0;18;36.1017093658;
