Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;2;7.0;12.6999998093;5;18.0;1;7.0;11.0;4;20.0;
3;2;7.7000002861;11.3000001907;4;18.0674999952;1;8.0;10.0;4;20.0;
4;2;7.71012496948;10.3000001907;4;18.1388356686;1;9.0;10.0;4;20.0;
5;2;7.72082567215;9.30000019073;4;18.2141259909;1;9.0;10.0;4;20.0;
6;2;8.82317829132;8.5;4;18.293479681;1;10.0;10.0;3;20.0;
7;2;9.1160326004;8.5;4;18.3769934177;1;11.0;10.0;3;20.0;
8;2;9.13482284546;8.5;4;18.8185193539;1;11.0;10.0;3;20.3999996185;
9;2;9.234167099;8.67000007629;4;19.2138732672;1;11.1199998856;10.1999998093;3;20.7264003754;
10;2;9.32312107086;8.81392192841;4;19.5693782568;1;11.2179203033;10.3632001877;3;20.9903717041;
11;2;9.40311050415;8.93486309052;4;20.6569644213;1;11.2971115112;10.4951858521;3;22.0419120789;
12;2;9.64781665802;9.39324569702;4;21.6333289146;1;11.6125736237;11.0209560394;3;22.9143505096;
13;2;9.86749839783;9.78903102875;4;22.502530098;1;13.2971115112;11.4571752548;3;23.6214065552;
14;2;11.7342271805;10.1240053177;4;23.273829937;1;14.2971115112;11.8107032776;3;24.1832637787;
15;2;13.7342271805;10.4026165009;4;23.959577322;1;15.2971115112;12.0916318893;4;24.6226100922;
16;2;15.7342271805;10.6309299469;4;24.5733425617;2;16.2971115112;12.3113050461;3;24.9617595673;
17;2;16.8888931274;10.8157100677;4;25.1285128593;2;17.2971115112;12.4808797836;4;25.0;
18;2;17.9471969604;10.9637317657;4;25.4747054577;2;18.2971115112;12.5;5;25.0;
19;2;19.0087680817;11.0;4;25.7622475624;2;19.2971115112;12.5;5;25.0;
20;2;19.7965068817;11.0;5;26.062766552;2;19.5;12.5;4;25.0;
21;2;18.9500007629;12.0;5;26.3750810623;2;19.5;12.5;4;25.0;
22;2;18.9500007629;13.0;5;26.6977396011;2;19.5;12.5;4;25.0;
23;2;19.9500007629;11.0;5;27.0290365219;2;19.5;12.5;5;25.0;
24;2;18.9500007629;12.0;5;27.3670363426;2;19.5;12.5;5;25.0;
25;2;18.9500007629;13.0;5;27.7096123695;2;19.5;12.5;5;25.0;
26;2;18.9500007629;13.8548059464;5;28.0544948578;2;19.5;12.5;5;25.0;
27;2;18.9500007629;14.0272474289;6;28.3993287086;2;19.5;12.5;5;25.0;
28;2;18.9500007629;14.1996641159;6;28.7417359352;2;19.5;12.5;5;25.0;
29;2;18.9500007629;14.3708677292;6;29.0793800354;2;19.5;12.5;5;25.0;
30;2;16.9500007629;16.3708686829;6;29.4100308418;2;17.5;13.5;5;25.0;
31;2;15.9500007629;18.3708686829;6;29.7316241264;2;16.5;14.5;6;25.0;
32;2;14.9500007629;20.3708686829;6;30.042309761;2;15.5;15.5;5;25.0;
33;2;14.0;22.238079071;6;30.3404941559;2;14.5;16.5;5;25.0;
34;2;14.0;23.506444931;6;30.6248636246;2;13.5;17.5;5;25.0;
35;2;14.0;24.7623767853;6;30.894402504;2;12.5;18.5;5;25.0;
36;2;14.0;26.0049629211;7;31.14839077;2;12.0;19.5;5;25.0;
37;2;14.0;27.2335510254;7;31.3863964081;2;12.0;20.5;5;25.0;
38;2;14.0;28.4477577209;7;31.608253479;2;12.0;21.5;6;25.0;
39;2;14.0;29.6474266052;7;31.8140382767;2;12.0;22.5;6;25.0;
40;2;14.0;30.8326339722;8;32.0040340424;2;12.0;23.5;6;25.0;
41;2;14.0;32.0036315918;8;32.1787014008;2;12.0;24.5;7;25.0;
42;2;14.0;33.1608314514;8;32.3386392593;2;13.0;22.5;8;25.0;
43;2;15.0;31.304775238;10;32.4845542908;2;12.0;23.5;8;25.0;
44;2;15.0;30.304775238;11;32.6172304153;2;12.0;24.5;9;25.0;
45;2;16.0;30.304775238;12;32.7374992371;2;13.0;22.5;9;25.0;
46;2;16.4159374237;30.304775238;12;32.75;2;12.0;23.5;9;25.0;
47;2;15.4159374237;29.304775238;13;32.75;2;12.0;24.5;10;25.0;
48;3;16.0;29.304775238;12;32.75;2;13.0;22.5;10;25.0;
49;3;17.0;29.304775238;12;32.75;2;12.0;23.5;10;25.0;
50;3;18.0;29.304775238;12;32.75;2;12.0;24.5;12;25.0;
51;3;18.9500007629;28.6749992371;12;32.75;2;13.0;22.5;13;25.0;
52;3;18.9500007629;27.6749992371;13;32.75;2;12.0;23.5;14;25.0;
53;3;18.9500007629;27.6749992371;13;32.75;2;12.0;24.5;14;25.0;
54;3;18.9500007629;27.6749992371;13;32.75;2;13.0;22.5;14;25.0;
