Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;12.3000001907;5;17.0;2;7.19999980927;11.0;3;21.0900000334;
3;1;7.55000019073;11.3000001907;5;17.0;2;8.21800041199;10.0;4;21.1871190071;
4;1;7.55000019073;10.3000001907;5;17.0;2;9.23742389679;10.0;4;21.2917383909;
5;1;7.55000019073;9.30000019073;5;17.0;2;9.25834751129;10.0;3;21.4042263031;
6;1;8.55000019073;8.5;5;17.0;2;10.4212675095;10.0;3;21.5249304771;
7;1;8.82499980927;8.5;5;17.0;2;11.4574794769;10.0;3;21.6541694403;
8;1;8.82499980927;8.5;4;17.0;2;11.4962511063;10.0;3;22.2087649107;
9;1;8.82499980927;8.5;4;17.3400001526;2;11.6626291275;10.1999998093;3;22.7014135122;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;11.810423851;10.3632001877;3;23.1436295509;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;11.9430885315;10.4951858521;3;24.4502608776;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;12.3350782394;11.0209560394;3;25.6018667221;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;14.3350782394;11.4571752548;3;26.6129477024;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;16.3350791931;11.8107032776;3;27.5041275024;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;17.2512378693;12.0916318893;3;28.2981133461;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;17.4894351959;12.3113050461;3;29.0167398453;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;17.7050209045;12.4808797836;3;29.4582490921;
18;1;15.0206890106;10.8157100677;5;21.9274635315;2;19.7242584229;12.5;2;29.883644104;
19;1;16.0206890106;10.9637317657;5;22.0;2;20.8518772125;12.5;2;30.3288545609;
20;1;16.9500007629;11.0;6;22.0;2;21.9854393005;12.5;3;30.7909274101;
21;1;16.9500007629;11.0;6;22.0;2;23.1240615845;12.5;3;31.2663087845;
22;1;16.9500007629;11.0;7;22.0;2;23.3798923492;12.5;3;31.7509255409;
23;1;16.9500007629;11.0;7;22.0;2;23.5252780914;12.5;3;32.2403049469;
24;1;16.9500007629;11.0;7;22.0;2;23.6720924377;12.5;2;32.7297272682;
25;1;16.9500007629;11.0;7;22.0;2;23.8189182281;12.5;1;33.2144021988;
26;1;16.9500007629;11.0;8;22.0;2;23.9643211365;12.5;1;33.6896543503;
27;1;16.9500007629;11.0;8;22.0;2;24.1068954468;12.5;1;34.1511049271;
28;1;16.9500007629;11.0;8;22.0;2;24.2453308105;12.5;1;34.5948324203;
29;1;16.9500007629;11.0;8;22.0;2;24.3784484863;12.5;1;35.0175008774;
30;2;16.9500007629;11.0;7;22.0;2;24.5052490234;12.5;1;35.4164476395;
31;2;16.9500007629;11.0;7;22.0;2;24.6249351501;12.5;1;35.7897262573;
32;2;16.9500007629;11.0;7;22.0;2;24.7369174957;12.5;1;36.1361055374;
33;2;14.9500007629;12.0;7;22.0;2;24.8408317566;12.5;1;36.455031395;
34;2;13.9500007629;13.0;6;22.0;2;24.9365081787;12.5;1;36.7465581894;
35;2;12.9500007629;14.0;6;22.0;2;25.0239677429;12.5;1;37.0112600327;
36;2;12.0;15.0;6;22.0;2;25.1033782959;12.5;2;37.2501325607;
37;2;12.0;16.0;6;22.0;2;25.1750392914;12.5;3;37.4644937515;
38;2;12.0;17.0;6;22.0;2;25.2393493652;12.5;3;37.6558866501;
39;2;12.0;18.0;6;22.0;2;25.2967662811;12.5;3;37.8259963989;
40;2;12.0;19.0;7;22.0;2;25.3477993011;12.5;4;37.9765739441;
41;2;12.0;20.0;7;22.0;2;25.3929710388;14.5;3;38.0;
42;2;12.0;21.0;7;22.0;4;24.2600002289;16.5;1;53.0;
43;2;12.0;22.0;8;22.0;4;25.2600002289;19.5;1;53.75;
44;2;12.0;23.0;8;22.0;4;26.2600002289;22.5;1;54.4193744659;
45;2;12.0;24.0;9;22.0;4;25.2600002289;25.5;1;55.0072898865;
46;2;12.0;25.0;8;22.0;4;25.2600002289;26.7992706299;2;55.5162696838;
47;2;12.0;26.0;9;22.0;4;25.2600002289;27.7483730316;2;55.9513263702;
48;2;12.0;27.0;10;22.0;4;25.2600002289;28.7048683167;2;56.3190898895;
49;2;12.0;28.0;12;22.0;4;25.2600002289;29.6680908203;2;56.6270179749;
50;2;12.0;29.0;12;22.0;4;25.5100002289;30.637298584;2;56.8827629089;
51;2;12.0;30.0;13;22.0;4;26.5100002289;31.6117229462;2;57.0;
52;2;13.0;28.0;13;22.0;4;27.5100002289;32.5999984741;2;58.0;
53;2;12.0;29.0;14;22.0;4;29.0599994659;34.5999984741;2;58.0900000334;
54;2;12.0;30.0;14;22.0;4;30.0599994659;36.5999984741;2;58.1871190071;
