Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;2;7.0;12.6999998093;5;18.0;1;7.0;11.0;5;20.0;
3;2;7.7000002861;11.3000001907;5;18.0674999952;1;8.0;10.0;5;20.0;
4;2;7.71012496948;10.3000001907;5;18.1388356686;1;9.0;10.0;5;20.0;
5;2;7.72082567215;9.30000019073;5;18.2141259909;1;9.0;10.0;5;20.0;
6;2;8.82317829132;8.5;5;18.293479681;1;10.0;10.0;5;20.0;
7;2;9.1160326004;8.5;2;18.3769934177;1;11.0;10.0;5;20.0;
8;2;9.13482284546;8.5;2;18.8185193539;1;11.0;10.0;4;20.3999996185;
9;2;9.234167099;8.67000007629;2;19.2138732672;1;11.1199998856;10.1999998093;4;20.7264003754;
10;2;9.32312107086;8.81392192841;2;19.5693782568;1;11.2179203033;10.3632001877;4;20.9903717041;
11;2;9.40311050415;8.93486309052;2;20.6569644213;2;11.2971115112;10.6951856613;3;23.0419120789;
12;2;9.64781665802;9.39324569702;2;21.6333289146;2;11.9125738144;11.0209560394;3;23.9543504715;
13;2;9.86749839783;9.78903102875;2;22.502530098;2;13.9125738144;11.4571752548;4;24.7025904655;
14;2;11.7342271805;10.1240053177;2;23.273829937;2;15.9125738144;11.8107032776;4;25.3068172932;
15;2;13.7342271805;10.4026165009;2;23.959577322;2;16.949640274;12.0916318893;4;25.789717555;
16;2;15.7342271805;10.6309299469;2;24.5733425617;2;17.9627056122;12.3113050461;4;26.1736010313;
17;2;16.8888931274;10.8157100677;2;25.1285128593;2;18.9761257172;12.4808797836;4;26.2577478886;
18;2;17.9471969604;10.9637317657;2;25.4747054577;2;19.9898986816;12.5;4;26.3048160076;
19;2;19.0087680817;11.0;2;25.7622475624;2;21.0040187836;12.5;4;26.3530313969;
20;2;19.7965068817;11.0;1;26.062766552;2;21.9059104919;12.5;5;26.4023760557;
21;2;18.9500007629;12.0;1;26.3750810623;2;21.9207134247;12.5;4;26.4528282881;
22;2;18.9500007629;13.0;2;26.6977396011;3;21.9358482361;12.5;3;26.5043625832;
23;2;19.9500007629;11.0;3;27.0290365219;3;21.9513092041;12.5;3;26.5569496155;
24;2;18.9500007629;12.0;3;27.3670363426;3;21.9670848846;12.5;3;26.6105561256;
25;2;18.9500007629;13.0;4;27.7096123695;3;21.9831676483;12.5;3;26.6651450396;
26;2;18.9500007629;13.8548059464;4;28.0544948578;3;21.9995441437;12.5;3;26.72067523;
27;2;18.9500007629;14.0272474289;4;28.3993287086;3;22.0162029266;12.5;5;26.7771017551;
28;2;18.9500007629;14.1996641159;4;28.7417359352;4;22.0331306458;12.5;4;26.8343759775;
29;2;18.9500007629;14.3708677292;4;29.0793800354;4;22.0503120422;12.5;4;26.8924454451;
30;2;16.9500007629;16.3708686829;4;29.4100308418;4;22.0677337646;12.5;4;26.9512542486;
31;2;15.9500007629;18.3708686829;4;29.7316241264;4;21.5;13.4756269455;4;27.0107431412;
32;2;14.9500007629;20.3708686829;4;30.042309761;4;21.5;13.5053710938;4;27.0708494186;
33;2;14.0;22.238079071;4;30.3404941559;4;22.1212539673;12.5;4;28.1315076351;
34;2;14.0;23.506444931;4;30.6248636246;4;22.5;14.0;4;28.2426497936;
35;2;14.0;24.7623767853;5;30.894402504;4;23.5;13.5963249207;5;28.356180191;
36;2;14.0;26.0049629211;5;31.14839077;4;23.5;14.1780900955;5;28.4720510244;
37;2;14.0;27.2335510254;5;31.3863964081;4;22.5416145325;13.5;5;28.590207696;
38;2;14.0;28.4477577209;5;31.608253479;4;23.2134780884;13.10597229;5;28.7105879784;
39;2;14.0;29.6474266052;6;31.8140382767;4;23.5;14.1349868774;5;28.8331227303;
40;2;14.0;30.8326339722;6;32.0040340424;4;22.649936676;13.5;6;28.9577351809;
41;2;14.0;32.0036315918;9;32.1787014008;4;22.5;14.1960773468;6;29.0843406916;
42;2;14.0;33.1608314514;9;32.3386392593;4;23.9368915558;13.8140182495;6;29.2128466368;
43;2;15.0;31.304775238;10;32.4845542908;4;24.7638549805;16.8140182495;6;29.3431533575;
44;2;15.0;30.304775238;11;32.6172304153;4;24.8029460907;19.8140182495;7;29.4751529694;
45;2;16.0;30.304775238;11;32.7374992371;4;24.8425445557;22.8140182495;8;29.6087296009;
46;2;16.4159374237;30.304775238;11;32.75;4;24.8826179504;25.5;8;29.7437598705;
47;2;15.4159374237;29.304775238;10;32.75;4;24.9231281281;27.5;9;29.8801128864;
48;2;16.0;29.304775238;10;32.75;4;24.9640350342;27.5;9;30.0176502466;
49;2;17.0;29.304775238;10;32.75;4;25.0052947998;27.5;10;30.156226635;
50;3;18.0;29.304775238;7;52.75;4;24.1117744446;28.5;9;30.2956895828;
51;3;19.9500007629;28.6749992371;8;53.9500007629;5;23.5;30.0878353119;9;30.435880661;
52;3;20.9500007629;27.6749992371;8;54.9675998688;5;23.5;27.5;9;30.5766351223;
53;3;21.9500007629;28.6749992371;8;55.8079586029;5;23.5;29.5;9;30.7177834511;
54;3;22.9500007629;29.6749992371;8;56.486333847;5;23.5;30.3588924408;9;30.859151125;
55;3;23.9500007629;31.6749992371;9;57.023645401;5;23.5;30.4295768738;9;31.0005595684;
56;3;24.9500007629;33.6749992371;12;57.4426937103;5;25.2631721497;27.5;10;31.1418273449;
57;3;25.9500007629;35.6749992371;12;57.75;6;23.5;29.5;9;32.2827708721;
58;3;26.5750007629;35.6749992371;12;57.75;6;24.5;30.2811508179;9;32.4532046318;
59;3;26.5750007629;35.6749992371;12;57.75;6;26.5;30.5;10;32.6235342026;
60;3;26.5750007629;35.6749992371;12;57.75;6;26.5990867615;31.9496612549;10;32.7935678959;
61;3;26.5750007629;35.6749992371;12;57.75;6;27.5105400085;31.5;10;32.9631142616;
62;3;26.5750007629;35.6749992371;13;57.75;6;25.5;34.5;10;33.1319838762;
