Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;9.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;10.0;10.0;6;20.0;
7;1;8.82499980927;8.5;5;17.0;1;11.0;10.0;6;20.0;
8;1;8.82499980927;8.5;5;17.0;1;11.0;10.0;6;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;1;11.1199998856;10.1999998093;6;20.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;1;11.2179203033;10.3632001877;6;20.9903717041;
11;1;8.96626472473;8.81392192841;5;17.869726181;1;11.2971115112;10.4951858521;6;22.0419120789;
12;1;9.02068901062;8.93486309052;5;18.786491394;1;11.6125736237;11.0209560394;6;22.9143505096;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;13.6125736237;11.6571750641;5;24.6214065552;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;15.6125736237;11.8107032776;5;25.2132637501;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;16.5639801025;12.0916318893;5;25.6832010746;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;16.7049598694;12.3113050461;4;26.0535256863;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;16.8160572052;12.4808797836;4;26.1235172749;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;16.8370552063;12.5;4;26.1558350325;
19;1;16.0206890106;10.9637317657;6;22.0;2;18.8352775574;12.5;3;26.1887089014;
20;1;16.9500007629;11.0;7;22.0;2;19.8451404572;12.5;3;26.2221269608;
21;1;16.9500007629;11.0;7;22.0;2;20.8551654816;12.5;4;26.2560760975;
22;1;16.9500007629;11.0;7;22.0;2;21.8653507233;12.5;5;26.2905418873;
23;1;16.9500007629;11.0;7;22.0;2;21.8871631622;12.5;5;26.3255085945;
24;1;16.9500007629;11.0;7;22.0;2;21.8976516724;12.5;6;26.3609591722;
25;1;16.9500007629;11.0;8;22.0;2;21.9082870483;12.5;6;26.3968753815;
26;1;16.9500007629;11.0;8;22.0;3;21.9190635681;12.5;5;26.4332377911;
27;1;16.9500007629;11.0;8;22.0;3;21.5;12.5;5;26.4700255394;
28;1;16.9500007629;11.0;8;22.0;3;21.5;13.2350130081;5;26.5072168112;
29;1;16.9500007629;11.0;8;22.0;3;21.9521656036;12.5;5;26.5447884798;
30;1;16.9500007629;11.0;8;22.0;3;21.9634361267;12.5;5;26.5827163458;
31;1;16.9500007629;11.0;8;22.0;3;21.5;13.2913579941;5;26.6209751368;
32;1;16.9500007629;11.0;8;22.0;3;21.9862918854;12.5;5;26.6595385075;
33;1;14.9500007629;12.0;8;22.0;3;21.9978618622;12.5;5;26.6983793974;
34;1;13.9500007629;13.0;8;22.0;3;22.009513855;12.5;5;26.7374696732;
35;1;12.9500007629;14.0;8;22.0;3;22.0212402344;12.5;5;26.7767804861;
36;1;12.0;15.0;8;22.0;3;21.5;13.3883905411;5;26.8162822723;
37;1;12.0;16.0;8;22.0;3;22.044883728;12.5;5;26.8559447527;
38;1;12.0;17.0;8;22.0;3;22.0567836761;12.5;5;26.8957372904;
39;1;12.0;18.0;9;22.0;3;22.0687217712;12.5;5;26.9356285334;
40;1;12.0;19.0;9;22.0;3;21.5;13.4678144455;5;26.9755871296;
41;1;12.0;20.0;9;22.0;3;22.0926761627;12.5;6;27.015581131;
42;1;12.0;21.0;10;22.0;3;22.104675293;12.5;6;27.0555787086;
43;1;12.0;22.0;10;22.0;3;21.5;13.5;6;27.0955479145;
44;1;12.0;23.0;10;22.0;3;22.1286640167;15.5;6;27.135456562;
45;1;12.0;24.0;10;22.0;3;22.1406364441;17.5;6;27.17527318;
46;1;12.0;25.0;10;22.0;3;22.1525821686;19.5;5;27.2149660587;
47;1;12.0;26.0;10;22.0;3;22.1644897461;21.5;5;28.2545039654;
48;1;12.0;27.0;11;22.0;3;22.5;24.5;5;28.3238561153;
49;1;12.0;28.0;12;22.0;4;23.3693408966;24.5;3;38.3935835361;
50;1;12.0;29.0;12;22.0;4;24.666267395;26.5;4;38.8636493683;
51;1;12.0;30.0;13;22.0;4;25.6851844788;28.5;4;39.3084177971;
52;1;13.0;28.0;13;22.0;4;26.7041854858;30.5;4;39.7265893221;
53;1;12.0;29.0;14;22.0;4;27.0620746613;32.3878059387;5;40.1175447702;
54;1;12.0;30.0;14;22.0;4;27.9958934784;31.9026031494;6;40.4812767506;
55;1;13.0;28.0;15;22.0;4;27.3903121948;32.8887062073;7;40.8183000088;
56;1;12.0;29.0;16;22.0;5;28.1417770386;31.87774086;6;41.1295564175;
57;1;12.0;30.0;16;22.0;5;27.5041103363;31.869600296;6;41.4163138866;
58;1;13.0;28.0;16;22.0;5;27.5525684357;32.8641471863;6;41.6800690889;
59;1;12.0;29.0;17;22.0;5;28.3169898987;31.8612213135;6;41.9224627018;
60;1;12.0;30.0;17;22.0;5;27.6343154907;32.8606452942;6;42.1452069283;
61;1;12.0;31.0;17;22.0;6;28.0553474426;32.4640007019;5;57.2459499836;
62;1;12.0;32.0;17;22.0;6;29.4244995117;32.8762130737;7;59.0671206713;
63;1;12.0;33.0;18;22.0;6;31.4336738586;34.893321991;8;59.8475073576;
64;1;12.0;34.0;19;22.0;6;31.6749992371;37.9106025696;8;60.5474222898;
65;1;12.0;35.0;20;22.0;6;32.1023330688;38.2000007629;8;61.1693526506;
66;1;13.0;33.0;20;22.0;6;32.112663269;40.2000007629;9;61.7182718515;
67;1;12.0;34.0;20;22.0;6;31.6749992371;42.9633865356;9;62.2007687092;
68;1;12.0;35.0;21;22.0;6;31.6749992371;45.5871772766;9;64.3215723038;
69;1;13.0;33.0;20;22.0;6;32.0035018921;46.1220397949;9;66.0932719707;
70;1;12.0;34.0;22;22.0;6;33.5897712708;46.7185707092;8;67.5611652136;
71;2;12.0;35.0;22;22.0;6;32.4723472595;47.3178253174;8;68.7740597725;
72;2;13.0;33.0;23;22.0;6;33.1531906128;50.2781906128;9;69.6011759043;
73;3;12.0;34.0;23;36.0;5;28.9364624023;46.7972373962;10;56.0502179861;
74;3;14.0;33.0;22;35.8999996185;6;28.3999996185;48.7818450928;9;56.2557940483;
75;3;16.0;33.0;22;35.8099994659;6;26.3999996185;50.8543510437;9;56.464106679;
76;3;18.0;33.0;23;35.7289991379;6;25.3999996185;52.9286766052;10;56.6749857664;
77;3;20.0;33.0;23;35.6560993195;6;24.3999996185;55.0047645569;10;56.8882436752;
78;3;21.9500007629;33.0;23;36.5904893875;6;25.3999996185;57.9286766052;11;57.1036748886;
79;3;23.0078620911;33.0;24;36.5614407063;6;26.3999996185;59.5286750793;12;57.3210558891;
