Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.0;4;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.0;4;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;4;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;9.0;10.0;4;20.0;
6;1;8.55000019073;8.5;5;17.0;1;10.0;10.0;4;20.0;
7;1;8.82499980927;8.5;5;17.0;2;11.0;10.1999998093;3;21.0;
8;1;8.82499980927;8.5;5;17.0;2;11.3000001907;10.0;3;21.4999996424;
9;1;8.82499980927;8.5;5;17.3400001526;2;11.4499998093;10.1999998093;3;21.9353003502;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;11.5805902481;10.3632001877;3;22.3176362514;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;11.6952905655;10.4951858521;3;23.5373773575;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;12.0612134933;11.0209560394;3;24.5968167782;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;14.0612134933;11.4571752548;3;25.5111111403;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;16.0612125397;11.8107032776;3;26.3018171787;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;16.8905448914;12.0916318893;3;26.9928781986;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;17.097864151;12.3113050461;3;27.6076834202;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;17.2823047638;12.4808797836;3;27.9463441372;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;19.2706871033;12.5;4;28.2720229626;
19;1;16.0206890106;10.9637317657;6;22.0;2;20.368391037;12.5;5;28.6230447292;
20;1;16.9500007629;11.0;6;22.0;3;21.4736976624;12.5;4;28.9990065098;
21;1;16.9500007629;11.0;6;22.0;3;21.3867835999;13.5;5;29.3989467621;
22;1;16.9500007629;11.0;7;22.0;3;22.5;12.5;5;29.8212919235;
23;1;16.9500007629;11.0;8;22.0;3;22.9463882446;12.5;5;30.2638244629;
24;1;16.9500007629;11.0;8;22.0;3;23.0791473389;12.5;5;30.7236814499;
25;1;14.9500007629;12.0;8;22.0;3;23.2171039581;12.5;5;31.19739151;
26;1;13.9500007629;13.0;9;22.0;4;22.4232959747;12.5;4;44.430949688;
