Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;9.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;3;17.0;1;9.0;10.0;5;20.0;
6;1;8.55000019073;8.5;3;17.0;1;10.0;10.0;5;20.0;
7;1;8.82499980927;8.5;3;17.0;1;11.0;10.0;5;20.0;
8;1;8.82499980927;8.5;3;17.0;1;11.0;10.0;5;20.3999996185;
9;1;8.82499980927;8.5;3;17.3400001526;1;11.1199998856;10.1999998093;4;20.7264003754;
10;1;8.9015007019;8.67000007629;3;17.6278438568;1;11.2179203033;10.3632001877;4;20.9903717041;
11;1;8.96626472473;8.81392192841;3;17.869726181;1;11.2971115112;10.4951858521;4;22.0419120789;
12;1;9.02068901062;8.93486309052;3;18.786491394;1;11.6125736237;11.0209560394;5;22.9143505096;
13;1;9.22696018219;9.39324569702;3;19.5780620575;1;13.2971115112;11.4571752548;5;23.6214065552;
14;1;11.0206890106;9.78903102875;3;20.2480106354;1;14.2971115112;11.8107032776;5;24.1832637787;
15;1;12.0206890106;10.1240053177;3;20.8052330017;1;15.2971115112;12.0916318893;5;24.6226100922;
16;1;13.0206890106;10.4026165009;3;21.2618598938;1;16.2971115112;12.3113050461;5;24.9617595673;
17;1;14.0206890106;10.6309299469;4;21.6314201355;1;17.2971115112;12.4808797836;4;25.0;
18;1;15.0206890106;10.8157100677;5;21.9274635315;1;18.2971115112;12.5;4;25.0;
19;1;16.0206890106;10.9637317657;6;22.0;1;19.2971115112;12.5;5;25.0;
20;1;16.9500007629;11.0;6;22.0;1;19.5;12.5;5;25.0;
21;1;16.9500007629;11.0;7;22.0;2;20.5;12.8000001907;4;26.0;
22;1;16.9500007629;11.0;7;22.0;2;21.5;12.5;4;26.0399999619;
23;2;16.9500007629;11.0;6;22.0;2;21.8120002747;12.5;4;26.0811839104;
24;2;16.9500007629;11.0;7;22.0;2;21.8243560791;12.5;4;26.1235535145;
25;2;16.9500007629;11.0;7;22.0;3;21.8370666504;12.5;3;26.1671074629;
26;2;16.9500007629;11.0;7;22.0;3;21.8501319885;12.5;3;26.211841464;
27;2;16.9500007629;11.0;7;22.0;3;21.8635520935;12.5;5;26.2577478886;
28;2;16.9500007629;11.0;7;22.0;3;21.5;13.1288738251;5;26.3048160076;
29;2;16.9500007629;11.0;7;22.0;3;21.5;13.1524076462;5;26.3530313969;
30;2;14.9500007629;12.0;7;22.0;3;19.9059104919;13.5;5;26.4023760557;
31;2;13.9500007629;13.0;7;22.0;3;18.9207134247;14.5;5;26.4528282881;
32;2;12.9500007629;14.0;9;22.0;3;17.5;16.2264137268;5;26.5043625832;
33;2;12.0;15.0;9;22.0;3;16.5;17.2521820068;7;26.5569496155;
34;2;12.0;16.0;9;22.0;3;15.5;18.2784748077;7;26.6105561256;
35;2;12.0;17.0;9;22.0;3;14.5;19.3052787781;8;26.6651450396;
36;2;12.0;18.0;10;22.0;3;14.0;20.332572937;8;26.72067523;
37;2;12.0;19.0;11;22.0;3;14.0;21.3603382111;8;26.7771017551;
38;2;12.0;20.0;11;22.0;3;14.0;22.388551712;8;26.8343759775;
39;2;12.0;21.0;11;22.0;3;14.0;23.4171886444;8;26.8924454451;
40;2;12.0;22.0;11;22.0;3;14.0;24.4462223053;9;26.9512542486;
41;2;12.0;23.0;11;22.0;3;14.0;25.4756278992;10;27.0107431412;
42;2;12.0;24.0;11;22.0;3;15.0;23.5053710938;10;27.0708494186;
43;3;12.0;25.0;9;42.0;3;14.0;24.5354251862;10;27.1315076351;
44;3;13.0;26.0;9;43.2000007629;3;14.0;25.5657539368;11;27.1926498413;
45;3;14.0;27.0;10;44.2175998688;3;15.0;23.5963249207;12;27.2542052269;
46;3;15.0;28.0;10;45.0579586029;3;14.0;24.6271018982;14;27.3161010742;
47;3;16.0;29.0;11;45.736333847;3;14.0;25.6580505371;14;27.3782629967;
