Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.0;4;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;3;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;9.0;10.0;3;20.0;
6;1;8.55000019073;8.5;5;17.0;1;10.0;10.0;3;20.0;
7;1;8.82499980927;8.5;5;17.0;1;11.0;10.0;3;20.0;
8;1;8.82499980927;8.5;5;17.0;1;11.0;10.0;2;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;1;11.1199998856;10.1999998093;2;20.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;11.2179203033;10.5631999969;1;21.9903717041;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;11.597111702;10.4951858521;1;23.0619120598;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;11.9185733795;11.0209560394;1;23.9545464516;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;13.9185733795;11.4571752548;2;24.6819883585;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;15.9185733795;11.8107032776;2;25.2644146681;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;16.9369182587;12.0916318893;2;25.7245066166;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;17.9431419373;12.3113050461;2;26.0845712423;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;18.6125736237;12.4808797836;2;26.1438889503;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;19.6125736237;12.5;2;26.1651208401;
19;1;16.0206890106;10.9637317657;6;22.0;2;20.6125736237;12.5;2;26.1864993572;
20;1;16.9500007629;11.0;6;22.0;2;21.5;12.5;3;26.2080165148;
21;1;16.9500007629;11.0;6;22.0;2;21.5;12.5;2;26.2296639681;
22;1;16.9500007629;11.0;7;22.0;3;21.5;12.5;1;26.2514331341;
23;1;16.9500007629;11.0;8;22.0;3;21.8754291534;12.5;1;26.2733153105;
24;1;16.9500007629;11.0;8;22.0;3;21.8819942474;12.5;1;26.2953014374;
25;1;16.9500007629;11.0;8;22.0;3;21.888589859;12.5;2;26.3173824549;
26;1;16.9500007629;11.0;8;22.0;3;21.8952140808;12.5;2;26.3395489454;
27;1;16.9500007629;11.0;8;22.0;3;21.9018650055;12.5;2;26.3617914915;
28;1;16.9500007629;11.0;8;22.0;3;21.5;13.1808958054;2;26.3841004372;
29;1;16.9500007629;11.0;7;22.0;3;21.5;13.1920499802;2;26.4064661264;
30;1;16.9500007629;11.0;7;22.0;4;19.9219398499;13.5;1;27.428878665;
31;1;14.9500007629;12.0;8;22.0;4;19.9286632538;14.5;1;27.4813280106;
32;1;13.9500007629;13.0;8;22.0;4;19.9353981018;15.5;1;27.5343953371;
33;1;12.9500007629;14.0;8;22.0;4;19.2603168488;16.5;1;27.5880635977;
34;1;12.0;15.0;10;22.0;4;18.2764186859;17.5;1;27.6423146725;
35;1;12.0;16.0;10;22.0;4;17.2926940918;18.5;1;27.6971288919;
36;1;12.0;17.0;10;22.0;4;16.8091392517;19.5;1;27.7524857521;
37;1;12.0;18.0;11;22.0;4;16.8257465363;20.5;1;27.80836308;
38;1;12.0;19.0;11;22.0;4;16.842508316;21.5;1;27.8647378683;
39;1;12.0;20.0;12;22.0;4;16.8594226837;22.5;1;27.9215855598;
40;2;12.0;21.0;10;31.6568536758;4;16.8764762878;23.5;1;27.9788805246;
41;2;13.0;23.0;10;32.0762653351;4;16.8936634064;24.5;2;28.0365958214;
42;2;14.0;25.0;10;32.4716310501;4;17.9109783173;22.5;2;28.0947035551;
43;2;14.0;27.0;11;32.8411092758;4;16.9284114838;23.5;2;28.1531746387;
44;2;14.0;29.0;11;33.1835680008;4;16.9459533691;24.5;3;28.2119786739;
45;2;14.0;31.0;11;33.4985456467;5;17.9635925293;22.5;2;28.271084547;
46;2;14.0;33.0;12;33.7861766815;5;19.9813251495;24.5;1;29.3304599524;
47;3;14.0;35.0;11;34.0471019745;5;21.9991378784;26.5;1;29.440071702;
48;4;14.0;37.0;9;44.2823696136;5;23.3320217133;28.5;2;29.5518608093;
49;4;15.0;38.59765625;10;44.8933353424;5;23.8168849945;30.5;3;29.66581738;
50;4;17.0;36.7453346252;10;45.4559679031;5;25.3997440338;32.5;3;29.7819256783;
51;4;17.0;37.8770980835;13;45.9707050323;5;26.0709953308;33.10597229;3;29.9001636505;
52;4;18.0;38.9941368103;13;46.4387207031;5;26.589056015;33.1349868774;4;30.0205022097;
53;4;19.5744571686;37.0976791382;13;46.7347183228;5;26.6071376801;33.1650238037;5;30.1429051161;
54;5;19.6403121948;39.0;12;48.0005426407;5;26.6252231598;33.1960792542;5;30.2673283815;
55;5;21.7001228333;37.0999984741;13;48.3154881001;5;26.6433067322;33.2281532288;5;30.3937199116;
56;5;23.7541103363;36.0999984741;13;48.6106798649;5;26.5254631042;33.4877548218;6;30.5220191479;
57;5;25.7275695801;36.0999984741;13;48.8878394365;5;26.5759162903;33.4678153992;7;30.6363675594;
58;5;26.7708435059;37.0;14;49.1488204002;5;26.5909099579;33.5;7;30.7484264374;
59;6;27.8093147278;38.0;14;49.395532608;6;26.6245288849;33.5;6;30.8623671532;
60;7;28.7933731079;39.0;13;49.5258028507;6;26.6587085724;33.5;8;30.9780988693;
61;7;28.7999992371;39.0;13;49.6322153807;6;26.7286643982;33.4412765503;8;31.0955206156;
62;7;28.7999992371;38.4689941406;15;49.7443124056;6;26.7286548615;33.5;8;31.2145226002;
63;7;29.1924705505;36.0;14;49.8621526957;6;26.7643566132;33.5;10;31.3349850178;
64;7;28.7999992371;36.0;14;49.9857594967;6;26.8004951477;33.5;10;31.4567792416;
65;7;28.7999992371;35.7871856689;15;51.1151165962;6;26.7606830597;33.5;10;31.579767704;
66;7;29.7999992371;35.9036026001;17;51.3801642656;6;26.8739299774;33.5;9;32.7038049698;
67;7;31.3062858582;34.0;17;53.2012308836;6;27.1998977661;35.5;10;32.8587372303;
68;7;31.1352519989;35.5499992371;18;54.8103303909;7;28.2115650177;36.728427887;9;33.0149953365;
69;8;31.4165859222;38.0004501343;17;56.2284333706;7;28.9863204956;36.5;10;33.1724050045;
70;8;31.6484241486;39.9157485962;17;57.4837449789;7;28.2346439362;38.5;9;34.4451467991;
71;9;31.8368453979;40.3932342529;13;58.606713295;7;28.6398258209;40.0;10;35.505079031;
72;9;31.9884738922;40.8149261475;13;59.5788362026;7;28.806137085;40.9791412354;9;36.3862549067;
73;9;32.0989761353;41.1692123413;14;60.2734315395;7;29.1580123901;41.2989196777;10;37.1240715981;
74;9;32.139755249;41.3903808594;14;60.8647506237;7;30.1563644409;40.5445022583;10;37.6030150652;
75;9;33.0546646118;39.3903808594;15;61.4425430298;7;28.3999996185;42.6584396362;12;37.9063409567;
