Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;10.0;6;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;9.0;10.0;6;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;9.0;10.0;6;20.0;
6;1;8.55000019073;8.5;4;17.0;1;10.0;10.0;6;20.0;
7;1;8.82499980927;8.5;4;17.0;2;11.0;10.3999996185;5;21.0;
8;1;8.82499980927;8.5;4;17.0;2;11.3000001907;10.0;5;21.4899996519;
9;1;8.82499980927;8.5;4;17.3400001526;2;11.4469995499;10.1999998093;5;21.9135193825;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;11.5740556717;10.3632001877;5;22.282110095;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;11.684633255;10.4951858521;5;23.4978079796;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;12.0493421555;11.0209560394;5;24.5528755188;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;14.0493421555;11.4571752548;5;25.4624774456;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;16.0493431091;11.8107032776;5;26.2481892109;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;16.8744564056;12.0916318893;5;26.9339859486;
16;2;14.0206890106;10.8026161194;3;22.2618598938;2;17.0801963806;12.3113050461;5;27.5433034897;
17;2;16.0206890106;11.0309295654;3;22.7064201832;2;17.2629909515;12.4808797836;5;27.876316309;
18;2;17.2625637054;10.8157100677;3;23.0822823048;2;18.3867835999;13.5;5;28.1962685585;
19;2;18.2805233002;10.9637317657;5;23.2396422625;2;19.3867835999;13.7785072327;5;28.5415847301;
20;3;19.2289199829;11.0;4;23.32964468;2;21.3867835999;12.5;5;28.9119784832;
21;3;19.2491703033;11.0;4;23.4249849319;2;22.560377121;12.5;7;29.3066196442;
22;3;18.9500007629;11.7124919891;5;23.5258028507;2;22.7919864655;12.5;7;29.7240767479;
23;3;18.9500007629;11.7629013062;5;23.6322153807;2;22.9172229767;12.5;6;30.1622786522;
24;3;19.3172492981;11.0;5;23.7443124056;2;23.0486831665;12.5;6;30.6185064316;
25;3;17.3424720764;12.0;5;23.8621526957;3;23.185552597;12.5;5;31.0894212723;
26;3;16.3689842224;13.0;6;23.9857594967;3;21.5;13.5;6;31.5711297989;
27;3;15.3967971802;14.0;6;24.1151165962;3;21.5;14.5;7;32.0592904091;
28;3;14.47590065;15.0;6;24.2501642704;3;21.5;15.5;7;32.5492553711;
29;3;14.5062866211;16.0;6;24.3907959461;3;21.5;16.5;7;33.0362386703;
30;3;14.5379295349;17.0;6;24.5368545055;3;21.5;17.5;7;33.5155010223;
31;3;14.5707921982;18.0;6;24.6881308556;3;21.5;18.460849762;7;33.9825334549;
32;3;14.6048297882;19.0;6;24.8443615437;3;19.5;17.460849762;7;35.4332294464;
33;3;14.6399812698;20.0;6;25.005228281;3;19.5;17.460849762;9;35.8840231895;
34;3;14.6761760712;21.0;6;25.1703586578;4;19.5;17.460849762;7;56.31219244;
35;3;14.7133312225;22.0;6;25.3393273354;4;19.5;17.9393405914;8;57.9155193567;
36;3;14.7513484955;23.0;6;25.5116591454;4;19.5;17.9878673553;9;59.3101023436;
37;3;14.7901229858;24.0;6;25.6868326664;4;19.5;18.9973297119;8;60.5002968311;
38;3;14.8295373917;25.0;6;25.8642861843;4;20.0;20.0068721771;9;61.5011924505;
39;3;14.8694648743;26.0;6;26.0434236526;4;21.0;21.0164928436;9;62.3340954781;
40;3;14.9097709656;27.0;8;26.2236218452;4;22.0;22.0261898041;9;63.0226495266;
41;3;14.9503154755;28.0;9;26.4042396545;4;23.0;23.0359554291;9;63.5745790005;
42;3;14.9909534454;29.0;9;26.5846266747;4;24.0;24.0457897186;9;63.7957822084;
43;3;15.0315408707;30.0;10;26.7641320229;4;26.0;22.0556869507;9;63.995198369;
44;3;16.0719299316;28.0;10;26.9421138763;4;28.3320083618;24.0556869507;10;64.1745536327;
