Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;9.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;10.0;10.0;6;20.0;
7;1;8.82499980927;8.5;5;17.0;1;11.0;10.0;6;20.0;
8;1;8.82499980927;8.5;5;17.0;1;11.0;10.0;6;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;1;11.1199998856;10.1999998093;6;20.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;11.2179203033;10.5631999969;5;21.9903717041;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;11.2971115112;10.4951858521;5;23.1519120932;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;11.6125736237;11.0209560394;5;25.0269052982;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;13.6125736237;11.8980131149;5;26.6357594728;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;15.6125736237;12.6361627579;5;27.9755756855;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;16.6125736237;13.2335596085;5;29.0688869953;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;17.2206497192;13.7010850906;5;29.9529761076;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;17.4342098236;14.0570163727;5;30.6700541973;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;17.5932769775;14.3221273422;5;31.2278568745;
19;1;16.0206890106;10.9637317657;6;22.0;2;19.4342098236;14.5;4;31.4455661774;
20;1;16.9500007629;11.0;6;22.0;2;20.4342098236;14.5;4;31.67922616;
21;1;16.9500007629;11.0;6;22.0;2;21.4342098236;14.5;6;31.9289507866;
22;1;16.9500007629;11.0;7;22.0;2;22.4342098236;14.5;6;32.1946372986;
23;1;16.9500007629;11.0;8;22.0;2;22.7000007629;14.5;5;32.4759366512;
24;1;16.9500007629;11.0;8;22.0;2;22.7000007629;14.5;5;32.7722277641;
25;1;14.9500007629;12.0;8;22.0;3;23.7000007629;14.5;6;33.0825982094;
26;1;13.9500007629;13.0;8;22.0;3;23.924779892;14.5;6;33.0058341026;
27;1;12.9500007629;14.0;8;22.0;3;23.9017505646;14.3000001907;7;32.9804196358;
28;1;12.0;15.0;8;22.0;3;22.4720001221;15.1199998856;7;33.0005550385;
29;1;12.0;16.0;8;22.0;3;22.3747997284;15.9580001831;7;33.0605754852;
30;1;12.0;17.0;10;22.0;3;23.2873191833;13.8122005463;7;33.1549568176;
31;1;12.0;18.0;10;22.0;3;23.9464874268;13.6809806824;7;33.2783317566;
32;1;12.0;19.0;10;22.0;3;22.1377296448;14.5628824234;7;33.4255232811;
33;1;12.0;20.0;10;22.0;3;23.0739555359;13.4565944672;7;34.5915799141;
34;1;12.0;21.0;11;22.0;3;23.0165615082;13.8609352112;7;34.9418281317;
35;1;12.0;22.0;11;22.0;3;23.9649047852;13.2748413086;7;36.4466508627;
36;1;12.0;23.0;11;22.0;4;23.4157485962;14.3831720352;3;57.7691766024;
37;1;12.0;24.0;11;22.0;4;26.0639629364;15.0808935165;3;60.1566317081;
38;1;12.0;25.0;11;22.0;4;28.2971496582;16.3397293091;3;61.4437892437;
39;1;12.0;26.0;12;22.0;4;28.5910701752;17.1557579041;3;62.6201033592;
40;1;12.0;27.0;12;22.0;4;28.6817817688;17.9901809692;3;63.6994929314;
41;1;12.0;28.0;13;22.0;4;29.7900524139;19.6165466309;3;64.7016503811;
42;1;12.0;29.0;13;22.0;4;30.915561676;22.5628166199;4;65.6478962898;
43;1;12.0;30.0;14;22.0;4;32.0579032898;25.5209121704;4;66.5426268578;
44;1;13.0;28.0;14;22.0;4;33.216506958;28.4901809692;5;67.1870918274;
45;1;12.0;29.0;14;22.0;4;31.3905143738;31.8799362183;6;67.8839769363;
46;2;12.0;30.0;14;37.0;4;30.5786743164;32.7919425964;6;68.6269235611;
47;2;14.0;28.0;14;37.75;4;29.7792682648;33.7127494812;6;69.407679081;
48;2;14.0;29.0;14;38.4193744659;4;30.9900741577;31.6414756775;6;70.216132164;
49;3;14.0;30.0;14;39.0072898865;4;28.168264389;31.5773277283;7;71.0405654907;
50;3;15.0;28.0;14;39.5162696838;4;27.492767334;32.5195960999;7;71.8643293381;
51;3;14.0;29.0;14;39.9513263702;4;26.4647064209;31.4676361084;9;72.5721712112;
52;3;14.0;30.0;16;40.3190898895;4;28.4394569397;31.4208717346;9;73.2680521011;
53;3;15.0;28.0;17;40.6270179749;4;30.3867301941;32.3787841797;9;73.9392690659;
54;3;14.0;29.0;17;40.8827629089;4;31.2136039734;33.3409042358;10;74.5749769211;
55;3;14.0;30.0;17;41.0;4;29.1951942444;35.3068161011;9;75.1666908264;
56;3;15.0;28.0;17;41.0;4;28.1951942444;33.3068161011;9;75.7085342407;
57;3;14.0;29.0;17;41.0;4;27.1951942444;32.2485198975;9;76.1972341537;
58;3;14.0;30.0;18;42.0;4;26.1951942444;31.2485198975;10;76.6318874359;
59;3;16.0;28.0;18;42.1599999666;4;25.8856811523;31.2013015747;10;77.013586998;
60;3;16.0;29.0;18;43.1037441492;4;24.8856811523;31.2013015747;10;77.3449630737;
61;3;17.0;29.0;18;43.9543485641;4;24.8856811523;31.1630554199;10;77.6297092438;
62;3;19.0;30.0;19;44.7247558832;4;23.8856811523;31.1630554199;14;77.8721599579;
63;3;21.0;31.0;19;45.4307162762;4;23.8856811523;32.1630554199;14;80.7654123306;
64;3;23.0;32.0;19;46.0889494419;4;24.0293998718;33.0630569458;14;83.1118545532;
65;3;24.9500007629;33.0;20;46.7157599926;4;23.0833244324;31.9850559235;15;84.986000061;
66;4;26.5110454559;32.0;19;47.1118502617;4;21.0833244324;34.0099220276;18;86.4670639038;
67;4;26.6001663208;31.0;19;47.2440295219;4;21.0833244324;31.9654254913;18;87.2685270309;
68;4;26.629907608;30.0;19;47.4509124756;5;24.0833244324;33.9473724365;18;88.6778411865;
69;4;26.6764564514;29.0;20;47.7297902107;6;26.2399997711;35.9473724365;17;88.9780130386;
70;5;27.7392024994;29.0;18;49.0769948959;6;25.2399997711;38.9473724365;18;89.0811839104;
71;5;28.8173236847;29.0;18;49.6276546717;6;25.0;39.9473724365;18;89.1235535145;
72;5;28.9097232819;29.0;19;50.2535156012;6;23.0;42.9473724365;18;89.1671074629;
73;6;29.0149898529;30.0;18;50.9486916065;6;22.0;44.9473724365;18;89.211841464;
74;6;29.1313896179;31.0;18;51.7059224844;6;20.0;43.9473724365;19;89.2577478886;
75;6;29.2568569183;31.0;17;52.5167382956;6;20.0;44.9473724365;20;89.3048160076;
76;6;29.3890590668;31.0;18;53.3717472553;6;20.0;46.9473724365;20;89.3530313969;
