Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;2;8.0;11.1999998093;4;21.0;
3;1;7.55000019073;11.3000001907;5;17.0;2;10.0;10.0;4;21.0599999428;
4;1;7.55000019073;10.3000001907;5;17.0;2;12.0;10.0;4;21.1229639053;
5;1;7.55000019073;9.30000019073;5;17.0;2;12.2245922089;10.0;4;21.1889609098;
6;1;8.55000019073;8.5;5;17.0;2;13.3566884995;10.0;4;21.2580518723;
7;1;8.82499980927;8.5;5;17.0;2;14.377415657;10.0;4;21.7428686619;
8;1;8.82499980927;8.5;5;17.0;2;14.522860527;10.1999998093;4;22.1586660147;
9;1;8.82499980927;8.5;5;17.3400001526;2;14.647600174;10.3632001877;4;23.3744058609;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;15.0123214722;10.9097137451;4;24.4179002047;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;15.3253698349;11.3658018112;4;25.3010519743;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;17.3253707886;11.7372808456;4;26.0431767702;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;19.3253707886;12.0336990356;5;26.6668455601;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;20.459777832;12.2662630081;5;27.194732666;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;21.5101394653;12.446267128;5;27.4794170856;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;22.5633049011;12.5;5;27.6658837795;
17;1;14.0206890106;10.6309299469;4;21.6314201355;2;23.6192455292;12.5;5;27.86140275;
18;1;15.0206890106;10.8157100677;4;21.9274635315;2;24.6779022217;12.5;5;28.0656666756;
19;1;16.0206890106;10.9637317657;4;22.0;2;24.5;13.4196996689;6;28.2782502174;
20;1;16.9500007629;11.0;5;22.0;2;24.5;13.4834747314;6;28.4986059666;
21;1;16.9500007629;11.0;5;22.0;2;24.5;13.5495815277;6;28.7260642052;
22;1;16.9500007629;11.0;5;22.0;3;25.5;12.5;5;28.9598350525;
23;1;16.9500007629;11.0;5;22.0;3;25.6879501343;12.5;5;29.1990156174;
24;1;16.9500007629;11.0;5;22.0;3;24.5;13.5;6;29.4425997734;
25;1;14.9500007629;12.0;5;22.0;4;24.5;14.5;5;29.6894927025;
26;1;13.9500007629;13.0;6;22.0;4;23.5;13.5;5;29.9385285378;
27;2;12.9500007629;14.0;5;22.0;4;22.9815597534;14.5;5;30.1884908676;
28;2;12.0;15.0;5;22.0;4;22.5;13.5;5;30.4381356239;
29;2;12.0;16.0;5;22.0;4;23.5;14.5;5;30.6862158775;
30;3;12.0;17.0;4;22.0;4;21.5;16.3431072235;5;31.9315071106;
31;3;12.0;18.0;4;22.0;4;21.5;17.9657535553;5;32.1928300858;
32;3;12.0;19.0;5;22.0;4;21.5;19.096414566;5;32.4492707253;
33;3;12.0;20.0;5;22.0;4;20.5;20.2246341705;5;32.6998015642;
34;3;12.0;21.0;5;22.0;4;19.5;21.3499011993;4;32.9435003996;
35;3;12.0;22.0;5;22.0;4;19.0;22.4717502594;4;33.1795628071;
36;3;12.0;23.0;5;22.0;4;19.0;23.5897827148;4;33.4073108435;
37;3;12.0;24.0;5;22.0;4;19.0;24.7036552429;4;33.6261987686;
38;3;12.0;25.0;4;22.0;4;19.0;25.8131008148;4;33.8358118534;
39;4;13.0;26.8999996185;5;23.0;4;19.0;26.9179058075;5;34.0358645916;
40;4;14.0;27.0;5;23.1074999571;4;20.0;29.9179058075;5;34.2261925936;
41;4;14.0;28.0;6;23.2253656387;4;20.0;29.9179077148;6;34.4067460299;
42;4;14.0;29.0;6;23.3543308973;4;21.0;30.9179077148;6;34.5775763988;
43;4;14.0;30.0;7;23.4951226711;4;22.0;31.9179077148;6;34.7388266325;
44;4;15.0;28.0;8;23.6484457254;4;23.0;32.9179077148;7;34.8907146454;
45;4;14.0;29.0;8;23.8149644136;4;24.0;32.4453582764;7;35.033526063;
46;4;14.0;30.0;10;23.9952818155;4;23.0;31.4563980103;8;35.1675957441;
47;4;15.0;28.0;10;24.1899158955;4;23.4018650055;30.797706604;8;35.2932986021;
48;4;14.0;29.0;10;24.399273634;5;22.0;30.478603363;7;35.3841004372;
49;4;14.0;30.0;10;24.6236231327;5;23.0;30.797706604;8;35.4064661264;
50;4;15.0;28.0;10;24.8630647659;5;24.0;32.5009384155;7;35.428878665;
51;5;14.0;29.0;8;42.3675034046;5;25.0;32.7144393921;8;35.4513280392;
52;5;16.0;28.0;9;43.4991209507;5;26.0;32.0;8;35.4738043547;
53;5;18.0;28.0;10;44.5317618847;5;26.5;32.0;8;35.4962974787;
54;5;19.0;28.0;9;45.4673507214;5;26.5;30.0;8;36.5187973976;
55;5;20.0;28.0;9;46.3121681213;5;27.5;30.0;8;36.5812938213;
56;5;20.9500007629;28.0;9;47.0751371384;5;28.5;32.0;10;36.6449607611;
57;5;20.9500007629;28.0;7;47.7663106918;5;28.5;34.0;12;36.7097896338;
58;5;20.9500007629;29.0;7;48.3956975937;5;28.8370666504;36.0;11;36.7757692337;
59;5;20.9500007629;30.0;9;48.8509097099;5;28.5;37.0;11;36.8428851366;
60;5;20.9500007629;31.0;9;49.1953148842;5;28.8635520935;37.0;11;36.9111198187;
61;5;20.9500007629;32.0;9;49.5404214859;5;28.877325058;37.0;12;36.9804526567;
62;5;20.9500007629;33.0;11;49.883852005;5;28.5;37.6524085999;12;37.0508595705;
63;5;20.9500007629;33.0;11;50.2232499123;5;28.9059104919;37.0;10;37.1223129034;
64;5;20.9500007629;34.0;11;50.5563445091;5;28.5;37.7011871338;11;37.1947814226;
65;5;20.9500007629;35.0;12;50.8810133934;5;28.5;37.0;11;38.4772871733;
66;5;21.9500007629;36.0;10;51.1953339577;5;27.5;36.0;11;39.5299932957;
67;6;22.737701416;37.0;9;51.4976272583;5;27.9851741791;36.8899993896;11;40.3877463341;
68;7;22.8057174683;38.0;9;51.7864894867;5;29.5;36.0394058228;12;41.0868974924;
69;7;22.8707103729;39.0;8;52.0608100891;5;31.3458442688;35.30701828;12;41.5130218267;
70;7;22.932434082;40.0;8;52.319776535;5;29.3999996185;36.4439849854;12;41.7505751848;
71;7;22.9906997681;41.0;8;52.5628671646;6;30.3999996185;34.9922409058;13;41.976732254;
72;7;23.0453948975;42.0;9;52.7898340225;7;27.3999996185;37.0420074463;12;42.1001396179;
73;7;21.0453948975;44.0;11;53.0006799698;7;26.3999996185;38.0;12;42.2261743546;
74;8;22.0453948975;44.0;10;53.1956272125;7;25.3999996185;41.0;13;42.3546870947;
75;8;23.0453948975;45.0;10;54.3750829697;7;24.3999996185;43.1998023987;13;42.4855074883;
76;8;24.2281455994;46.125;10;54.5796070099;7;26.1529998779;41.0;13;42.6184453964;
77;8;25.2651634216;47.125;9;55.7710595131;7;24.1868095398;43.0;13;42.7375013828;
78;8;26.5422401428;49.125;10;55.9802041054;7;23.2212505341;45.0;14;42.8541872501;
79;8;27.5825462341;51.125;10;56.1784497499;7;22.2562561035;47.0;14;42.9725165367;
80;8;27.8589019775;53.125;10;56.303607583;7;22.3999996185;47.0;14;43.0922341347;
81;8;25.8759803772;55.125;10;56.3812651634;7;21.9276695251;48.0;14;44.2130713463;
82;8;25.485786438;57.125;11;56.4606510401;7;23.0;49.0;14;44.3947479725;
83;8;25.5036468506;58.125;12;56.5417402983;7;25.0;50.6673736572;14;44.5799388885;
84;8;25.5218925476;59.125;12;56.6245030165;7;26.0;51.7284889221;15;44.7684174776;
