Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;9.0;10.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;9.0;10.0;6;20.0;
6;2;8.55000019073;8.89999961853;4;18.0;1;10.0;10.0;6;20.0;
7;2;9.05000019073;8.5;4;18.0225000381;1;11.0;10.0;6;20.0;
8;2;9.05506229401;8.5;4;18.0452762842;1;11.0;10.0;6;20.3999996185;
9;2;9.06018733978;8.5;4;18.4187746048;2;11.1199998856;10.3999996185;5;21.7264003754;
10;2;9.14422512054;8.67000007629;3;18.7408286333;2;11.5179204941;10.3632001877;5;21.9903717041;
11;2;9.21668624878;8.81392192841;3;19.0176254511;2;11.597111702;10.4951858521;5;23.0819120407;
12;2;9.27896595001;8.93486309052;3;19.9814786911;2;11.9245738983;11.0209560394;5;23.99553442;
13;2;9.49583244324;9.39324569702;4;20.8215062618;2;13.9245738983;11.4571752548;5;24.7449600697;
14;2;11.3004636765;9.78903102875;4;21.5412740707;2;15.9245738983;11.8107032776;5;25.3503712416;
15;2;13.3004636765;10.6413106918;4;22.1496675014;2;16.6051120758;12.0916318893;5;25.8344515562;
16;2;15.3004636765;10.4026165009;4;22.6588021517;2;16.7503356934;12.3113050461;5;26.2195074558;
17;2;16.3350009918;10.6309299469;4;23.0821874142;2;16.865852356;12.4808797836;5;26.3048160076;
18;2;17.3471107483;10.8157100677;4;23.4333488941;2;16.8914451599;12.5;5;26.3530313969;
19;2;18.3595123291;10.9637317657;4;23.5622674227;2;18.8944358826;12.5;6;26.4023760557;
20;2;18.9500007629;11.6249065399;4;23.6198797226;2;19.9092407227;12.5;6;26.4528282881;
21;2;18.9500007629;11.6479520798;5;23.6786832809;2;20.488527298;12.9358482361;6;26.5043625832;
22;2;18.9500007629;11.8393421173;5;23.7386343479;2;21.488527298;12.9513092041;6;26.5569496155;
23;2;18.9500007629;11.8693170547;5;23.7996841669;2;21.9670848846;12.5;5;26.6105561256;
24;2;18.9500007629;11.8998422623;5;23.8617789745;2;21.9831676483;12.5;5;26.6651450396;
25;2;17.3689002991;12.0;5;23.9248601198;2;21.5;12.99954319;5;26.72067523;
26;2;16.3830947876;13.0;5;23.9888644218;2;21.5;13.0162029266;6;26.7771017551;
27;2;15.3974952698;14.0;5;24.0537240505;2;22.0331306458;12.5;6;26.8343759775;
28;2;14.4620876312;15.0;6;24.1193666458;2;21.5;13.4171876907;6;26.8924454451;
29;3;14.4768571854;16.0;5;24.1857161522;2;20.0677337646;13.5;5;26.9512542486;
30;3;14.4917860031;17.0;5;24.2526926994;2;20.5;13.4756269455;5;27.0107431412;
31;3;14.5068559647;18.0;6;24.320212841;2;21.5;13.5053710938;5;27.0708494186;
32;3;14.5220479965;19.0;7;24.3881900311;2;22.1212539673;12.5;4;27.1315076351;
33;3;14.5373430252;20.0;7;24.4565355778;2;21.5;13.5;4;27.1926498413;
34;3;14.5527210236;21.0;8;24.5251579285;2;22.1577949524;12.5;4;27.2542052269;
35;3;14.5681610107;22.0;8;24.5939645767;2;21.5;13.5;4;27.3161010742;
36;4;14.5836420059;23.0;6;39.6628611088;2;22.1948299408;12.5;4;27.3782629967;
37;4;15.0;24.0;6;40.4817531109;2;22.2134780884;12.5;5;27.4406147003;
38;4;16.6146450043;25.0;6;41.21991992;2;22.2321853638;12.5;5;27.5030794144;
39;4;17.6301231384;26.0;7;41.8764333725;2;22.2509231567;12.5;6;27.5655794144;
40;4;18.6455574036;27.0;7;42.4537234306;2;22.2696743011;12.5;6;27.628036499;
41;4;19.6609268188;28.0;9;42.9567101002;2;21.5;12.5;6;27.690372467;
42;4;20.6762123108;29.0;10;43.3919329643;2;21.5;12.5;7;27.7525100708;
43;4;20.8131847382;30.0;9;43.7667617798;2;21.5;12.5;7;27.8143725395;
44;4;21.8975219727;28.0;10;44.088763237;2;21.5;14.5;5;27.8758842945;
45;4;20.9699707031;29.0;11;44.2715308666;2;21.5;16.5;5;27.936971426;
46;4;21.0110931396;30.0;11;44.3362569809;2;21.5;18.5;5;27.9975619316;
47;4;22.0256576538;28.0;10;44.4001042843;2;21.5;20.5;5;28.0575861931;
48;4;21.0400238037;29.0;11;44.4630026817;2;21.5;22.5;6;28.1169772148;
49;4;21.0541763306;30.0;11;44.5248863697;2;21.5;22.5;6;28.1756706238;
50;5;22.0680999756;28.0;9;59.5856945515;2;21.5;22.5;6;28.2336053848;
51;5;23.2749996185;30.0;10;60.3953714371;2;21.5;22.5;6;28.2907235622;
52;5;25.2749996185;32.0;9;61.1232404709;2;21.5;23.5;7;28.346971035;
53;5;27.2749996185;34.0;11;61.7684226036;2;21.5;24.1734848022;7;28.4022974968;
54;5;29.2250003815;36.0;11;62.3334007263;3;21.5;24.2011489868;5;28.4566559792;
55;5;30.2250003815;38.0;12;62.8231518269;3;22.5;22.5;4;28.5100040436;
56;5;31.2250003815;38.0;13;63.2442758083;3;21.5;23.5;4;28.5623030663;
57;5;32.2249984741;38.0;13;63.6042053699;3;21.5;24.2811508179;4;28.6135182381;
58;6;32.8131065369;38.0;13;63.9105725288;3;22.5;22.5;5;28.6636190414;
59;6;32.889831543;37.6250305176;15;64.0770373344;3;22.5990867615;22.5;4;28.7125790119;
60;6;32.9249992371;36.6693344116;15;64.124859333;3;22.6137733459;22.5;4;28.7603754997;
61;6;32.9249992371;35.7123718262;18;64.1712698936;3;22.628112793;22.5;5;29.8069901466;
62;6;32.9249992371;34.7541427612;18;64.2162666321;3;23.6420974731;23.5;7;29.9024078846;
63;6;32.9249992371;34.7946395874;18;64.25;3;24.6557216644;24.5;8;29.9985928535;
64;6;32.9249992371;34.8250007629;18;64.25;3;24.999578476;25.5;8;30.0955623388;
65;6;32.9249992371;34.8250007629;20;64.25;3;25.0286693573;26.5;8;30.1933323145;
66;6;32.9249992371;34.8250007629;20;64.25;3;23.5;28.5;9;30.269973278;
67;6;32.9249992371;34.8250007629;20;64.25;3;24.5;28.1349868774;9;30.3300433159;
68;7;32.9249992371;34.8250007629;19;64.25;3;24.7000007629;28.1650218964;9;30.3921557665;
69;7;32.9249992371;34.8250007629;20;64.25;3;24.7000007629;28.1960773468;9;30.4563041925;
70;7;32.9249992371;34.8250007629;20;64.25;3;24.7000007629;28.2281532288;10;30.5224741697;
71;7;32.9249992371;34.8250007629;20;66.0249991417;4;25.1567420959;27.5;8;31.7563174963;
72;7;32.1748733521;33.8250007629;20;67.4838471413;4;25.5268936157;28.0;8;32.775467515;
73;7;32.4739151001;34.420124054;20;68.6668462753;4;24.0340003967;30.2684059143;8;33.6142773628;
74;7;33.679599762;35.5689926147;20;70.6155514717;4;25.2123565674;29.6292896271;9;34.3084907532;
