Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;2;12.2999992371;8.625;3;18.25;1;6.0;12.6999998093;4;21.0;
2;2;12.2999992371;8.625;3;18.3250000477;2;7.0;11.8999996185;4;22.0;
3;2;12.3299999237;8.625;3;18.4048187733;2;8.14999961853;10.6999998093;4;22.0900000334;
4;2;13.5928907394;8.625;3;18.4896422625;2;8.31349945068;10.5;4;22.1871190071;
5;2;14.6437854767;8.625;3;18.57964468;2;8.32806777954;10.5;4;22.2917383909;
6;2;15.6977863312;8.625;3;19.0332807302;2;9.44064044952;10.5;4;22.4042263031;
7;2;16.4199676514;8.79749965668;3;19.4404277802;2;10.0409517288;10.5;4;22.5249304771;
8;2;16.6642570496;8.94309806824;4;20.3755255938;2;10.0681095123;10.5;4;23.0894187689;
9;3;17.225315094;9.3333568573;4;21.2117209435;2;10.1951189041;10.7100000381;4;23.5836213827;
10;3;19.225315094;9.6677980423;4;21.9557933807;2;10.3063154221;10.8792181015;4;23.9926425219;
11;3;21.225315094;9.94955635071;4;22.6178181171;2;10.3983440399;11.0;4;25.8316864967;
12;3;22.550567627;10.1834592819;4;23.2095320225;2;10.8121290207;11.7700004578;5;27.4540388584;
13;3;22.9257202148;10.3752222061;4;23.7430207729;2;12.541469574;12.4126424789;5;28.8682081699;
14;3;23.2458133698;10.5308046341;4;24.1678740978;2;14.541469574;12.9308347702;5;30.1005516052;
15;3;23.5007247925;10.625;4;24.4182896614;2;16.541469574;13.3366470337;5;31.1863336563;
16;3;23.6509742737;10.625;4;24.6822624207;2;17.8257961273;13.6469516754;5;32.1621966362;
17;3;23.8093566895;10.625;4;24.9591684341;2;18.9405918121;13.879781723;5;32.9572491646;
18;3;23.9755020142;10.625;4;25.2481434345;2;20.0653820038;14.0;5;33.5542383194;
19;3;24.1488857269;10.625;4;25.548078537;2;21.1997051239;14.0;5;34.1899633408;
20;3;24.3288459778;10.625;5;25.8576226234;2;21.692741394;14.0;5;34.8591008186;
21;3;26.5145740509;10.625;5;26.1751971245;2;21.843296051;14.0;5;35.5546751022;
22;3;27.7051181793;10.625;5;26.499019146;2;21.9998016357;14.0;5;36.2682390213;
23;3;28.8994102478;10.625;5;26.8271341324;2;22.1603527069;14.0;6;36.9902019501;
24;3;30.0962791443;10.625;5;27.1574602127;2;22.3227958679;14.0;6;37.7102985382;
25;3;30.2944755554;10.625;5;27.4878373146;2;22.4848175049;14.0;6;38.4181499481;
26;3;30.4927024841;10.625;5;27.8160824776;2;22.6440830231;14.0;6;39.1038570404;
27;3;30.6896495819;10.625;5;28.1400475502;2;22.7983665466;14.0;6;39.758556366;
28;3;30.8840293884;10.625;5;28.457675457;2;22.9456748962;14.0;6;40.374874115;
29;3;31.0746059418;10.625;5;28.7670521736;2;23.0843467712;14.0;6;40.947227478;
30;3;31.2602310181;10.625;5;29.0664525032;2;21.2131252289;15.0;6;41.4719495773;
31;3;31.4398708344;10.625;6;29.3543748856;2;20.3311882019;16.0;6;41.9472465515;
32;3;31.6126251221;10.625;6;29.6295690536;2;19.438129425;17.0;6;42.3730211258;
33;3;31.7777404785;10.625;6;29.8910474777;2;18.5339279175;18.0;6;42.7505970001;
34;3;31.934627533;12.625;6;30.1380910873;2;17.6188831329;19.0;6;43.0823974609;
35;4;32.0828552246;14.625;5;30.3702402115;2;17.3935394287;20.0;6;43.3716182709;
36;4;32.2221450806;16.625;5;30.5872802734;2;17.4586143494;21.0;7;43.6219272614;
37;4;32.3523674011;18.625;5;30.7892198563;2;17.5149345398;22.0;7;43.8372087479;
38;4;32.4735336304;20.625;5;30.9762630463;2;17.5633716583;23.0;7;44.0;
39;4;32.5857582092;20.625;5;31.1487817764;2;17.6000003815;24.0;8;44.0;
40;4;32.6892700195;20.625;5;31.3072824478;2;17.6000003815;25.0;8;44.0;
41;4;32.7843704224;20.625;6;31.4523801804;3;18.6000003815;26.5;7;45.0;
42;4;32.8714294434;20.625;6;31.5847682953;3;19.6000003815;27.0;8;45.1599999666;
43;4;32.9508590698;20.625;6;31.7051925659;4;20.6000003815;25.5799999237;8;45.3437439203;
44;4;33.0231170654;20.625;6;31.75;4;19.90234375;26.0;9;45.5541238785;
45;4;33.0499992371;20.625;6;31.75;4;19.949678421;27.0;9;45.7941719294;
46;4;33.0499992371;20.625;6;32.75;4;20.6000003815;27.0;10;46.0669906139;
47;4;34.0499992371;21.625;6;32.9500000477;4;21.6000003815;28.0;12;46.375654459;
48;4;35.0499992371;22.625;6;33.1876000166;5;24.1345233917;30.0;11;47.7230784893;
49;4;35.0499992371;23.625;7;33.4688290358;5;25.6000003815;32.0;10;48.2718502283;
50;4;35.0499992371;24.625;7;33.8002393246;5;26.6000003815;34.0;11;48.8877726793;
51;5;35.0499992371;25.625;6;34.188754797;5;27.90234375;35.0;11;49.5750360489;
52;5;35.0499992371;26.625;7;35.7983429432;5;28.8047046661;34.0;12;50.3369618654;
53;5;36.6856269836;26.0234375;7;37.3481285572;5;28.92212677;34.8970870972;13;51.1756856441;
54;6;38.2207527161;26.3489723206;6;38.8690695763;6;29.0494556427;35.033493042;12;52.0918400288;
55;6;39.3214416504;26.6102333069;6;40.3922557831;6;29.720664978;34.0;9;53.0842678547;
56;6;40.2353515625;26.8168411255;6;41.944653511;6;29.3312683105;35.0;9;54.1497945786;
57;6;41.1667938232;26.9782962799;6;45.3388104439;6;29.483537674;35.5559234619;9;55.2830967903;
58;6;44.003288269;29.0;6;46.8464818001;6;29.6412906647;35.7720146179;9;56.4766902924;
59;6;44.7951965332;32.0;6;48.4176849723;6;30.7072544098;34.0;9;57.7210488319;
60;6;46.3379745483;35.0;6;49.9879773855;6;30.9872360229;34.0;10;59.0048532486;
61;6;47.2922973633;38.0;6;51.6072716117;6;31.2760925293;34.0;10;60.3153514862;
62;6;48.274810791;41.0;9;54.2287871242;6;31.5709533691;34.0;10;61.6387906075;
63;6;49.7961349487;43.0;9;55.7540515065;6;31.8687286377;34.0;10;62.9608950615;
64;6;50.7412948608;45.0;9;57.1937944293;6;30.5826644897;35.0;11;64.2673530579;
65;6;51.5732803345;46.0;10;58.512699604;6;31.7188644409;34.0;12;65.54429245;
66;7;52.388923645;47.0;12;59.6882374287;7;32.747467041;34.0;11;67.7787284851;
