Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;11.8999996185;8.625;4;17.25;2;6.0;12.8999996185;3;22.0;
2;1;11.8999996185;8.625;5;17.25;2;7.15000009537;11.6999998093;3;22.0900000334;
3;1;11.8999996185;8.625;5;17.25;2;8.16349983215;10.6999998093;3;22.1871190071;
4;1;11.8999996185;8.625;5;17.25;2;8.32806777954;10.5;3;22.2917383909;
5;1;12.8999996185;8.625;5;17.25;2;8.34376049042;10.5;3;22.4042263031;
6;1;13.8999996185;8.625;4;17.25;2;9.46595096588;10.5;3;22.5249304771;
7;1;14.8999996185;8.625;4;17.5949993134;2;10.0681095123;10.5;3;22.6541694403;
8;2;16.156999588;8.79749965668;3;18.8861961365;2;10.0971889496;10.5;3;23.2287653685;
9;2;16.3317184448;8.94309806824;3;19.696713686;2;10.2264719009;10.7100000381;3;23.7334493399;
10;2;16.8180274963;9.3333568573;3;20.396187067;2;10.3400268555;10.8792181015;3;24.1532578468;
11;2;18.8180274963;9.6677980423;3;20.9908788204;2;10.4344825745;11.0;3;26.0129473209;
12;2;20.8180274963;9.94955635071;3;21.4904358387;2;10.8529129028;11.7700004578;3;27.6574776173;
13;2;21.8741378784;10.1834592819;3;21.9062794447;2;12.5872430801;12.4126424789;3;29.0951218605;
14;2;22.1437683105;10.3752222061;3;22.2503181696;2;14.5872430801;12.9308347702;3;30.3518810272;
15;2;22.3501930237;10.5308046341;3;22.4721269608;2;16.5872421265;13.3366470337;4;31.4625301361;
16;2;22.4832763672;10.625;3;22.5060760975;3;17.8879413605;13.6469516754;3;32.4630823135;
17;2;22.5036449432;10.625;3;22.5405418873;3;19.0082912445;13.879781723;3;33.2818861008;
18;2;22.5243244171;10.625;3;22.5755085945;3;20.138425827;14.0;3;33.9008235931;
19;2;22.5453052521;10.625;3;22.6109591722;3;21.2776870728;14.0;3;34.5557665825;
20;2;22.566576004;10.625;3;22.6468753815;3;21.7750473022;14.0;3;35.2404661179;
21;2;24.5881252289;10.625;4;22.6832377911;3;21.9291038513;14.0;3;35.9471020699;
22;2;25.6099433899;10.625;4;22.7200255394;3;22.0880966187;14.0;3;36.6665449142;
23;2;26.6320152283;10.625;4;22.7572168112;3;22.2499713898;14.0;3;37.3887672424;
24;2;27.6543292999;10.625;4;22.7947884798;3;22.4124717712;14.0;3;38.1033678055;
25;2;27.6768722534;10.625;4;22.8327163458;3;22.5732574463;14.0;3;38.8001594543;
26;2;27.6996307373;10.625;4;22.8709751368;3;22.7300338745;14.0;4;39.4697523117;
27;2;27.7225856781;10.625;4;22.9095385075;3;22.8806934357;14.0;5;40.1040582657;
28;2;27.7457237244;10.625;4;22.9483793974;3;23.0234127045;14.0;5;40.6966657639;
29;2;27.76902771;10.625;4;22.9874696732;3;23.1567497253;14.0;5;41.2430458069;
30;2;27.7924823761;10.625;4;23.0267804861;3;21.2796840668;15.0;5;41.7405805588;
31;2;27.8160686493;10.625;4;23.0662822723;3;20.3916301727;16.0;5;42.1884441376;
32;2;27.8397693634;10.625;4;23.1059447527;3;19.4923992157;17.0;5;42.5873603821;
33;2;27.8635673523;10.625;6;23.1457372904;3;18.5821552277;18.0;5;42.9393005371;
34;3;27.8874416351;10.625;5;23.1856285334;3;17.6613426208;19.0;5;43.2471542358;
35;3;27.9113769531;10.625;5;23.2255871296;3;17.4306106567;20.0;5;43.5144128799;
36;3;27.9353523254;12.625;6;23.265581131;3;17.4907436371;21.0;5;43.744893074;
37;3;27.9593486786;14.625;6;23.3055787086;3;17.5426006317;22.0;4;43.9425086975;
38;3;27.9833469391;16.625;6;23.3455479145;3;17.587064743;23.0;5;44.0;
39;3;28.0073280334;18.625;7;23.385456562;3;17.6000003815;24.0;6;44.0;
40;3;28.0312728882;20.625;8;23.42527318;3;17.6000003815;25.0;7;44.0;
41;3;28.0551643372;20.625;9;23.4649660587;3;17.6000003815;26.0;6;44.0;
42;3;28.0789794922;20.625;10;23.5045039654;3;17.6000003815;27.0;7;44.0;
43;3;28.1027030945;20.625;10;23.543856144;3;18.6000003815;25.0;6;44.0;
44;3;28.1263141632;20.625;10;23.5829925537;3;17.6000003815;26.0;7;44.0;
45;3;28.1497955322;20.625;10;23.6218836308;3;18.6000003815;25.0;8;44.0;
46;3;28.1731300354;20.625;10;23.6605007648;3;19.6000003815;25.0;8;44.0;
47;3;28.1963005066;20.625;10;23.6988155842;3;20.6000003815;25.0;9;44.0;
48;3;28.2192897797;20.625;11;23.7368011475;3;21.6000003815;25.0;10;44.0;
49;3;28.2420806885;20.625;11;23.7744314671;3;22.6000003815;25.0;12;44.0;
50;3;28.2646598816;20.625;11;23.8116812706;3;23.6000003815;24.0;13;44.0;
51;3;28.2870082855;20.625;11;23.8485264778;3;23.8999996185;24.0;13;44.0;
52;3;28.3091163635;20.625;10;23.8849442005;3;23.8999996185;24.0;14;44.0;
53;3;28.3309669495;20.625;10;23.9209127426;3;23.8999996185;24.0;14;44.0;
54;4;28.3525466919;20.625;5;33.9564116001;3;23.8999996185;24.0;14;44.0;
55;4;29.3738479614;21.625;5;34.3914210796;3;23.8999996185;24.0;16;44.0;
56;4;30.3948535919;22.625;6;34.8003242016;3;23.8999996185;24.0;16;44.0;
57;4;30.4155540466;23.625;6;35.1818425655;3;23.8999996185;24.0;16;44.0;
58;4;30.4359416962;24.625;6;36.4856221676;3;23.8999996185;24.0;17;44.0;
59;4;30.9594230652;26.0234375;6;37.6103465557;3;23.8999996185;24.0;17;44.0;
60;5;31.3953285217;27.3489723206;5;38.5723893642;4;23.8999996185;24.0;16;44.0;
61;5;32.753944397;29.6102333069;5;40.3909912109;4;23.8999996185;24.0;17;44.0;
62;5;34.0467605591;31.8168411255;7;41.2058724165;4;23.8999996185;24.0;17;44.0;
63;5;34.9570999146;33.9782943726;7;41.7221913338;4;23.8999996185;24.0;17;44.0;
64;5;35.107219696;36.0;8;42.1788623333;4;23.8999996185;24.0;17;44.0;
