Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;11.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;9.0;10.0;6;20.0;
7;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;6;20.0;
8;1;8.82499980927;8.5;5;17.0;2;9.5;10.3000001907;5;21.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;2;9.81500053406;10.1999998093;5;21.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;9.88844013214;10.3632001877;5;21.9903717041;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;9.94783401489;10.4951858521;5;23.0919120312;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;10.1956806183;11.0209560394;5;24.0163254738;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;11.9707775116;11.4571752548;5;24.7773565054;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;13.9707775116;12.1574878693;5;25.395208478;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;15.7228336334;12.4552154541;5;25.8925833702;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;16.7228336334;12.6922969818;5;26.2918028831;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;17.7228336334;12.8798923492;5;26.3921557665;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;19.0360679626;12.5;5;26.4563041925;
19;1;16.0206890106;10.9637317657;6;22.0;2;19.625;12.9368915558;5;26.5224741697;
20;1;16.9500007629;11.0;7;22.0;2;19.9675559998;12.5;6;26.5906432867;
21;1;16.9500007629;11.0;7;22.0;2;19.625;13.1362571716;7;26.6607804298;
22;1;16.9500007629;11.0;7;22.0;2;19.625;13.1643123627;7;26.7328453064;
23;1;16.9500007629;11.0;7;22.0;2;19.625;13.1931381226;7;26.8067884445;
24;1;16.9500007629;11.0;7;22.0;2;20.0315284729;12.5;7;26.8825509548;
25;1;16.9500007629;11.0;8;22.0;2;19.625;13.2530202866;9;26.9600640535;
26;2;16.9500007629;11.0;7;22.0;2;19.625;13.2840251923;9;27.0392494202;
27;2;16.9500007629;11.0;7;22.0;2;19.625;13.3156995773;9;27.120018959;
28;2;16.9500007629;11.0;6;22.0;2;20.1020050049;12.5;10;27.2022752762;
29;2;16.9500007629;11.0;6;22.0;2;20.1205120087;12.5;10;27.2859115601;
30;2;16.9500007629;11.0;8;22.0;2;18.1393299103;13.5;10;27.3708124161;
31;2;14.9500007629;12.0;8;22.0;2;17.1584320068;14.5;10;27.4568536282;
32;2;13.9500007629;13.0;8;22.0;2;16.1777915955;15.5;10;27.5439035892;
33;2;12.9500007629;14.0;8;22.0;3;15.1973781586;16.5;7;37.6318233013;
34;2;12.0;15.0;9;22.0;3;15.5921602249;17.5;7;38.1204674244;
35;2;12.0;16.0;9;22.0;3;16.6121063232;18.5;7;38.5840861797;
36;2;12.0;17.0;9;22.0;3;17.6321792603;19.5;7;39.0212628841;
37;2;12.0;18.0;9;22.0;3;18.6523475647;20.5;8;39.4312574863;
38;2;12.0;19.0;9;22.0;3;19.2470321655;21.5;8;39.8139398098;
39;2;12.0;20.0;9;22.0;3;19.3331375122;22.5;10;40.1697013378;
40;2;12.0;21.0;9;22.0;3;19.4131813049;23.5;9;40.4993605614;
41;2;12.0;22.0;9;22.0;3;19.4873561859;24.5;9;40.8040635586;
42;2;12.0;23.0;9;22.0;3;19.5559139252;25.5;11;41.0851871967;
43;2;12.0;24.0;10;22.0;3;19.6191673279;26.5;11;41.3442561626;
44;2;12.0;25.0;11;22.0;3;19.6774578094;27.5;11;41.5828709602;
45;2;12.0;26.0;11;22.0;3;19.7311458588;28.5;12;41.6985738277;
46;2;12.0;27.0;9;22.0;3;19.7571792603;29.5;15;41.7836937904;
47;2;12.0;28.0;9;22.0;3;19.9249992371;28.5;14;41.867552042;
48;2;12.0;29.0;10;22.0;3;21.7952003479;29.5;15;41.9500255585;
49;1;12.0;30.0;10;22.0;5;22.8137550354;30.5;13;42.0310001373;
50;1;13.0;28.0;10;22.0;5;22.9249992371;31.5;13;42.110370636;
51;1;12.0;29.0;12;22.0;5;23.9249992371;32.5;13;42.1880412102;
52;1;12.0;30.0;13;22.0;5;25.4923095703;32.5;14;42.2639269829;
53;1;13.0;28.0;14;22.0;5;24.5499992371;32.5;14;42.3379516602;
54;1;12.0;29.0;15;22.0;5;25.5260391235;30.5;14;42.4100503922;
55;1;12.0;30.0;15;22.0;5;25.542263031;29.5;14;42.4801678658;
56;1;13.0;28.0;15;22.0;5;24.5499992371;29.5;15;42.5482587814;
57;1;12.0;29.0;18;22.0;5;25.5499992371;27.5;15;42.6142878532;
58;1;12.0;30.0;19;22.0;5;24.5499992371;28.5;15;42.6782283783;
59;1;13.0;28.0;19;22.0;5;24.5499992371;29.5;16;43.7400636673;
60;1;12.0;29.0;18;22.0;5;26.5499992371;28.5;16;43.8497855663;
61;1;12.0;30.0;18;22.0;5;26.5499992371;30.5;16;43.9593682289;
62;1;12.0;31.0;18;22.0;5;26.5499992371;32.5;17;44.0688441992;
63;1;12.0;32.0;18;22.0;5;26.5499992371;34.5;18;44.1782470942;
64;1;12.0;33.0;19;22.0;5;26.5499992371;35.9764099121;18;44.269973278;
65;1;12.0;34.0;21;22.0;5;26.5499992371;36.0;19;44.3300433159;
66;1;12.0;35.0;19;22.0;5;26.5499992371;36.9310302734;19;44.3921557665;
67;1;13.0;33.0;16;22.0;5;26.5499992371;36.0;13;44.4563041925;
68;1;12.0;34.0;18;22.0;5;26.5499992371;36.0;13;44.5224741697;
69;1;12.0;35.0;17;22.0;5;26.8925552368;36.0;13;44.5906432867;
70;1;13.0;33.0;16;22.0;5;26.5499992371;36.0;13;44.6607804298;
71;1;12.0;34.0;17;22.0;5;26.5499992371;36.0;13;44.7328453064;
72;1;12.0;35.0;18;22.0;5;26.5499992371;36.0;13;44.8067884445;
73;1;13.0;33.0;20;22.0;6;26.5499992371;36.0;10;56.342550993;
74;1;12.0;34.0;20;22.0;6;27.8334999084;38.6399993896;10;58.1283890009;
75;1;12.0;35.0;21;22.0;6;29.0609130859;40.5403633118;10;59.6726465225;
76;1;13.0;33.0;21;22.0;6;30.2404937744;39.8930549622;11;61.0096769333;
77;1;12.0;34.0;23;22.0;6;29.3808403015;40.6880645752;11;61.9946322441;
78;1;12.0;35.0;23;22.0;6;27.4093837738;44.6880645752;12;62.6347556114;
79;1;13.0;33.0;23;22.0;7;26.4093837738;46.8146018982;11;63.2366156578;
80;1;12.0;34.0;24;22.0;7;25.4093837738;47.9967308044;11;63.8002464771;
81;1;12.0;35.0;23;22.0;7;24.4093837738;49.1753997803;11;64.3263819218;
82;1;13.0;33.0;23;22.0;7;23.4093837738;51.3502464294;8;64.8163025379;
83;1;12.0;34.0;23;22.0;7;23.1499996185;53.520980835;9;65.2716910839;
84;1;12.0;35.0;22;22.0;8;23.1499996185;55.687335968;8;65.6944949627;
