Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;4;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;12.0;4;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;2;9.0;11.3000001907;3;21.0;
5;1;7.55000019073;9.30000019073;4;17.0;2;10.0;10.0;3;21.0599999428;
6;1;8.55000019073;8.5;4;17.0;2;12.0;10.0;3;21.1229639053;
7;1;8.82499980927;8.5;3;17.0;2;12.7526664734;10.0;3;21.1889609098;
8;1;8.82499980927;8.5;3;17.0;2;12.7675161362;10.0;3;21.6699410677;
9;1;8.82499980927;8.5;3;17.3400001526;2;12.8757371902;10.1999998093;3;22.0818096399;
10;2;8.9015007019;9.06999969482;2;18.6278438568;2;12.9684066772;10.3632001877;3;23.2920063734;
11;2;9.1912651062;8.81392192841;2;18.9472261667;2;13.2407016754;10.9097137451;3;24.3297555447;
12;2;9.26312637329;8.93486309052;2;19.9789875746;2;13.4741945267;11.3658018112;3;25.2069878578;
13;2;9.49527168274;9.39324569702;3;20.8964561224;2;16.2689552307;12.2570085526;3;25.9430538416;
14;2;11.3173274994;9.78903102875;3;21.7039344311;2;18.2689552307;12.0336990356;3;26.5605664253;
15;2;13.3173274994;10.1240053177;3;22.4110306501;2;19.3656806946;12.2662630081;4;27.0822491646;
16;2;15.3173274994;10.4026165009;3;23.0305528641;3;19.9093704224;13.103181839;3;27.3607378006;
17;2;16.0206890106;11.3384075165;3;23.5766518116;3;20.9093704224;12.5;3;27.5410807133;
18;2;17.0206890106;11.5938024521;3;24.0634207726;3;21.9093704224;13.2623243332;4;27.7306177616;
19;2;18.0206890106;10.9637317657;2;24.3413090706;3;22.625;13.5922470093;3;27.9291167259;
20;2;18.9500007629;11.0;3;24.5615956783;3;22.625;13.6716470718;3;28.136231184;
21;2;18.9500007629;11.0;2;24.7969653606;3;23.3306522369;12.5;3;28.3514947891;
22;2;18.9500007629;11.0;3;25.04737854;3;23.3790855408;12.5;3;28.5743191242;
23;2;18.9500007629;11.0;4;25.3125803471;3;23.4292221069;12.5;4;28.8039934635;
24;2;18.9500007629;11.0;4;25.59207654;4;22.625;13.5;3;29.039689064;
25;2;16.9500007629;12.0;4;25.8851153851;4;22.625;14.1158752441;4;29.2804670334;
26;2;15.9500007629;13.0;4;26.1906752586;4;21.588104248;13.5;4;29.5252895355;
27;2;14.9500007629;14.0;5;26.5074620247;4;20.6431903839;14.5;4;29.7730360031;
28;2;14.0;15.0;5;26.8339166641;4;19.6989326477;15.5;4;30.022521019;
29;2;14.0;16.0;5;27.1682343483;4;18.7550678253;16.5;4;30.2725157738;
30;2;14.0;17.0;5;27.508395195;4;18.1863155365;17.5;3;30.5217733383;
31;2;14.0;18.0;4;27.8522076607;4;18.2423992157;18.5;4;30.769051075;
32;2;14.0;20.0;4;28.1973586082;4;18.2980365753;19.5;4;31.0131368637;
33;2;14.0;22.0;4;28.5414757729;4;18.3529548645;20.5;4;31.252872467;
34;2;14.0;24.0;4;28.8821902275;4;18.4068965912;21.5;5;31.4871754646;
35;2;14.0;26.0;3;29.2172021866;4;18.4596138;22.5;5;31.7150583267;
36;2;14.0;28.0;2;29.5443434715;4;18.510887146;23.5;6;31.9356441498;
37;2;14.0;30.0;3;29.8616328239;4;18.5605201721;24.5;5;33.1481771469;
38;2;14.0;32.0;5;30.1673221588;4;18.0;26.5;6;33.3920302391;
39;2;14.0;33.3505897522;5;30.4599313736;5;19.0;28.5;5;33.6278939247;
40;2;14.0;34.6139373779;6;30.7382688522;5;19.2432670593;30.5;6;33.8554060459;
41;2;14.0;35.864440918;7;31.0014419556;5;19.2527999878;32.5;6;34.0743297338;
42;2;14.0;37.1012992859;8;31.2488517761;5;19.2625999451;34.5;7;34.2845438719;
43;2;14.0;38.32396698;9;31.480178833;5;20.2726631165;33.1508903503;8;34.4860355854;
44;2;15.0;36.5321617126;10;31.6953620911;5;21.2829933167;34.1508903503;10;34.6788852215;
45;2;14.0;37.7258262634;11;31.8945665359;5;23.2935829163;32.5;11;34.8632576466;
46;2;14.0;38.9051094055;13;32.0781536102;5;23.3044319153;33.5;11;35.0393856764;
47;2;15.0;37.0703392029;13;32.2466449738;5;24.0;34.5;13;35.2075594664;
