Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;2;13.3999996185;10.0;4;21.0;
4;1;9.0;11.0;6;20.0;2;14.6000003815;10.0;4;21.0599999428;
5;1;10.0;10.0;6;20.0;2;15.6359996796;10.0;4;21.1229639053;
6;1;11.0;10.0;6;20.0;2;16.6737785339;10.0;4;21.6001901627;
7;1;12.0;10.0;6;20.0;2;17.7201137543;10.1999998093;4;22.0082015991;
8;1;13.0;10.0;6;20.3999996185;2;18.2049217224;10.3632001877;4;23.2129787207;
9;1;14.0;10.1999998093;6;20.7264003754;2;18.9277858734;10.9097137451;4;24.245090127;
10;2;14.3268795013;10.6632003784;5;22.8194274902;2;20.9277858734;11.3658018112;4;25.1164904833;
11;2;15.2687425613;10.9097137451;5;23.7616035938;2;22.9277858734;11.7372808456;4;25.8465604782;
12;2;15.6927223206;11.3658018112;5;24.5351526737;2;24.1591529846;12.0336990356;5;26.4579504728;
13;2;18.2822418213;11.7372808456;5;25.1591641903;2;25.2469100952;12.2662630081;5;26.9734284878;
14;2;20.2822418213;12.0336990356;5;25.6560432911;2;26.3401927948;12.446267128;5;27.245682478;
15;2;21.3243255615;12.2662630081;5;26.0483692884;2;27.4390659332;12.5;5;27.4198198318;
16;2;22.3388690948;12.446267128;5;26.1887089014;2;28.543548584;12.5;5;27.6032464504;
17;2;23.3536624908;12.5;5;26.2221269608;2;29.6536026001;12.5;5;27.7958021164;
18;2;24.3687000275;12.5;6;26.2560760975;2;30.6774806976;12.5;5;27.9972171783;
19;2;25.3839759827;12.5;6;26.2905418873;2;30.798330307;12.5;6;28.207105875;
20;2;25.8307437897;12.5;6;26.3255085945;2;30.9242630005;12.5;6;28.4249610901;
21;2;25.8464794159;12.5;6;26.3609591722;2;31.054977417;12.5;6;28.6501536369;
22;2;25.8624305725;12.5;6;26.3968753815;2;31.1900920868;12.5;6;28.8819327354;
23;2;25.8785934448;12.5;7;26.4332377911;2;31.329158783;12.5;6;29.1194319725;
24;3;25.8949565887;12.5;6;26.4700255394;3;31.4716587067;12.5;5;29.3616781235;
25;3;23.9115104675;13.5;6;26.5072168112;3;31.6170063019;12.5;5;29.60760355;
26;3;22.9282474518;14.5;6;26.5447884798;3;31.7645626068;12.5;5;29.8560638428;
27;3;21.9451541901;15.5;6;26.5827163458;3;31.9136390686;12.5;5;30.1058568954;
28;3;20.962223053;16.5;6;26.6209751368;3;32.0635147095;12.5;5;30.3557448387;
29;3;19.9794387817;17.5;6;26.6595385075;3;32.2134475708;12.5;5;30.6044793129;
30;3;18.9967918396;18.5;6;26.6983793974;3;32.3626861572;12.5;6;30.8508253098;
31;3;18.0142707825;19.5;6;26.7374696732;3;32.5104942322;14.5;6;31.0935864449;
32;3;17.0318603516;20.5;5;26.7767804861;3;32.6561508179;16.5;6;31.3316273689;
33;3;16.0495510101;21.5;5;26.8162822723;3;32.7989768982;18.5;6;31.5638952255;
34;3;15.0673274994;22.5;5;26.8559447527;3;32.9383392334;20.5;6;31.7894377708;
35;3;14.8351745605;23.5;6;26.8957372904;3;33.0736618042;22.5;6;33.0074167252;
36;3;14.8530817032;24.5;6;26.9356285334;3;34.2044487;23.5;6;33.347119689;
37;3;14.8710327148;25.5;7;26.9755871296;3;35.3302726746;24.5;7;33.6933945417;
38;3;14.8890142441;26.5;7;27.015581131;3;36.2160377502;25.5;7;34.0472221375;
39;3;14.9070110321;27.5;7;27.0555787086;3;36.4283294678;26.5;8;34.4097383022;
40;3;14.9250106812;28.5;7;27.0955479145;3;36.6458435059;27.5;8;34.7821956873;
41;3;14.9429969788;29.5;7;27.135456562;3;36.8693199158;27.5;8;35.1659162045;
42;3;15.9609556198;27.5;9;27.17527318;3;37.0995483398;27.5;9;35.5622282028;
43;3;14.9788722992;28.5;9;27.2149660587;3;37.3373374939;27.5;9;35.9723961353;
44;3;15.9967346191;27.5;9;27.2545039654;3;37.5834350586;27.5;9;36.3975389004;
45;3;17.0145263672;27.5;10;27.293856144;3;37.8385238647;27.5;9;36.8385424614;
