Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;14.0;10.0;3;21.0;
3;1;8.0;12.0;6;20.0;2;15.0;10.0;3;21.0599999428;
4;1;9.0;11.0;6;20.0;2;17.0;10.0;3;21.1229639053;
5;1;10.0;10.0;6;20.0;2;18.6737785339;10.0;3;21.1889609098;
6;1;11.0;10.0;6;20.0;2;19.7133769989;10.0;3;21.6699410677;
7;1;12.0;10.0;6;20.0;2;20.761964798;10.1999998093;3;22.0818096399;
8;1;13.0;10.0;5;20.3999996185;2;21.24908638;10.3632001877;3;23.2920063734;
9;2;14.0;10.5;3;21.7264003754;2;23.24908638;10.9097137451;3;24.3297555447;
10;2;14.3268795013;10.3632001877;3;22.879427433;2;25.24908638;11.3658018112;3;25.2069878578;
11;2;14.8187427521;10.9097137451;3;24.7273454666;2;26.4752960205;11.7372808456;3;25.9430538416;
12;2;15.621972084;11.8021907806;3;26.3029879332;2;27.5612335205;12.0336990356;3;26.5605664253;
13;2;17.8187427521;12.5570135117;3;27.5991430283;2;28.6526641846;12.2662630081;3;27.0822491646;
14;2;19.8187427521;13.170545578;3;28.635176301;2;29.7496700287;12.446267128;3;27.3607378006;
15;2;20.8187427521;13.6524438858;3;29.4464968443;2;30.8522834778;12.5;4;27.5410807133;
16;2;21.8187427521;14.0203924179;3;30.0745158195;3;31.9604892731;12.5;3;27.7306177616;
17;2;22.8187427521;14.2950820923;3;30.5594617128;3;33.0742111206;12.5;3;27.9291167259;
18;2;23.8187427521;14.4966192245;3;30.6513283253;3;33.7574691772;12.5;3;28.136231184;
19;2;24.8187427521;14.5;3;30.7396525145;3;33.8817367554;12.5;4;28.3514947891;
20;2;25.8187427521;14.5;3;30.8311642408;3;34.0108947754;12.5;4;28.5743191242;
21;2;26.8187427521;14.5;3;30.9258141518;3;34.1445922852;12.5;4;28.8039934635;
22;2;27.0499992371;14.5;4;31.0235335827;3;34.2823944092;12.5;4;29.039689064;
23;3;27.0499992371;14.5;3;31.1242339611;3;34.4238128662;12.5;4;29.2804670334;
24;3;27.0499992371;14.5;3;31.2278065681;3;34.5682792664;12.5;4;29.5252895355;
25;3;27.0499992371;14.5;3;31.3341217041;3;34.715171814;12.5;4;29.7730360031;
26;4;27.0499992371;14.5;2;31.4430289268;3;34.863822937;12.5;4;30.022521019;
27;4;27.0499992371;14.5;2;31.5543570518;3;35.0135116577;12.5;5;30.2725157738;
28;4;25.0499992371;15.5;2;31.667914629;4;35.1635093689;12.5;4;30.5217733383;
29;4;24.0499992371;16.5;2;31.7834908962;4;35.3130645752;14.5;4;30.769051075;
30;4;23.0499992371;17.5;2;31.9008569717;4;35.4614295959;16.5;4;31.0131368637;
31;4;22.0499992371;18.5;2;32.0197672844;4;35.6078834534;18.5;4;31.252872467;
32;4;21.0499992371;19.5;2;32.1399610043;4;35.7517242432;20.5;3;31.4871754646;
33;4;20.0499992371;20.5;3;32.2611646652;4;35.8923034668;22.5;3;32.7150583267;
34;4;19.0499992371;21.5;3;32.3830943108;4;37.0290374756;23.5;4;32.9656441212;
35;4;18.0499992371;22.5;4;32.5054576397;4;38.1613845825;24.5;4;33.2087681293;
36;4;17.0499992371;23.5;4;32.6279573441;4;38.2889060974;25.5;4;33.4437963963;
37;4;16.0499992371;24.5;4;32.7502937317;4;38.4112167358;26.5;4;33.6702272892;
38;4;15.0499992371;25.5;5;32.8721673489;5;38.5280265808;27.5;4;33.8876875639;
39;4;14.0499992371;26.5;5;32.9932823181;5;38.6391105652;28.077917099;5;34.0959311724;
40;4;15.0;27.5;5;33.1133489609;5;38.7443313599;28.0943546295;5;34.2948293686;
41;4;15.8510074615;28.5;7;32.8320875168;5;38.8436203003;28.1110630035;6;34.4843637943;
42;4;15.9044389725;30.5;8;32.5892271996;5;38.9369735718;28.1280384064;7;34.6646111012;
43;4;15.9571523666;32.5;9;32.3805160522;5;39.0244407654;28.1452713013;7;34.8357348442;
44;4;16.0090332031;34.5;11;32.2021141052;5;39.106136322;28.1627540588;7;34.9979687929;
