Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;14.0;10.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;15.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;16.0;10.0;4;20.3999996185;
7;1;12.0;10.0;6;20.0;2;17.6000003815;10.1999998093;3;21.7264003754;
8;1;13.0;10.0;6;20.3999996185;2;18.0358409882;10.3632001877;3;22.9044275284;
9;1;14.0;10.1999998093;6;20.7264003754;2;18.7426567078;10.9097137451;3;23.9079064131;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;20.7426567078;11.3658018112;3;24.7487763166;
11;1;14.8187427521;10.9097137451;5;22.7316036224;2;22.7426567078;11.7372808456;3;25.4464268684;
12;2;15.2292222977;11.665802002;4;24.4745616913;2;23.9190731049;12.0336990356;3;26.0235453844;
13;2;17.8187427521;11.7372808456;4;25.1073980331;2;24.9862670898;12.2662630081;3;26.5029690266;
14;2;19.8187427521;12.0336990356;4;25.6137099266;2;26.0579166412;12.446267128;3;26.7374911308;
15;2;21.3052749634;12.2662630081;4;26.0160877705;2;27.1341514587;12.5;3;26.8723640442;
16;2;22.3243408203;12.446267128;4;26.1671074629;2;28.2150745392;12.5;3;27.0151810646;
17;2;23.3439407349;12.5;4;26.211841464;2;29.3007640839;12.5;3;27.1660137177;
18;2;24.3640708923;12.5;5;26.2577478886;2;30.2996082306;12.5;3;27.3248689175;
19;2;25.3847293854;12.5;5;26.3048160076;2;30.3949203491;12.5;4;27.4916813374;
20;2;25.8371677399;12.5;5;26.3530313969;2;30.4950084686;12.5;5;27.6663062572;
21;2;25.8588638306;12.5;5;26.4023760557;2;30.5997848511;12.5;6;27.8485133648;
22;2;25.8810691833;12.5;5;26.4528282881;2;30.7091083527;12.5;6;28.0379817486;
23;2;25.9037723541;12.5;5;26.5043625832;2;30.8227882385;12.5;5;28.2342967987;
24;2;25.9269638062;12.5;5;26.5569496155;2;30.9405784607;12.5;5;28.4369482994;
25;2;23.9506263733;13.5;5;26.6105561256;3;31.0621681213;12.5;4;28.6453323364;
26;2;22.9747505188;14.5;5;26.6651450396;3;31.1871986389;12.5;4;28.8587543964;
27;2;21.25;15.5;5;26.72067523;3;31.3152523041;12.5;4;29.0764360428;
28;2;20.25;16.5;5;26.7771017551;3;31.4458618164;12.5;4;29.2975239754;
29;2;19.25;17.5;5;26.8343759775;3;31.5785140991;12.5;4;29.5211014748;
30;2;18.25;18.5;5;26.8924454451;3;31.7126617432;12.5;4;29.7462024689;
31;2;17.25;19.5;6;26.9512542486;3;31.8477210999;14.5;5;29.971827507;
32;2;16.25;20.5;6;27.0107431412;3;31.9830970764;16.5;5;30.1969604492;
33;2;15.25;21.5;7;27.0708494186;3;32.1181755066;18.5;5;30.4205875397;
34;2;14.25;22.5;8;27.1315076351;3;32.2523536682;20.5;5;30.6417155266;
35;2;14.0;23.5;8;27.1926498413;3;32.3850288391;22.5;4;30.8593888283;
36;2;14.0;24.5;9;27.2542052269;3;32.5156326294;22.5;4;31.0727062225;
37;2;14.0;25.5;9;27.3161010742;3;32.6436233521;22.5;5;32.2808356285;
38;2;14.0;26.5;11;27.3782629967;3;33.7685012817;23.5;5;32.5030260086;
39;2;14.0;27.5;11;27.4406147003;3;34.8898162842;24.5;7;32.7188129425;
40;2;14.0;28.5;12;27.5030794144;3;35.0071716309;25.5;7;32.9276281595;
41;2;14.0;29.5;14;27.5655794144;3;35.1202278137;26.5;8;33.1290034056;
42;2;15.0;27.5;14;27.628036499;3;35.2287101746;27.5;9;33.3225729465;
43;2;14.0;28.5;14;27.690372467;3;35.3324050903;27.5;10;33.5080708265;
44;2;14.0;29.5;15;27.7525100708;3;35.4311561584;27.5;9;33.6853270531;
45;2;15.0;28.5;15;27.8143725395;3;35.5248641968;27.5;11;33.8542625904;
46;2;16.0;28.5;16;27.8758842945;3;35.613483429;28.0825614929;12;34.0148804188;
47;2;17.0;28.5;16;27.936971426;3;35.6970291138;28.0932502747;12;34.1672583818;
