Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;16.0;10.0;4;20.3999996185;
7;1;12.0;10.0;5;20.0;2;17.6000003815;10.1999998093;3;21.7264003754;
8;1;13.0;10.0;4;20.3999996185;2;18.0358409882;10.3632001877;2;22.8494274616;
9;1;14.0;10.1999998093;4;20.7264003754;2;18.7096557617;10.9097137451;2;23.7921946049;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;20.7096557617;11.3658018112;2;24.5663278103;
11;1;14.8187427521;10.9097137451;4;22.7316036224;2;22.7096557617;11.7372808456;2;25.1909153461;
12;1;15.2292222977;11.3658018112;4;23.4745616913;2;23.7657661438;12.0336990356;3;25.6883610487;
13;1;16.8187427521;11.7372808456;4;24.0673980713;2;24.78515625;12.2662630081;3;26.0812431574;
14;1;17.8187427521;12.0336990356;4;24.5325260162;2;25.8048820496;12.446267128;3;26.2221269608;
15;1;18.8187427521;12.2662630081;4;24.892534256;2;26.8249320984;12.5;3;26.2560760975;
16;1;19.8187427521;12.446267128;4;25.0;2;27.8453006744;12.5;3;26.2905418873;
17;1;20.8187427521;12.5;4;25.0;2;28.8659801483;12.5;3;26.3255085945;
18;1;21.8187427521;12.5;5;25.0;2;29.7953052521;12.5;3;26.3609591722;
19;1;22.8187427521;12.5;6;25.0;2;29.816576004;12.5;4;26.3968753815;
20;1;23.25;12.5;7;25.0;2;29.8381252289;12.5;6;26.4332377911;
21;1;23.25;12.5;7;25.0;2;29.8599433899;12.5;6;26.4700255394;
22;1;23.25;12.5;7;25.0;2;29.8820152283;12.5;6;26.5072168112;
23;1;23.25;12.5;7;25.0;2;29.9043292999;12.5;6;26.5447884798;
24;1;23.25;12.5;8;25.0;2;29.9268722534;12.5;6;26.5827163458;
25;1;23.25;12.5;8;25.0;2;29.9496307373;12.5;6;26.6209751368;
26;1;21.25;13.5;8;25.0;2;29.9725856781;12.5;6;26.6595385075;
27;1;20.25;14.5;8;25.0;2;29.9957237244;12.5;6;26.6983793974;
28;1;19.25;15.5;8;25.0;2;30.01902771;12.5;6;26.7374696732;
29;1;18.25;16.5;8;25.0;2;30.0424823761;12.5;6;26.7767804861;
30;1;17.25;17.5;8;25.0;2;29.0;13.3883905411;6;26.8162822723;
31;1;16.25;18.5;8;25.0;2;29.0;13.4081411362;7;26.8559447527;
32;1;15.25;19.5;9;25.0;2;29.0;15.4081411362;7;26.8957372904;
33;1;14.25;20.5;8;25.0;2;29.0;17.4081420898;7;26.9356285334;
34;1;13.25;21.5;8;25.0;2;29.0;19.4081420898;8;26.9755871296;
35;1;12.25;22.5;8;25.0;2;29.0;21.4081420898;8;27.015581131;
36;1;12.0;23.5;8;25.0;2;29.0;23.4081420898;8;27.0555787086;
37;1;12.0;24.5;9;25.0;2;29.0;23.5277900696;8;27.0955479145;
38;1;12.0;25.5;9;25.0;2;29.0;23.5477733612;8;27.135456562;
39;1;12.0;26.5;10;25.0;2;29.0;23.5677280426;8;27.17527318;
40;1;12.0;27.5;11;25.0;2;29.0;23.5876369476;8;27.2149660587;
41;1;12.0;28.5;12;25.0;2;29.0;23.6074829102;8;27.2545039654;
42;1;12.0;29.5;13;25.0;2;29.0;23.6272525787;9;27.293856144;
43;1;13.0;27.5;13;25.0;2;29.0;23.6469268799;9;27.3329925537;
44;1;12.0;28.5;15;25.0;2;29.0;23.6664962769;10;27.3718836308;
45;1;12.0;29.5;15;25.0;2;29.0;23.6859416962;11;27.4105007648;
46;1;13.0;27.5;15;25.0;2;29.0;23.7052497864;11;27.4488155842;
47;1;12.0;28.5;15;25.0;2;29.0;23.724407196;10;27.4868011475;
48;1;12.0;29.5;15;25.0;2;29.0;23.7434005737;11;27.5244314671;
49;1;13.0;27.5;15;25.0;2;29.0;23.7622146606;11;27.5616812706;
50;1;12.0;28.5;15;25.0;3;30.0;24.7808418274;10;28.5985264778;
