Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;2;13.3999996185;10.0;3;21.0;
2;1;7.0;13.0;6;20.0;2;13.3999996185;10.0;3;21.0599999428;
3;1;8.0;12.0;6;20.0;2;13.4239997864;10.0;3;21.1229639053;
4;1;9.0;11.0;6;20.0;2;14.6737785339;10.0;3;21.1889609098;
5;1;10.0;10.0;6;20.0;2;15.7133769989;10.0;3;21.2580518723;
6;1;11.0;10.0;6;20.0;2;16.7548313141;10.0;3;21.7428686619;
7;1;12.0;10.0;6;20.0;2;17.805721283;10.1999998093;3;22.1586660147;
8;1;13.0;10.0;6;20.3999996185;2;18.2952003479;10.3632001877;3;23.3744058609;
9;1;14.0;10.1999998093;6;20.7264003754;2;19.0246429443;10.9097137451;3;24.4179002047;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;21.0246429443;11.3658018112;3;25.3010519743;
11;1;14.8187427521;10.9097137451;6;22.7316036224;2;23.0246429443;11.7372808456;3;26.0431767702;
12;1;15.2292222977;11.3658018112;6;23.4745616913;2;24.2771224976;12.0336990356;3;26.6668455601;
13;1;16.8187427521;11.7372808456;6;24.0673980713;2;25.3722476959;12.2662630081;3;27.194732666;
14;1;17.8187427521;12.0336990356;6;24.5325260162;2;26.4729747772;12.446267128;3;27.4794170856;
15;1;18.8187427521;12.2662630081;6;24.892534256;2;27.5793056488;12.5;4;27.6658837795;
16;1;19.8187427521;12.446267128;6;25.0;3;28.6911849976;12.5;3;27.86140275;
17;1;20.8187427521;12.5;6;25.0;3;29.8084983826;12.5;3;28.0656666756;
18;1;21.8187427521;12.5;6;25.0;3;30.8393993378;12.5;3;28.2782502174;
19;1;22.8187427521;12.5;6;25.0;3;30.9669494629;12.5;4;28.4986059666;
20;1;23.25;12.5;8;25.0;3;31.0991630554;12.5;4;28.7260642052;
21;1;23.25;12.5;8;25.0;3;31.2356376648;12.5;4;28.9598350525;
22;1;23.25;12.5;8;25.0;3;31.3759002686;12.5;4;29.1990156174;
23;1;23.25;12.5;8;25.0;3;31.5194091797;12.5;4;29.4425997734;
24;1;23.25;12.5;8;25.0;3;31.6655597687;12.5;4;29.6894927025;
25;1;23.25;12.5;10;25.0;3;31.8136959076;12.5;4;29.9385285378;
26;1;23.25;12.5;10;25.0;3;31.9631175995;12.5;5;30.1884908676;
27;1;23.25;12.5;10;25.0;4;32.1130943298;12.5;4;30.4381356239;
28;1;23.25;12.5;10;25.0;4;32.2628822327;12.5;5;30.6862158775;
29;1;23.25;12.5;10;25.0;4;32.4117279053;12.5;5;30.9315071106;
30;2;23.25;12.5;8;45.0;4;32.5589065552;12.5;5;31.1728301048;
31;2;22.25;13.5;8;46.2000007629;4;32.7036972046;14.5;5;31.4090747833;
32;2;22.25;14.5;8;47.2175998688;4;32.8454437256;16.5;5;31.6392197609;
33;2;22.25;15.5;8;48.0579586029;4;32.9835319519;18.5;6;31.8623495102;
34;2;22.25;16.5;8;48.736333847;4;33.1174087524;20.5;6;32.0776662827;
35;2;22.25;17.5;8;49.273645401;4;33.2466011047;22.5;7;32.2844991684;
36;3;23.25;19.2000007629;7;50.6926937103;4;33.3707008362;22.5;8;32.4823098183;
37;3;24.25;19.5;7;51.1699999571;4;33.4893875122;22.5;9;32.6706910133;
38;3;24.7765007019;20.5;8;51.3669109344;4;33.6024131775;22.5;9;32.8493652344;
39;3;24.25;22.4568367004;9;51.5942704678;4;33.7096176147;22.5;10;33.0181760788;
40;3;24.4674224854;25.4568367004;10;51.8558222055;5;33.8109054565;22.5;9;33.1770820618;
41;3;24.75;25.4568367004;10;52.1554293633;5;33.90625;22.5;9;33.3261432648;
42;3;25.75;26.4568367004;11;52.4969480038;5;33.9956855774;22.5;11;33.465511322;
43;3;26.75;27.4568367004;12;52.8840510845;5;34.0793075562;22.5;11;33.595413208;
44;3;27.75;28.4568367004;13;53.3200027943;5;34.1572494507;22.5;9;33.7161436081;
45;3;28.75;29.4568367004;12;53.8073790073;5;34.2296867371;22.5;9;33.8280467987;
46;3;29.75;27.5;11;54.3477458954;5;34.2968292236;22.5;9;33.9315071106;
47;3;30.75;27.5;12;54.9413113594;5;34.3589057922;22.5;7;34.0;
48;3;29.75;28.5;12;55.586581707;5;34.4000015259;22.5;7;35.0;
49;4;29.75;28.5;11;73.5300674438;5;35.4000015259;23.5;7;36.2000002861;
50;4;31.75;30.5;11;75.1285862923;5;37.1079978943;25.0;7;37.1672730446;
51;4;34.75;29.5;10;76.6486320496;5;37.6762466431;26.3899993896;8;37.9366756678;
52;4;34.75;31.5;11;78.0829706192;5;38.1256561279;27.6872596741;8;38.5445860624;
53;5;36.75;31.5;7;94.427312851;5;38.478061676;28.9097423553;8;38.8766233921;
54;5;39.75;33.5;7;96.4291992188;5;38.6648368835;29.0;10;39.0173057318;
55;5;41.75;35.5;7;98.2566137314;5;38.7366943359;29.0;9;39.1438889503;
56;5;39.75;36.5;8;99.908039093;5;38.7999992371;29.0;10;39.1651208401;
57;5;38.75;37.5;8;101.264432907;5;38.7999992371;29.5825614929;10;39.1864993572;
58;5;38.75;39.5;9;102.38711834;5;38.7999992371;29.0;11;39.2080165148;
59;5;38.75;38.5;9;103.389673233;5;38.7999992371;29.0;12;39.2296639681;
60;5;38.75;39.5;10;104.275220871;6;36.7999992371;30.0;11;39.2514331341;
61;5;38.75;40.5;11;108.650922775;6;35.7999992371;31.0;12;39.2733153105;
62;5;39.5;42.0;12;112.257892609;6;34.7999992371;32.0;12;39.2953014374;
63;6;40.0849990845;43.3899993896;12;115.183649063;6;33.7999992371;33.0;12;39.3173824549;
64;6;40.5308914185;44.6872596741;12;117.527353287;6;32.7999992371;34.0;12;39.3395489454;
65;6;40.8646125793;45.9097442627;12;119.091184616;6;31.7999992371;35.0;13;39.3617914915;
66;6;41.0;47.0;12;119.761116028;6;30.7999992371;36.0;13;39.3841004372;
