Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;6;20.0;
4;1;9.0;11.0;6;20.0;1;14.0;10.0;6;20.0;
5;1;10.0;10.0;6;20.0;1;15.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;16.0;10.0;4;20.3999996185;
7;1;12.0;10.0;6;20.0;1;17.0;10.1999998093;4;20.7264003754;
8;1;13.0;10.0;6;20.3999996185;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;14.0;10.1999998093;6;20.7264003754;1;18.0916557312;10.9097137451;4;22.7316036224;
10;1;14.3268795013;10.3632001877;6;21.8194274902;1;19.0916557312;11.3658018112;4;23.4745616913;
11;1;14.8187427521;10.9097137451;5;22.7316036224;1;20.0916557312;11.7372808456;4;24.0673980713;
12;1;15.2292222977;11.3658018112;5;23.4745616913;1;21.0916557312;12.0336990356;4;24.5325260162;
13;2;17.8187427521;12.0372810364;4;25.0673980713;1;21.7195167542;12.2662630081;4;24.892534256;
14;2;19.8187427521;12.0336990356;4;25.6225260496;1;21.9355201721;12.446267128;4;25.0;
15;2;21.3092422485;12.2662630081;4;26.0796532631;1;22.0;12.5;4;25.0;
16;2;22.3529472351;12.446267128;4;26.2917383909;1;23.9355201721;12.5;4;25.0;
17;2;23.4000244141;12.5;4;26.4042263031;1;24.9355201721;12.5;4;25.0;
18;2;24.4506454468;12.5;5;26.5249304771;1;25.9355201721;12.5;5;25.0;
19;2;25.5049610138;12.5;5;26.6541694403;2;27.9355201721;12.5;4;26.0;
20;2;25.9943771362;12.5;6;26.7922235727;2;29.0;12.5;5;26.0399999619;
21;2;26.0565013885;12.5;6;26.9393253326;2;29.0;12.5;6;26.0811839104;
22;2;26.1226959229;12.5;6;27.0956480503;2;29.0;12.5;6;26.1235535145;
23;3;26.1930408478;12.5;6;27.261295557;2;29.0;12.5;6;26.1671074629;
24;3;26.2675819397;12.5;6;27.4362905025;2;29.0;12.5;6;26.211841464;
25;3;24.3463306427;13.5;6;27.6205644608;2;29.0;12.5;6;26.2577478886;
26;3;23.4292545319;14.5;6;27.8139474392;2;29.0;12.5;6;26.3048160076;
27;3;22.5162773132;15.5;6;28.016159296;2;29.0;12.5;6;26.3530313969;
28;3;21.6072711945;16.5;6;28.2268030643;2;29.0;12.5;7;26.4023760557;
29;3;20.7020606995;17.5;6;28.445360899;3;29.0;12.5;6;26.4528282881;
30;3;19.8004131317;18.5;6;28.6711919308;3;29.0;12.5;6;26.5043625832;
31;3;18.9020366669;19.5;7;28.9035346508;3;29.0;12.5;6;26.5569496155;
32;3;18.0065898895;20.5;7;29.141512394;3;29.0;12.5;6;26.6105561256;
33;3;17.1136798859;21.5;7;29.3841423988;3;29.0;12.5;6;26.6651450396;
34;3;16.222864151;22.5;7;29.6303496361;3;29.0;14.5;6;26.72067523;
35;3;16.083656311;23.5;7;29.8789830208;3;29.0;16.5;6;26.7771017551;
36;3;16.1955413818;24.5;7;30.1288366318;3;29.0;18.5;7;26.8343759775;
37;3;16.307975769;25.5;7;31.3786706924;3;29.0;20.5;7;26.8924454451;
38;3;17.4204025269;26.5;7;31.6572368145;3;29.0;22.5;7;26.9512542486;
39;3;18.5322570801;27.5;7;31.9338934422;3;29.0;22.5;7;27.0107431412;
40;3;18.6429862976;29.2424144745;7;32.2074420452;3;29.0;22.5;7;27.0708494186;
41;3;19.2433490753;29.5;9;32.4767458439;3;29.0;22.5;7;27.1315076351;
42;3;17.7520542145;29.5;9;32.7407511473;3;29.0;22.5;7;27.1926498413;
43;3;18.5201263428;30.5;10;32.9985052347;3;29.0;22.5;7;27.2542052269;
44;3;17.5349197388;33.5;11;33.2491698265;3;29.0;22.5;8;27.3161010742;
45;3;18.5499572754;36.5;12;33.4920299053;3;29.0;22.5;8;27.3782629967;
46;3;19.5652351379;39.5;13;33.7265007496;3;29.0;22.5;8;27.4406147003;
47;3;19.9269256592;40.5;15;33.9521284103;3;29.0;22.5;8;27.5030794144;
48;3;18.9426612854;39.5;15;34.1685878038;3;29.0;22.5;8;27.5655794144;
