Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;2;13.3999996185;10.0;3;21.0;
2;1;7.0;13.0;4;20.0;2;13.3999996185;10.0;3;21.0599999428;
3;1;8.0;12.0;4;20.0;2;13.4239997864;10.0;3;21.1229639053;
4;1;9.0;11.0;4;20.0;2;14.6737785339;10.0;3;21.1889609098;
5;1;10.0;10.0;4;20.0;2;15.7133769989;10.0;3;21.2580518723;
6;1;11.0;10.0;4;20.0;2;16.7548313141;10.0;3;21.7428686619;
7;1;12.0;10.0;4;20.0;2;17.805721283;10.1999998093;3;22.1586660147;
8;1;13.0;10.0;4;20.3999996185;2;18.2952003479;10.3632001877;3;23.3744058609;
9;1;14.0;10.1999998093;4;20.7264003754;2;19.0246429443;10.9097137451;3;24.4179002047;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;21.0246429443;11.3658018112;3;25.3010519743;
11;1;14.8187427521;10.9097137451;4;22.7316036224;2;23.0246429443;11.7372808456;3;26.0431767702;
12;1;15.2292222977;11.3658018112;4;23.4745616913;2;24.2771224976;12.0336990356;3;26.6668455601;
13;2;17.8187427521;12.0372810364;3;25.0673980713;2;25.3722476959;12.2662630081;3;27.194732666;
14;2;19.8187427521;12.0336990356;3;25.5625259876;2;26.4729747772;12.446267128;3;27.4794170856;
15;2;21.2822418213;12.2662630081;3;25.9531252384;2;27.5793056488;12.5;4;27.6658837795;
16;2;22.2960090637;12.446267128;3;26.091766119;3;28.6911849976;12.5;3;27.86140275;
17;2;23.3100376129;12.5;5;26.1235172749;3;29.8084983826;12.5;3;28.0656666756;
18;3;24.3243255615;12.5;4;26.1558350325;3;30.8393993378;12.5;3;28.2782502174;
19;3;25.3388690948;12.5;4;26.1887089014;3;30.9669494629;12.5;4;28.4986059666;
20;3;25.7849197388;12.5;5;26.2221269608;3;31.0991630554;12.5;5;28.7260642052;
21;3;25.7999572754;12.5;5;26.2560760975;3;31.2356376648;12.5;6;28.9598350525;
22;3;25.8152351379;12.5;5;26.2905418873;3;31.3759002686;12.5;5;29.1990156174;
23;3;25.8307437897;12.5;5;26.3255085945;3;31.5194091797;12.5;5;29.4425997734;
24;3;25.8464794159;12.5;5;26.3609591722;3;31.6655597687;12.5;5;29.6894927025;
25;3;23.8624305725;13.5;6;26.3968753815;3;31.8136959076;12.5;5;29.9385285378;
26;4;22.8785934448;14.5;5;26.4332377911;3;31.9631175995;12.5;5;30.1884908676;
27;4;21.8949565887;15.5;5;26.4700255394;3;32.1130943298;12.5;5;30.4381356239;
28;4;20.9115104675;16.5;5;26.5072168112;3;32.2628822327;12.5;5;30.6862158775;
29;5;19.9282474518;17.5;3;35.0447884798;3;32.4117279053;12.5;5;30.9315071106;
30;5;19.25;18.5;3;35.4227164984;3;32.5589065552;12.5;5;31.1728301048;
31;5;19.25;20.5;3;35.7845188379;3;32.7036972046;14.5;5;31.4090747833;
32;5;19.25;21.6346817017;3;36.1288197041;3;32.8454437256;16.5;6;31.6392197609;
33;5;19.25;22.6616764069;3;36.4546478987;3;32.9835319519;18.5;6;31.8623495102;
34;5;19.25;23.6888656616;4;36.7614240646;3;33.1174087524;20.5;6;32.0776662827;
35;5;20.0;24.7162284851;4;37.0489324331;3;33.2466011047;22.5;7;32.2844991684;
36;5;21.4220199585;24.5;5;37.317281723;3;33.3707008362;22.5;7;32.4823098183;
37;5;21.5427780151;25.5;5;37.5668593645;3;33.4893875122;22.5;7;32.6706910133;
38;5;21.6550865173;26.5;5;37.7982794046;4;33.6024131775;22.5;7;32.8493652344;
39;5;21.7592258453;27.5;5;39.012334466;4;33.7096176147;22.5;8;33.0181760788;
40;5;22.855550766;28.5;6;39.2399468422;4;33.8109054565;22.5;8;33.1770820618;
41;6;24.0554618835;29.5;5;39.4527180195;4;33.90625;22.5;8;33.3261432648;
42;6;25.1194458008;31.5;5;39.6473448277;4;33.9956855774;22.5;8;33.465511322;
43;6;27.1000099182;33.5;7;39.7190651894;4;34.0793075562;22.5;9;33.595413208;
44;6;27.1749992371;35.5;7;39.7912915945;4;34.1572494507;22.5;10;34.7161436081;
45;6;29.1359558105;37.5;7;39.8639820814;5;35.2296867371;23.5;8;49.9130468369;
46;6;29.1749992371;38.5;8;39.9370930195;5;37.2968292236;25.5;9;50.8578099012;
47;6;30.1749992371;38.150390625;8;40.0105800629;5;38.3589019775;27.5;9;51.6935890913;
48;6;32.1749992371;35.6304702759;9;40.0843980312;5;39.4000015259;29.5;9;52.3863186836;
49;6;32.1749992371;35.6614875793;9;40.1585011482;5;40.4000015259;31.5;9;54.5550149679;
50;6;33.1749992371;35.3260536194;10;40.232842803;5;42.1079978943;33.7593002319;9;56.393564105;
51;7;34.1749992371;35.385181427;9;40.3073761463;5;43.6762466431;34.2250900269;10;57.9397176504;
52;7;34.4249992371;35.4445381165;9;40.3820533752;5;45.1256561279;34.604434967;12;59.2371520996;
53;7;34.4249992371;35.5040855408;10;40.4568266869;6;46.4780578613;34.9155693054;10;60.181579113;
54;7;34.4249992371;35.5637817383;11;40.5316482782;6;47.6648330688;35.1012649536;10;60.8689301014;
55;8;34.4249992371;35.6235961914;10;40.6064697504;6;48.7366943359;35.2036514282;11;61.4880256653;
56;8;34.1201553345;33.5;10;40.6812428236;6;49.7999992371;35.3130989075;12;61.8592393398;
57;8;33.4249992371;34.5;10;41.7559193373;7;50.25;35.4296188354;11;62.1062994003;
58;8;36.4249992371;34.9588775635;11;41.8604512215;7;47.25;36.0;11;62.3670327663;
59;8;36.4249992371;36.9935836792;11;41.9653819799;7;46.25;38.0;12;62.6408724785;
60;8;36.4249992371;38.9230308533;11;42.0706572533;7;44.4345245361;40.0;12;62.9270133972;
61;8;37.4249992371;38.0637207031;11;43.4044282436;7;42.4345245361;40.0;12;64.2244057655;
62;8;36.9526252747;40.6147384644;12;45.5023311377;7;43.25;42.0;12;64.6817563772;
63;9;39.3733558655;41.6456489563;11;46.4600260258;7;44.25;45.0;13;65.1683154106;
64;9;41.02003479;43.0178909302;11;47.1677271128;7;44.25;48.0;15;65.6846755743;
65;9;39.9187698364;45.3165893555;11;47.5814094543;7;43.25;51.0;16;66.2313399315;
