Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;13.3999996185;10.0;4;21.0;
3;1;8.0;12.0;5;20.0;2;13.3999996185;10.0;5;21.0599999428;
4;1;9.0;11.0;5;20.0;2;14.6359996796;10.0;4;21.1229639053;
5;1;10.0;10.0;5;20.0;2;15.6737785339;10.0;4;21.1889609098;
6;1;11.0;10.0;5;20.0;2;16.7133769989;10.0;3;21.6699410677;
7;1;12.0;10.0;5;20.0;2;17.761964798;10.1999998093;3;22.0818096399;
8;1;13.0;10.0;5;20.3999996185;2;18.24908638;10.3632001877;3;23.2920063734;
9;1;14.0;10.1999998093;5;20.7264003754;2;18.9752025604;10.9097137451;3;24.3297555447;
10;2;14.3268795013;10.6632003784;4;22.8194274902;2;20.9752025604;11.3658018112;3;25.2069878578;
11;2;15.2687425613;10.9097137451;3;23.7616035938;2;22.9752025604;11.7372808456;3;25.9430538416;
12;2;15.6927223206;11.3658018112;3;24.5351526737;2;24.217048645;12.0336990356;3;26.5605664253;
13;2;18.2822418213;11.7372808456;3;25.1591641903;2;24.936340332;12.2662630081;3;27.0822491646;
14;2;20.2822418213;12.0336990356;3;25.6560432911;2;25.2493495941;12.446267128;3;27.3607378006;
15;2;21.3243255615;12.2662630081;3;26.0483692884;2;25.4164428711;12.5;3;27.5410807133;
16;2;21.8187427521;12.446267128;3;26.1887089014;2;27.4601688385;12.5;3;27.7306177616;
17;2;22.8187427521;12.5;3;26.2221269608;2;28.573890686;12.5;3;27.9291167259;
18;2;23.8187427521;12.5;3;26.2560760975;2;29.6929893494;12.5;3;28.136231184;
19;2;24.8187427521;12.5;3;26.2905418873;2;30.8172588348;12.5;4;28.3514947891;
20;2;25.25;12.5;3;26.3255085945;2;31.0108966827;12.5;4;28.5743191242;
21;2;25.25;12.5;3;26.3609591722;2;31.1445922852;12.5;4;28.8039934635;
22;2;25.25;12.5;3;26.3968753815;2;31.2823963165;12.5;4;29.039689064;
23;2;25.25;12.5;3;26.4332377911;2;31.4238128662;12.5;4;29.2804670334;
24;2;25.25;12.5;3;26.4700255394;2;31.5682792664;12.5;4;29.5252895355;
25;2;23.25;13.5;3;26.5072168112;2;31.7151737213;12.5;4;29.7730360031;
26;2;22.25;14.5;3;26.5447884798;2;31.8638210297;12.5;5;30.022521019;
27;2;21.25;15.5;12;26.5827163458;3;32.0135116577;12.5;5;30.2725157738;
28;2;20.25;16.5;12;26.6209751368;3;32.1635093689;12.5;5;30.5217733383;
29;2;19.25;17.5;12;26.6595385075;3;32.3130645752;12.5;5;30.769051075;
30;2;18.25;18.5;13;26.6983793974;3;32.4614295959;12.5;5;31.0131368637;
31;2;17.25;19.5;13;26.7374696732;3;32.6078834534;14.5;5;31.252872467;
32;2;16.25;20.5;14;26.7767804861;3;32.7517242432;16.5;5;31.4871754646;
33;2;15.25;21.5;14;26.8162822723;3;32.8923034668;18.5;5;31.7150583267;
34;2;14.25;22.5;14;26.8559447527;3;33.0290336609;20.5;5;31.9356441498;
35;2;14.0;23.5;14;26.8957372904;3;33.1613845825;22.5;5;32.1481771469;
36;2;14.0;24.5;15;26.9356285334;3;33.2889060974;22.5;5;32.3520302773;
37;2;14.0;25.5;15;26.9755871296;3;33.4112167358;22.5;6;32.5467100143;
