Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;1;15.0;10.0;5;20.0;
6;2;11.0;10.3000001907;4;21.0;1;16.0;10.0;5;20.3999996185;
7;2;12.4499998093;10.0;4;21.0599999428;1;17.0;10.1999998093;5;20.7264003754;
8;2;13.4770002365;10.0;4;21.5335636139;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;14.5101041794;10.1999998093;4;21.9377998114;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;14.8720092773;10.3632001877;4;23.1372920275;2;20.0916557312;11.3658018112;4;24.4745616913;
11;2;15.411781311;10.9097137451;4;24.1638869047;2;22.0916557312;11.7372808456;4;25.0973980427;
12;2;15.873749733;11.3658018112;4;25.029558897;2;23.7096557617;12.0336990356;5;25.5931169987;
13;2;18.4632701874;11.7372808456;4;25.7537147999;2;24.7280101776;12.2662630081;5;25.984300375;
14;2;20.4632701874;12.0336990356;4;26.3590377569;2;25.7467155457;12.446267128;5;26.1235172749;
15;2;21.6406726837;12.2662630081;4;26.8683357239;2;26.7657661438;12.5;5;26.1558350325;
16;2;22.7078533173;12.446267128;4;27.1343436241;2;27.78515625;12.5;5;26.1887089014;
17;2;23.7791976929;12.5;4;27.3022236824;2;28.8048820496;12.5;5;26.2221269608;
18;2;24.8547439575;12.5;5;27.4794437885;2;29.7332763672;12.5;4;26.2560760975;
19;2;25.9344921112;12.5;5;27.6659116745;2;29.7536449432;12.5;5;26.2905418873;
20;2;26.4496612549;12.5;5;27.8614320755;2;29.7743244171;12.5;5;26.3255085945;
21;2;26.5376434326;12.5;5;28.0656974316;2;29.7953052521;12.5;5;26.3609591722;
22;2;26.6295642853;12.5;5;28.2782821655;2;29.816576004;12.5;5;26.3968753815;
23;3;26.725227356;12.5;4;28.4986391068;2;29.8381252289;12.5;5;26.4332377911;
24;3;26.8243865967;12.5;5;28.726098299;3;29.8599433899;12.5;4;26.4700255394;
25;3;26.9267444611;12.5;5;28.9598701;3;29.8820152283;12.5;4;26.5072168112;
26;3;27.0319404602;12.5;6;29.1990513802;3;29.9043292999;12.5;4;26.5447884798;
27;3;27.1395721436;12.5;6;29.442636013;3;29.9268722534;12.5;4;26.5827163458;
28;3;27.2491855621;12.5;6;29.6895294189;3;29.9496307373;12.5;4;26.6209751368;
29;3;27.36028862;12.5;6;29.938565731;3;29.9725856781;12.5;4;26.6595385075;
30;3;25.4723548889;13.5;6;30.1885280609;3;29.9957237244;12.5;5;26.6983793974;
31;3;24.5848388672;14.5;6;30.4381728172;3;30.01902771;12.5;5;26.7374696732;
32;3;23.697177887;15.5;6;30.6862530708;3;30.0424823761;12.5;5;26.7767804861;
33;3;22.8088150024;16.5;6;30.9315438271;3;30.0660686493;14.5;5;26.8162822723;
34;3;21.9191951752;17.5;6;31.1728658676;3;30.0897693634;16.5;5;26.8559447527;
35;3;21.0277900696;18.5;7;31.4091095924;3;30.1135673523;18.5;5;27.8957372904;
36;3;20.1340999603;19.5;7;31.6392536163;3;31.1374416351;21.5;5;27.9856284857;
37;3;19.237663269;20.5;7;31.8623819351;3;32.1613769531;24.5;5;28.0775620937;
38;3;18.3380718231;21.5;6;32.0776972771;3;32.846534729;25.5;5;28.1715310812;
39;3;19.4349632263;20.5;6;32.2845292091;3;32.9029159546;26.5;5;28.2675234079;
40;3;20.5280380249;20.5;6;32.4823384285;3;32.9605140686;27.5;5;28.3655211926;
41;3;21.6170520782;20.5;6;32.6707181931;3;33.0193138123;27.5;5;28.4654998779;
42;3;22.7018241882;21.5;6;32.8493909836;3;33.0792999268;27.5;6;28.5674289465;
43;3;23.7822265625;22.5;7;33.0182008743;3;33.1404571533;27.5;6;28.6712702513;
44;3;24.8581905365;22.5;7;33.1771059036;3;33.2027626038;27.5;6;28.7769781351;
45;3;25.9296970367;22.5;7;33.326166153;3;33.2661857605;27.5;6;28.8844994307;
