Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;2;13.3999996185;10.0;3;21.0;
2;1;7.0;13.0;6;20.0;2;13.3999996185;10.0;3;21.0599999428;
3;1;8.0;12.0;6;20.0;2;13.4239997864;10.0;3;21.1229639053;
4;1;9.0;11.0;6;20.0;2;14.6737785339;10.0;3;21.1889609098;
5;1;10.0;10.0;6;20.0;2;15.7133769989;10.0;3;21.2580518723;
6;1;11.0;10.0;6;20.0;2;16.7548313141;10.0;3;21.7428686619;
7;1;12.0;10.0;6;20.0;2;17.805721283;10.1999998093;2;22.1586660147;
8;1;13.0;10.0;6;20.3999996185;2;18.2952003479;10.3632001877;2;23.3744058609;
9;1;14.0;10.1999998093;6;20.7264003754;2;19.0246429443;10.9097137451;2;24.4179002047;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;21.0246429443;11.3658018112;2;25.3010519743;
11;2;14.8187427521;11.2097139359;5;23.7316036224;2;23.0246429443;11.7372808456;2;26.0431767702;
12;2;15.6792221069;11.3658018112;5;24.5145616531;2;24.2771224976;12.0336990356;2;26.6668455601;
13;2;18.268743515;11.7372808456;5;25.1485819817;2;25.3722476959;12.2662630081;2;27.194732666;
14;2;20.268743515;12.0336990356;5;25.6560795307;2;26.4729747772;12.446267128;2;27.4794170856;
15;2;21.3243408203;12.2662630081;5;26.0596417189;2;27.5793056488;12.5;3;27.6658837795;
16;2;22.3439407349;12.446267128;5;26.211841464;3;28.6911849976;12.5;2;27.86140275;
17;2;23.3640708923;12.5;5;26.2577478886;3;29.8084983826;12.5;2;28.0656666756;
18;2;24.3847293854;12.5;6;26.3048160076;3;30.8393993378;12.5;2;28.2782502174;
19;2;25.4059104919;12.5;6;26.3530313969;3;30.9669494629;12.5;3;28.4986059666;
20;2;25.8588638306;12.5;6;26.4023760557;3;31.0991630554;12.5;3;28.7260642052;
21;2;25.8810691833;12.5;6;26.4528282881;3;31.2356376648;12.5;3;28.9598350525;
22;2;25.9037723541;12.5;7;26.5043625832;3;31.3759002686;12.5;3;29.1990156174;
23;2;25.9269638062;12.5;7;26.5569496155;3;31.5194091797;12.5;3;29.4425997734;
24;2;25.9506263733;12.5;7;26.6105561256;3;31.6655597687;12.5;3;29.6894927025;
25;2;23.9747505188;13.5;7;26.6651450396;3;31.8136959076;12.5;3;29.9385285378;
26;2;22.9993152618;14.5;7;26.72067523;3;31.9631175995;12.5;3;30.1884908676;
27;2;22.0243034363;15.5;7;26.7771017551;3;32.1130943298;12.5;3;30.4381356239;
28;2;22.25;14.5;7;26.8343759775;3;32.2628822327;12.5;4;30.6862158775;
29;2;21.0754699707;14.5;7;26.8924454451;3;32.4117279053;12.5;4;30.9315071106;
30;2;21.25;13.5;7;26.9512542486;3;30.4117298126;13.5;4;31.1728301048;
31;2;22.25;13.8658781052;7;27.0107431412;4;31.4117298126;15.5;3;31.4090747833;
32;2;21.1548347473;13.5;8;27.0708494186;4;32.4117279053;17.5;3;31.6392197609;
33;2;21.25;13.5;8;27.1315076351;4;32.9835319519;19.5;3;31.8623495102;
34;2;22.25;13.9920558929;8;27.1926498413;4;33.1174087524;21.5;4;32.0776662827;
35;2;23.25;14.0348548889;8;27.2542052269;4;33.2466011047;22.5;4;32.2844991684;
36;2;22.25;13.5;7;27.3161010742;4;33.3707008362;22.5;4;32.4823098183;
37;2;20.25;14.5;7;27.3782629967;4;33.4893875122;22.5;5;32.6706910133;
38;2;21.25;13.5;7;27.4406147003;4;33.6024131775;22.5;6;32.8493652344;
39;2;22.25;14.2084302902;8;27.5030794144;4;33.7096176147;22.5;6;33.0181760788;
40;2;23.25;16.2084312439;8;27.5655794144;4;33.8109054565;22.5;6;33.1770820618;
41;2;24.25;18.2084312439;8;27.628036499;4;33.90625;22.5;7;33.3261432648;
42;2;26.25;20.2084312439;9;27.690372467;4;33.9956855774;22.5;7;34.465511322;
43;2;25.25;22.2084312439;9;27.7525100708;4;35.0793075562;23.5;7;34.6154131889;
44;2;26.25;22.5;10;27.8143725395;4;36.1572494507;24.5;8;34.75633955;
45;2;25.25;23.5;10;27.8758842945;4;37.2296867371;25.5;9;34.888628602;
46;2;26.25;22.5;10;27.936971426;4;38.2968292236;26.5;9;35.012658;
47;2;25.25;23.5;10;27.9975619316;4;39.3589057922;27.5;10;35.1018965244;
48;2;25.25;24.5;10;28.0575861931;5;40.0611381531;27.5;9;35.1228116751;
49;2;25.25;24.6403102875;10;28.1169772148;6;39.4000015259;27.5;5;46.3238892555;
50;2;26.25;22.6403102875;10;28.1756706238;6;39.0;30.0;8;47.7921979427;
51;2;26.6790523529;22.5;11;28.2336053848;6;41.4680023193;30.9725608826;8;49.0350930691;
52;2;26.705121994;22.5;12;28.2907235622;6;43.8247108459;32.2805099487;8;50.0858689547;
53;2;26.7308254242;22.5;12;28.346971035;6;45.478061676;33.5137519836;9;50.8280812502;
54;2;26.7561378479;22.5;12;28.4022974968;6;44.2467002869;35.6148300171;11;51.345174551;
55;2;26.7810344696;22.5;13;28.4566559792;6;43.331199646;36.6257171631;11;51.8142336607;
56;2;25.25;23.5;14;28.5100040436;6;42.4080734253;37.6366577148;11;52.1446113586;
57;3;26.25;25.5;13;29.5623030663;6;41.4774627686;38.6476516724;12;52.4430414438;
58;3;28.25;24.5;13;29.6535181999;7;40.7532730103;39.6586914062;11;52.7112272978;
59;3;29.344083786;25.5;14;29.7448029518;7;40.8086280823;39.6697731018;12;52.9512041807;
60;3;28.8986282349;26.5;15;29.8361325264;7;40.8576164246;39.680896759;13;53.1652035713;
61;3;28.9206600189;27.5;13;29.9274829626;7;40.9007492065;39.6920509338;12;53.3555465937;
62;3;29.4673671722;27.5;13;30.0188316107;7;40.9385414124;41.680896759;12;53.428878665;
63;3;27.25;29.3482894897;14;30.1101558208;7;40.9499969482;42.680896759;12;53.4513280392;
