Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;6;20.0;
4;1;9.0;11.0;6;20.0;1;14.0;10.0;6;20.0;
5;1;10.0;10.0;6;20.0;1;15.0;10.0;6;20.0;
6;1;11.0;10.0;6;20.0;1;16.0;10.0;6;20.3999996185;
7;1;12.0;10.0;6;20.0;1;17.0;10.1999998093;6;20.7264003754;
8;1;13.0;10.0;6;20.3999996185;2;18.4358406067;10.3632001877;5;22.8194274902;
9;1;14.0;10.1999998093;6;20.7264003754;2;20.0916557312;10.9097137451;5;23.8616036177;
10;2;14.3268795013;10.6632003784;5;22.8194274902;2;22.0916557312;11.3658018112;5;24.7499927282;
11;2;15.2687425613;10.9097137451;5;23.7616035938;2;24.0916557312;11.7372808456;5;25.5051221848;
12;2;15.6927223206;11.3658018112;5;24.5351526737;2;26.0916557312;12.0336990356;5;26.1508610249;
13;2;18.2822418213;11.7372808456;5;25.1591641903;2;27.6905174255;12.2662630081;5;26.7112461329;
14;2;20.2822418213;12.0336990356;5;25.6560432911;2;28.0267467499;12.446267128;5;27.0402543545;
15;2;21.3243255615;12.2662630081;5;26.0483692884;2;28.2241516113;12.5;5;27.2842636108;
16;2;22.3388690948;12.446267128;5;26.1887089014;2;30.3060779572;12.5;5;27.5518820286;
17;2;23.3536624908;12.5;5;26.2221269608;2;31.4666500092;12.5;5;27.8440244198;
18;2;24.3687000275;12.5;6;26.2560760975;2;32.6419334412;12.5;6;28.1613030434;
19;2;25.3839759827;12.5;6;26.2905418873;2;33.8323020935;12.5;6;28.5039470196;
20;2;25.8307437897;12.5;6;26.3255085945;2;34.1023674011;12.5;6;28.871723175;
21;2;25.8464794159;12.5;6;26.3609591722;2;34.3230323792;12.5;6;29.263862133;
22;2;25.8624305725;12.5;6;26.3968753815;2;34.5583190918;12.5;6;29.6789975166;
23;2;25.8785934448;12.5;6;26.4332377911;3;34.8073997498;12.5;5;30.1151270866;
24;2;25.8949565887;12.5;7;26.4700255394;3;35.0690765381;12.5;5;30.5695996284;
25;2;25.25;13.5;7;26.5072168112;3;35.341758728;12.5;6;31.0391392708;
26;2;25.25;13.5550518036;7;26.5447884798;4;35.6234817505;12.5;4;31.5199065208;
27;2;25.25;13.5813522339;7;26.5827163458;4;35.9119415283;12.5;4;32.007601738;
28;2;25.25;13.6079015732;7;26.6209751368;4;36.2045593262;12.5;4;32.4976010323;
29;2;25.25;13.6346826553;7;26.6595385075;4;36.4985580444;12.5;4;32.9851250648;
30;2;23.9967918396;13.5;7;26.6983793974;4;36.7910766602;12.5;3;33.465420723;
31;2;23.0142707825;14.5;7;26.7374696732;4;37.0792541504;14.5;3;33.9339466095;
32;2;23.25;13.5;7;26.7767804861;4;37.3603668213;16.5;3;35.3865451813;
33;2;22.0495510101;13.5;7;26.8162822723;4;38.6319274902;19.5;3;35.8495895863;
34;2;21.0673274994;14.5;7;26.8559447527;4;39.8917541504;22.5;3;36.2906801701;
35;2;21.25;13.5;8;26.8957372904;4;40.7744064331;25.5;3;36.7075202465;
36;2;22.25;13.8270158768;8;26.9356285334;4;41.0245132446;26.5;4;37.0985348225;
37;2;23.25;13.8549404144;8;26.9755871296;4;41.2591209412;27.5;4;37.4628447294;
38;2;24.25;13.8829107285;8;27.015581131;4;41.4777069092;27.5;4;37.8002153635;
39;2;26.1570110321;15.8829116821;8;27.0555787086;4;41.6801300049;27.5;5;38.1109733582;
40;2;26.1750106812;17.8829116821;8;27.0955479145;4;41.8665847778;27.5;6;38.3959143162;
41;2;25.25;19.8829116821;8;27.135456562;4;42.0375480652;27.5;6;38.6562006474;
42;2;26.2109565735;21.5;9;27.17527318;4;42.1937217712;27.5;6;38.8932642937;
43;2;25.25;23.5;10;27.2149660587;4;42.3359603882;27.5;6;39.1087161303;
44;2;26.2467346191;22.5;10;27.2545039654;5;42.4652328491;27.5;6;39.3042650223;
45;2;26.2645263672;22.5;10;27.293856144;5;41.7444343567;27.5;6;40.7537717819;
46;3;25.25;23.5;9;27.3329925537;5;43.4522628784;28.0;6;41.9435919523;
