Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;4;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.0;4;20.0;2;14.6000003815;10.0;4;21.0;
5;1;10.0;10.0;4;20.0;2;15.6000003815;10.0;4;21.0900000334;
6;1;11.0;10.0;4;20.0;2;16.6539993286;10.0;4;21.5980186462;
7;1;12.0;10.0;4;20.0;2;17.7188110352;10.1999998093;4;22.0418490171;
8;1;13.0;10.0;4;20.3999996185;2;18.2251091003;10.3632001877;4;23.3017349243;
9;1;14.0;10.1999998093;4;20.7264003754;2;18.9810409546;10.9097137451;4;24.3994617462;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;20.9810409546;11.3658018112;4;25.3481024504;
11;1;14.8187427521;10.9097137451;4;22.7316036224;2;22.9810409546;11.7372808456;4;26.1681330204;
12;1;15.2292222977;11.3658018112;4;23.4745616913;2;24.3520965576;12.0336990356;5;26.8832330704;
13;1;16.8187427521;11.7372808456;4;24.0673980713;2;25.50207901;12.2662630081;5;27.5170819759;
14;1;17.8187427521;12.0336990356;4;24.5325260162;2;26.6663837433;12.446267128;5;27.923101902;
15;1;18.8187427521;12.2662630081;5;24.892534256;2;27.8455162048;12.5;5;28.2468910217;
16;2;19.8187427521;12.446267128;5;25.0;2;29.0397911072;12.5;5;28.5960328579;
17;2;20.8187427521;12.5;6;25.0;2;30.2492752075;12.5;5;28.9701628685;
18;2;21.8187427521;12.5;6;25.0;2;31.3820972443;12.5;5;29.3683638573;
19;2;22.8187427521;12.5;6;25.0;2;31.6210174561;12.5;6;29.7891087532;
20;2;23.25;12.5;7;25.0;2;31.8734664917;12.5;6;30.2302284241;
21;2;23.25;12.5;7;25.0;2;32.1381378174;12.5;6;30.6889076233;
22;2;23.25;12.5;7;25.0;2;32.4133453369;12.5;6;31.1617178917;
23;2;23.25;12.5;7;25.0;2;32.6970291138;12.5;6;31.6446905136;
24;2;23.25;12.5;8;25.0;2;32.9868164062;12.5;6;32.1334280968;
25;2;23.25;12.5;8;25.0;2;33.2800559998;12.5;6;32.6232500076;
26;2;23.25;12.5;8;25.0;2;33.5739517212;12.5;7;33.1093654633;
27;2;23.25;12.5;8;25.0;3;33.8656196594;12.5;6;33.587059021;
28;2;23.25;12.5;8;25.0;3;34.1522369385;12.5;6;34.0518712997;
29;2;23.25;12.5;8;25.0;3;34.4311218262;12.5;6;34.4997692108;
30;2;23.25;12.5;8;25.0;3;34.6998596191;12.5;6;34.927280426;
31;2;23.25;12.5;8;25.0;3;34.9563674927;14.5;6;35.3315906525;
32;2;23.25;12.5;8;25.0;3;35.1989517212;16.5;6;35.7105960846;
33;2;23.25;12.5;8;25.0;3;35.4263572693;18.5;6;36.0629110336;
34;2;23.25;12.5;8;25.0;3;35.6377487183;20.5;6;36.3878383636;
35;2;23.25;12.5;8;25.0;3;35.8327026367;22.5;6;36.6853075027;
36;2;23.25;12.5;8;25.0;3;36.0111846924;22.5;6;36.955786705;
37;2;23.25;12.5;9;25.0;3;36.1734695435;22.5;7;37.2001886368;
38;2;23.25;12.5;10;25.0;4;36.3201141357;22.5;6;37.4197692871;
39;2;23.25;12.5;10;25.0;4;36.4518623352;22.5;6;37.6160306931;
40;2;23.25;13.5;11;25.0;4;37.5696182251;23.5;5;38.7906322479;
41;2;23.25;14.5;11;25.0;4;38.6743774414;24.5;5;38.965318203;
42;2;23.25;15.5;11;25.0;4;39.3791885376;25.5;5;39.0401959419;
43;2;23.25;16.5;12;25.0;4;39.424118042;26.5;5;39.0605818033;
44;2;23.25;17.5;13;25.0;4;39.4363479614;27.5;5;39.0811508894;
45;2;23.25;17.5;13;25.0;4;39.4486885071;27.5;6;40.1018965244;
46;2;23.25;17.5;13;25.0;5;40.4611358643;28.5;5;40.1628116369;
47;2;23.25;17.5;14;25.0;5;41.4736862183;29.5;5;40.2250728607;
48;2;23.25;17.5;14;25.0;5;41.4863319397;30.5;6;41.7002984285;
49;2;23.25;17.5;14;25.0;5;42.3330726624;32.0;6;42.9182044268;
50;2;23.25;17.5;14;25.0;5;43.0235862732;33.3899993896;6;43.9149832726;
51;3;23.25;17.5;10;53.75;5;43.5795593262;34.328453064;7;44.7288876772;
52;3;24.25;18.5;10;55.7625007629;5;44.0239067078;34.5875968933;6;45.2477587461;
53;3;25.25;19.5;10;57.2967796326;5;44.2893180847;34.7161140442;5;46.5585105419;
54;3;26.25;20.5;10;58.4120597839;5;45.4279212952;35.75598526;7;46.9047083855;
55;3;27.25;21.5;10;59.1932144165;6;46.5498542786;36.7974739075;6;47.1215028763;
56;3;28.25;22.5;11;59.725528717;6;46.5904273987;37.0;6;47.299084425;
57;3;28.25;23.5;13;59.75;6;43.7999992371;40.8852882385;7;47.4830088615;
58;3;28.25;24.5;13;59.75;6;42.7999992371;43.9315834045;8;47.6732622385;
59;3;28.25;25.5;14;59.75;6;41.7999992371;46.9794387817;9;47.869800806;
60;4;28.25;26.5;13;59.75;7;40.7999992371;50.0288124084;8;48.0725485086;
61;4;28.25;27.5;13;59.75;7;39.7999992371;53.0796585083;8;48.2813953161;
62;5;29.25;29.5;13;60.75;7;38.7999992371;55.8575820923;9;48.4961959124;
63;5;31.25;28.5;13;60.7999999523;7;37.7999992371;57.9224319458;10;48.7167682648;
64;5;30.25;30.5;13;60.8519749641;7;38.7999992371;58.7499008179;10;48.9428926706;
65;5;30.7458877563;32.5;14;64.0778249502;7;39.7999992371;58.8069000244;11;49.1743113995;
66;6;30.7000007629;35.0;11;86.4195424318;7;40.7999992371;58.8654708862;14;49.4107285738;
67;6;33.0510025024;34.3899993896;11;89.8606009483;7;41.7999992371;58.9255752563;14;49.6518105268;
68;6;35.8900222778;34.6872596741;12;92.5191283226;7;42.7999992371;58.987159729;15;49.897187829;
69;7;37.1172866821;34.9097442627;11;94.077557683;7;43.7999992371;59.0501556396;15;50.1464552879;
70;7;34.5999984741;37.9745101929;12;95.206782937;8;41.7999992371;61.1145019531;16;50.3991750479;
71;7;36.2553329468;36.0;12;96.1097201109;8;40.7999992371;63.1801223755;13;50.654878974;
72;7;34.2851104736;38.0;12;97.8193744421;8;39.7999992371;65.2469177246;14;50.9130717516;
73;7;35.315788269;41.0;12;98.4118056297;8;38.7999992371;66.9565353394;14;51.1732342243;
74;7;36.3473510742;44.0;13;98.8140292168;8;37.7999992371;69.7212677002;14;51.4348282814;
75;7;36.3797798157;47.0;14;98.930341959;8;36.7999992371;70.9043807983;15;51.6973005533;
76;7;34.5999984741;49.0;15;99.0496584177;9;36.7999992371;72.0881118774;14;52.9600868225;
77;7;34.5999984741;52.0;15;99.1719055176;10;37.7999992371;74.272064209;14;53.3126181364;
78;8;34.5999984741;55.0;14;99.2969973087;10;38.7999992371;76.4558258057;14;53.8939014673;
79;8;36.5999984741;55.0;16;99.4248349667;10;38.7999992371;78.7947463989;15;54.493226409;
80;8;35.5999984741;58.0;16;99.555306673;10;38.7999992371;81.1410446167;17;55.1090183258;
81;8;35.5999984741;62.0;17;99.6882876158;11;38.7999992371;83.4933547974;17;55.7395138741;
82;8;35.5999984741;65.6001358032;18;99.8236407042;12;38.7999992371;84.8502044678;16;56.3827844858;
83;8;35.5999984741;68.3859863281;19;99.9612162113;12;38.7999992371;86.2100296021;15;58.036765933;
84;8;35.5999984741;70.4719772339;17;100.100853205;12;39.7999992371;88.571182251;14;59.8192920685;
85;9;35.5999984741;72.5592041016;17;100.242379427;12;42.7999992371;88.9319763184;14;61.6045370102;
86;9;35.5999984741;72.5860137939;16;100.385612845;12;42.7999992371;92.7719116211;15;63.5233408213;
87;9;35.5999984741;73.6133041382;15;100.530361652;12;42.7999992371;96.6488418579;15;66.5730267763;
88;9;35.0;74.6410675049;14;100.676425934;12;44.7999992371;98.5547332764;16;68.838942647;
89;9;35.0;75.6692810059;13;100.823598742;13;44.7999992371;102.480125427;16;72.231688261;
90;9;35.0;76.6979217529;14;100.971666932;13;45.7999992371;107.414459229;13;74.7834048271;
91;9;35.0;77.5462188721;15;102.120412946;13;47.7999992371;109.346618652;14;77.4457925558;
92;9;36.0;79.5756225586;15;102.329615593;13;46.7999992371;114.265335083;16;80.2077434063;
93;9;37.0;81.6053695679;15;102.582230568;13;46.7999992371;118.159873962;16;83.056374073;
94;9;37.0;83.6555328369;16;102.84022367;13;48.5002632141;119.020431519;16;85.9767167568;
95;9;37.0;85.7071380615;16;103.103374004;13;47.5271034241;121.838684082;17;89.9512932301;
96;9;37.0;87.7601165771;16;103.371435285;13;47.7999992371;126.193847656;18;93.0197145939;
97;9;37.0;88.814414978;16;103.644135118;13;50.5828895569;125.15814209;18;96.1014306545;
98;9;37.0;89.8699188232;16;103.921175718;13;49.473777771;128.899963379;18;99.1700632572;
99;9;37.0;90.9265594482;16;106.602233291;13;51.354801178;128.441986084;19;102.197027087;
100;9;38.0;93.9642333984;16;109.97535944;13;52.4265289307;126.632469177;22;105.152872443;
101;9;41.0;98.7636871338;16;111.128106236;13;49.5981712341;131.828201294;24;108.009101033;
102;10;43.0;103.364936829;16;112.063413501;13;50.6434249878;133.118530273;23;110.7401824;
103;11;43.0;109.50793457;15;112.666368961;13;50.7999992371;132.360687256;25;113.325404882;
104;11;43.0;112.671821594;16;112.657646775;13;48.7999992371;136.703384399;25;115.690761089;
105;11;43.0;115.477119446;17;112.692204595;13;50.7907943726;138.652328491;26;117.805573583;
106;11;43.0;118.310745239;17;112.765541315;13;51.8437919617;137.865188599;29;119.672202826;
107;12;43.0;121.169692993;16;112.873534203;13;49.7999992371;140.363235474;28;121.35336411;
108;12;43.0;124.051239014;16;114.439489841;13;48.7999992371;144.966186523;29;122.912092805;
109;11;42.0;101.804092407;17;86.0642716885;14;51.7999992371;141.872848511;26;154.716982603;
110;11;44.0;107.000213623;16;87.1917062998;14;55.0745391846;140.718978882;27;155.816532135;
111;11;46.0;109.201644897;16;88.3769176006;14;61.0745391846;139.718978882;28;156.842014551;
112;12;45.0;112.788085938;15;89.6198414564;14;62.7121887207;141.718978882;28;157.778756857;
113;12;45.0;116.194625854;16;90.9199599028;14;64.8992462158;143.718978882;30;158.481570005;
114;12;46.0;115.615943909;17;92.2762753963;14;68.0894165039;142.718978882;31;159.019906044;
115;12;45.0;117.051002502;18;93.7421411276;15;69.282409668;144.718978882;30;159.560693026;
116;12;45.0;118.498641968;15;95.249211669;15;71.4779281616;146.718978882;25;160.102022409;
117;12;46.0;116.957565308;16;96.716966629;15;73.6756210327;148.718978882;25;160.640650511;
118;12;45.0;118.426391602;17;98.3007416725;15;76.8751296997;147.718978882;27;161.1737082;
119;12;45.0;119.903656006;17;99.9362645149;15;79.0760879517;147.718978882;27;161.698697567;
120;12;46.0;118.387802124;17;101.619191647;15;80.2781219482;150.718978882;26;162.21347928;
121;12;45.0;119.877243042;17;103.344508171;15;83.4808197021;150.718978882;27;163.691741228;
122;12;45.0;121.370330811;17;105.10653019;15;86.6837692261;151.718978882;24;164.201802254;
123;12;46.0;119.865402222;19;106.802903652;15;88.8865661621;156.718978882;24;164.701411486;
124;12;45.0;121.360778809;19;108.515921831;15;92.9029464722;158.718978882;23;165.189739585;
125;12;45.0;122.854743958;20;110.238532066;15;93.6520462036;160.718978882;24;165.666194439;
126;12;46.0;123.345611572;20;111.963323832;16;92.9020080566;165.718978882;26;166.130392194;
127;12;45.0;126.831718445;21;113.682630777;17;92.1880264282;170.718963623;25;166.582128882;
128;12;45.0;130.311401367;22;115.388656616;17;92.3839645386;175.718963623;25;167.016469955;
129;12;46.0;124.783065796;24;117.191609859;17;93.5773925781;181.718963623;30;167.353634;
130;12;45.0;124.245155334;24;118.971596718;17;95.7679367065;184.718963623;30;167.685777664;
