Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;13.3999996185;10.0;4;21.0;
3;1;8.0;12.0;6;20.0;2;13.3999996185;10.0;5;21.0599999428;
4;2;9.0;11.3000001907;5;21.0;2;14.6359996796;10.0;5;21.1229639053;
5;2;10.3000001907;10.0;5;21.0900000334;2;15.6737785339;10.0;5;21.1889609098;
6;2;11.4905004501;10.0;5;21.1871190071;2;16.7133769989;10.0;5;21.6699410677;
7;2;12.5342035294;10.0;5;21.2917383909;2;17.761964798;10.1999998093;5;22.0818096399;
8;2;13.5812826157;10.0;5;21.817143321;2;18.24908638;10.3632001877;5;23.2920063734;
9;2;14.637714386;10.1999998093;5;22.2793469429;2;18.9752025604;10.9097137451;5;24.3297555447;
10;2;15.0257053375;10.3632001877;5;23.5656701326;2;20.9752025604;11.3658018112;5;25.2069878578;
11;2;15.604552269;10.9097137451;5;24.691826582;2;22.9752025604;11.7372808456;5;25.9430538416;
12;2;16.111322403;11.3658018112;5;25.6707911491;2;24.217048645;12.0336990356;5;26.5605664253;
13;2;18.700843811;11.7372808456;5;26.5228655338;2;24.936340332;12.2662630081;5;27.0822491646;
14;2;20.700843811;12.0336990356;5;27.2714657784;2;25.2493495941;12.446267128;5;27.3607378006;
15;2;22.0512657166;12.2662630081;5;27.9399077892;2;25.4164428711;12.5;5;27.5410807133;
16;2;23.1900615692;12.446267128;5;28.3811409473;2;25.9355201721;13.2623243332;5;27.7306177616;
17;2;24.3402557373;12.5;4;28.7401795387;2;27.9355201721;12.5;5;27.9291167259;
18;2;25.5018234253;12.5;5;29.1239151955;2;29.6929893494;12.5;6;28.136231184;
19;2;26.6745052338;12.5;5;29.5311965942;2;30.8172588348;12.5;6;28.3514947891;
20;2;27.2890396118;12.5;5;29.960246563;2;31.0108966827;12.5;6;28.5743191242;
21;2;27.4821109772;12.5;5;30.4086403847;2;31.1445922852;12.5;6;28.8039934635;
22;2;27.6838874817;12.5;5;30.873316288;2;31.2823963165;12.5;6;29.039689064;
23;2;27.8929920197;12.5;5;31.3506221771;2;31.4238128662;12.5;6;29.2804670334;
24;2;25.8929920197;13.5;5;31.8364052773;2;31.5682792664;12.5;6;29.5252895355;
25;2;24.8929920197;13.5;5;32.3261375427;2;31.7151737213;12.5;6;29.7730360031;
26;2;24.25;13.5;5;32.815073967;2;31.8638210297;12.5;6;30.022521019;
27;2;23.25;13.5;5;33.2984304428;2;32.0135116577;12.5;6;30.2725157738;
28;2;23.25;14.5;5;33.7715711594;2;32.1635093689;12.5;6;30.5217733383;
29;2;23.25;15.5;5;34.2301864624;2;32.3130645752;12.5;6;30.769051075;
30;2;23.25;16.5;5;34.6704492569;2;32.4614295959;12.5;6;31.0131368637;
31;2;22.6017017365;17.5;5;35.0891361237;2;32.6078834534;12.5;6;31.252872467;
32;2;21.7901115417;18.5;5;35.4837083817;2;32.7517242432;14.5;6;31.4871754646;
33;2;20.7901115417;17.5;6;35.8523464203;2;32.8923034668;16.5;6;31.7150583267;
34;2;19.7901115417;17.5;7;36.1939411163;2;33.0290336609;18.5;6;31.9356441498;
35;2;18.7901115417;16.5;7;36.5080499649;2;33.1613845825;20.5;7;32.1481771469;
36;2;18.7901115417;16.5;9;36.7948246002;2;33.2889060974;22.5;9;32.3520302773;
