Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;6;20.0;
4;1;9.0;11.0;6;20.0;1;14.0;10.0;6;20.0;
5;1;10.0;10.0;6;20.0;1;15.0;10.0;6;20.0;
6;1;11.0;10.0;6;20.0;1;16.0;10.0;6;20.3999996185;
7;1;12.0;10.0;6;20.0;1;17.0;10.1999998093;6;20.7264003754;
8;1;13.0;10.0;6;20.3999996185;1;17.4358406067;10.3632001877;6;21.8194274902;
9;1;14.0;10.1999998093;6;20.7264003754;1;18.0916557312;10.9097137451;6;22.7316036224;
10;1;14.3268795013;10.3632001877;6;21.8194274902;2;20.0916557312;11.3658018112;5;24.4745616913;
11;2;14.8187427521;11.2097139359;5;23.7316036224;2;22.0916557312;11.7372808456;4;25.1073980331;
12;2;15.6792221069;11.3658018112;5;24.5245616436;2;23.7156562805;12.0336990356;4;25.6137099266;
13;2;18.268743515;11.7372808456;5;25.1693730354;2;24.368227005;12.2662630081;3;26.0160877705;
14;2;20.268743515;12.0336990356;5;25.6884759665;2;24.6096515656;12.446267128;3;26.1671074629;
15;2;21.3389205933;12.2662630081;5;26.1044789553;2;24.7002639771;12.5;3;26.211841464;
16;2;22.364118576;12.446267128;5;26.269973278;2;26.6626243591;12.5;3;26.2577478886;
17;2;23.3902301788;12.5;5;26.3300433159;2;27.6901683807;12.5;3;26.3048160076;
18;2;24.417263031;12.5;6;26.3921557665;2;28.7184104919;12.5;4;26.3530313969;
19;2;25.4452133179;12.5;6;26.4563041925;2;29.7473392487;12.5;4;26.4023760557;
20;2;25.90533638;12.5;6;26.5224741697;2;29.841424942;12.5;5;26.4528282881;
21;2;25.9351139069;12.5;6;26.5906432867;2;29.8716964722;12.5;5;26.5043625832;
22;2;25.9657897949;12.5;6;26.6607804298;2;29.9026184082;12.5;5;26.5569496155;
23;2;25.9973506927;12.5;6;26.7328453064;2;29.9341697693;12.5;5;26.6105561256;
24;3;26.0297813416;12.5;6;26.8067884445;3;29.9663333893;12.5;4;26.6651450396;
25;3;25.25;12.5;6;26.8825509548;3;29.99908638;12.5;4;26.72067523;
26;3;25.25;13.5;6;26.9600640535;3;30.0324058533;12.5;4;26.7771017551;
27;3;26.1320285797;12.5;6;27.0392494202;3;30.0662612915;12.5;4;26.8343759775;
28;3;25.25;13.5;6;27.120018959;3;30.1006259918;12.5;4;26.8924454451;
29;3;26.2040081024;12.5;5;27.2022752762;3;30.1354675293;12.5;3;26.9512542486;
30;3;24.2410240173;13.5;5;27.2859115601;3;30.170753479;12.5;4;27.0107431412;
31;3;23.2786598206;14.5;5;27.3708124161;3;30.206445694;12.5;4;27.0708494186;
32;3;22.316865921;15.5;5;27.4568536282;3;30.2425098419;12.5;4;27.1315076351;
33;3;21.3555831909;16.5;5;27.5439035892;3;30.2789039612;14.5;4;27.1926498413;
34;4;20.3947563171;17.5;4;27.6318233013;3;30.3155899048;16.5;4;27.2542052269;
35;4;19.4343204498;18.5;4;27.7204678059;3;30.3525238037;18.5;4;27.3161010742;
36;4;18.4742107391;19.5;4;27.8096864223;3;30.3896598816;20.5;4;28.3782629967;
37;4;17.5143585205;20.5;5;27.8993241787;3;31.4269580841;23.5;4;28.5006146431;
38;4;16.5546951294;21.5;5;27.989222765;3;32.4643707275;24.5;4;28.6260433197;
39;4;15.5951499939;22.5;5;28.079221487;3;33.1756248474;25.5;5;28.7545403242;
40;4;15.25;21.5;7;28.1691586971;3;33.2527236938;26.5;5;28.8860883713;
41;4;17.25;21.5;6;28.258872509;3;33.331653595;27.5;5;29.0206609964;
42;4;17.25;21.5;6;28.348202467;3;33.4123954773;27.5;6;29.1582220793;
43;4;20.25;22.5;6;29.4369900227;3;33.494934082;27.5;7;29.2987241745;
44;4;21.25;24.5;6;29.5550804138;3;33.5792350769;27.5;7;29.4421075583;
45;4;23.25;25.5;6;29.6729142666;3;33.6652641296;27.5;8;29.5882997513;
46;4;23.7272663116;27.5;7;29.7903399467;4;33.7529792786;27.5;8;29.7372144461;
