Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;6;20.0;
4;1;9.0;11.0;6;20.0;1;14.0;10.0;6;20.0;
5;2;11.0;10.3000001907;5;21.0;1;15.0;10.0;5;20.0;
6;2;13.0;10.0;5;21.0599999428;1;16.0;10.0;5;20.3999996185;
7;2;15.0;10.0;5;21.1229639053;1;17.0;10.1999998093;5;20.7264003754;
8;2;16.5053329468;10.0;5;21.6001901627;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;17.5400848389;10.1999998093;5;22.0082015991;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;17.9036903381;10.3632001877;5;23.2129787207;1;19.0916557312;11.3658018112;5;23.4745616913;
11;2;18.4458408356;10.9097137451;5;24.245090127;1;20.0916557312;11.7372808456;5;24.0673980713;
12;2;20.4458408356;11.3658018112;5;25.1164904833;1;21.0916557312;12.0336990356;5;24.5325260162;
13;2;22.4458408356;11.7372808456;5;25.8465604782;1;21.7195167542;12.2662630081;5;24.892534256;
14;2;23.6193656921;12.0336990356;5;26.4579504728;1;21.9355201721;12.446267128;5;25.0;
15;2;24.6851844788;12.2662630081;5;26.9734284878;1;22.0;12.5;5;25.0;
16;2;25.7551460266;12.446267128;5;27.245682478;2;24.9355201721;12.5;4;26.0;
17;2;26.8292999268;12.5;5;27.4198198318;2;26.9355201721;12.5;4;26.0900000334;
18;2;27.907661438;12.5;6;27.6032464504;2;28.5895195007;12.5;5;26.1871190071;
19;2;28.9902038574;12.5;6;27.7958021164;2;29.6477909088;12.5;5;26.2917383909;
20;2;29.5081100464;12.5;6;27.9972171783;2;29.7750434875;12.5;5;26.4042263031;
21;2;29.5987472534;12.5;6;28.207105875;2;29.8425350189;12.5;5;26.5249304771;
22;2;29.6931972504;12.5;6;28.4249610901;2;29.9149589539;12.5;5;26.6541694403;
23;2;29.7912330627;12.5;6;28.6501536369;2;29.9925022125;12.5;5;26.7922235727;
24;2;29.8925685883;12.5;6;28.8819327354;2;30.075334549;12.5;4;26.9393253326;
25;2;26.25;14.5;6;29.1194319725;2;30.1635951996;12.5;5;27.0956480503;
26;2;25.25;16.5;8;29.3616781235;3;30.2573890686;12.5;5;27.261295557;
27;3;24.25;18.5;7;29.60760355;3;30.3567771912;12.5;5;27.4362905025;
28;3;24.25;17.5;7;29.8560638428;3;30.461774826;12.5;5;27.6205644608;
29;3;24.25;17.5;8;30.1058568954;3;30.5723381042;12.5;5;27.8139474392;
30;3;23.5476360321;18.5;8;30.3557448387;3;30.6883678436;12.5;5;28.016159296;
31;3;22.6600856781;19.5;8;30.6044793129;3;30.8096961975;12.5;5;28.2268030643;
32;3;21.7720146179;20.5;8;30.8508253098;3;30.9360809326;12.5;5;28.445360899;
33;3;20.8828716278;21.5;8;31.0935864449;3;31.0672168732;14.5;5;28.6711919308;
34;3;19.9921150208;22.5;9;31.3316273689;3;31.20271492;16.5;5;28.9035346508;
35;3;19.84923172;23.5;9;31.5638952255;3;31.3421211243;18.5;6;29.141512394;
36;3;19.9537525177;25.5;10;31.7894377708;3;31.4849071503;20.5;6;29.3841423988;
37;3;20.0552482605;27.5;11;32.0074167252;3;31.6304855347;22.5;7;29.6303496361;
38;3;20.1533374786;29.5;11;32.2171196938;3;31.7782096863;22.5;7;29.8789830208;
39;3;20.2477035522;31.5;12;32.4179635048;3;31.9273910522;22.5;7;30.1288366318;
40;3;19.2477035522;30.5;14;32.609498024;3;32.0773010254;22.5;7;30.3786706924;
41;3;19.2477035522;31.5;15;32.7914032936;3;32.2272033691;22.5;8;30.6272368431;
42;4;18.2477035522;30.5;12;47.9634838104;4;32.3763427734;22.5;7;30.8733024597;
43;4;19.2477035522;31.5;13;48.87566185;4;32.523979187;22.5;7;31.1156759262;
44;4;21.2477035522;33.5;13;49.6973390579;4;32.6694068909;22.5;8;31.353228569;
45;4;23.2477035522;35.5;14;50.4278039932;4;32.8119354248;22.5;8;31.5849161148;
46;4;24.7892303467;37.5;15;51.0697841644;4;32.9509506226;22.5;8;31.8097963333;
