Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;8.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;2;8.0;10.1999998093;4;21.0;
6;1;8.55000019073;8.5;4;17.0;2;9.22500038147;10.0;4;21.1200000048;
7;1;8.82499980927;8.5;4;17.0;2;9.75199985504;10.0;4;21.2530560493;
8;1;8.82499980927;8.5;4;17.0;2;9.78193759918;10.0;4;21.8127820492;
9;1;8.82499980927;8.5;4;17.3400001526;2;9.90787601471;10.1999998093;3;22.3170127869;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;10.0213279724;10.3632001877;3;22.7783694267;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;10.1251335144;10.4951858521;3;24.1197800636;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;10.4269514084;11.0209560394;4;25.3230593204;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;12.264793396;11.4571752548;4;26.4056642056;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;14.264793396;11.8107032776;4;27.3911669254;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;16.264793396;12.0916318893;4;28.3050293922;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;17.5513782501;12.3113050461;4;29.1714119911;
17;1;14.0206890106;10.6309299469;4;21.6314201355;2;18.6700057983;12.4808797836;4;29.790178299;
18;1;15.0206890106;10.8157100677;4;21.9274635315;2;19.8006229401;12.5;4;30.4229521751;
19;1;16.0206890106;10.9637317657;5;22.0;2;20.8451652527;12.5;5;31.1049995422;
20;1;16.9500007629;11.0;6;22.0;2;20.9986248016;12.5;6;31.8311891556;
21;2;16.9500007629;11.0;5;22.0;2;21.1620178223;12.5;7;32.5941519737;
22;2;16.9500007629;11.0;5;22.0;2;21.3336849213;12.5;7;33.38438797;
23;2;16.9500007629;11.0;5;22.0;2;21.5114879608;12.5;7;34.1905984879;
24;2;16.9500007629;11.0;6;22.0;2;21.6928844452;12.5;7;35.0002355576;
25;2;16.9500007629;11.0;6;22.0;3;21.8750534058;12.5;6;35.8002309799;
26;2;16.9500007629;11.0;6;22.0;3;22.0550518036;12.5;6;36.5778226852;
27;2;16.9500007629;11.0;7;22.0;3;22.2300109863;12.5;6;37.3213710785;
28;2;16.9500007629;11.0;8;22.0;3;22.3973083496;12.5;7;38.0210561752;
29;2;16.9500007629;11.0;8;22.0;3;22.5547370911;12.5;7;38.6693668365;
30;2;16.9500007629;11.0;8;22.0;3;20.5547370911;13.5;7;39.2613372803;
31;2;16.9500007629;11.0;9;22.0;3;21.5547370911;12.5;7;39.7945203781;
32;2;16.9500007629;11.0;9;22.0;3;19.625;13.5;7;40.2687559128;
33;2;14.9500007629;12.0;10;22.0;3;20.625;12.5;7;40.6857824326;
34;2;13.9500007629;13.0;10;22.0;3;19.625;13.5;7;41.0487861633;
35;2;12.9500007629;14.0;10;22.0;3;18.625;13.5;7;41.3619327545;
36;2;12.0;15.0;10;22.0;3;19.625;14.5;7;41.6299514771;
37;2;12.0;16.0;11;22.0;3;18.625;13.5;7;41.8577899933;
38;2;12.0;17.0;11;22.0;3;18.625;13.5;8;42.0;
39;2;12.0;18.0;11;22.0;3;19.625;14.5;8;42.0;
40;2;12.0;19.0;11;22.0;3;19.625;15.5;8;42.0;
41;2;12.0;20.0;11;22.0;3;19.625;16.5;8;42.0;
42;2;12.0;21.0;11;22.0;3;19.625;17.5;9;42.0;
43;2;12.0;22.0;12;22.0;3;19.625;18.5;8;42.0;
44;2;12.0;23.0;12;22.0;3;19.625;19.5;8;42.0;
45;2;12.0;24.0;14;22.0;3;20.625;18.5;8;42.0;
46;2;12.0;25.0;14;22.0;3;21.625;19.5;10;42.0;
47;2;12.0;26.0;13;22.0;3;22.625;20.5;11;42.0;
48;2;12.0;27.0;15;22.0;3;23.4500007629;21.5;12;42.0;
