Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;8.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;8.0;10.0;5;20.0;
6;1;8.55000019073;8.5;4;17.0;1;9.0;10.0;5;20.0;
7;1;8.82499980927;8.5;4;17.0;1;9.5;10.0;5;20.0;
8;1;8.82499980927;8.5;4;17.0;1;9.5;10.0;5;20.3999996185;
9;1;8.82499980927;8.5;4;17.3400001526;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;8.9015007019;8.67000007629;4;17.6278438568;1;9.66343975067;10.3632001877;5;20.9903717041;
11;1;8.96626472473;8.81392192841;4;17.869726181;1;9.72283363342;10.4951858521;5;22.0419120789;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;9.95943069458;11.2209558487;5;23.9143505096;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;11.9478340149;11.4571752548;4;24.7914065123;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;13.9478340149;11.8107032776;4;25.5501747131;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;15.9478340149;12.0916318893;3;26.2168805599;
16;1;13.0206890106;10.4026165009;3;21.2618598938;2;17.0815448761;12.3113050461;3;26.8175817728;
17;2;15.0206890106;11.0309295654;2;22.6314201355;2;18.1403942108;12.4808797836;3;27.1554293633;
18;2;17.0206890106;11.2157096863;2;23.0349634886;2;19.2078056335;12.5;3;27.4969480038;
19;2;18.0206890106;10.9637317657;4;23.2253656387;2;20.1868133545;12.5;4;27.8840510845;
20;3;18.9500007629;11.0;2;23.3543308973;2;20.2739105225;12.5;4;28.3200027943;
21;3;18.9500007629;11.0;2;23.4951226711;2;20.3720016479;12.5;4;28.8073790073;
22;3;18.9500007629;11.0;3;23.6484457254;2;20.4816608429;12.5;5;29.3477458954;
23;3;18.9500007629;11.0;3;23.8149644136;2;20.6032428741;12.5;5;29.9413113594;
24;3;18.9500007629;11.0;2;23.9952818155;2;20.7367954254;12.5;5;30.586581707;
25;3;16.9500007629;12.0;2;24.1899158955;2;20.881980896;12.5;5;31.2800674438;
26;3;15.9500007629;13.0;2;24.399273634;2;21.0380153656;12.5;4;32.0160870552;
27;3;14.9500007629;14.0;3;24.6236231327;2;21.2036190033;12.5;3;32.7867279053;
28;3;14.0;15.0;3;24.8630647659;2;21.3770141602;12.5;3;33.5820074081;
29;4;14.0;16.0;2;25.1175034046;2;21.5559520721;12.5;3;34.3902606964;
30;4;14.0;17.0;2;25.3866217136;2;19.7378082275;13.5;4;35.1987380981;
31;4;14.0;18.0;2;25.6698577404;2;18.7378082275;13.5;4;35.9943685532;
32;4;14.0;19.0;2;25.9663875103;2;17.7378082275;13.5;4;36.7645931244;
33;4;14.0;20.0;2;26.2751159668;2;17.7378082275;14.5;4;37.4981632233;
34;4;14.0;21.0;3;26.5946760178;2;17.4370880127;15.5;3;38.1857919693;
35;4;14.0;22.0;3;26.9234399796;2;16.4370880127;14.5;3;38.8205833435;
36;4;14.0;23.0;3;27.2595415115;2;16.625;14.5;3;39.3982028961;
37;4;14.0;24.0;3;27.6009097099;2;17.625;15.5;3;39.9167966843;
38;4;14.0;25.0;3;27.9453148842;2;16.625;14.5;4;40.3767118454;
39;4;14.0;26.0;4;28.2904214859;2;16.625;14.5;4;40.780087471;
40;4;14.0;27.0;5;28.633852005;2;17.0;15.5;5;41.1303920746;
41;4;14.0;28.0;6;28.9732499123;2;17.6293373108;16.5;5;41.4319667816;
42;5;14.0;29.0;5;45.3063445091;2;17.6971931458;17.5;6;41.6896247864;
43;5;15.0;30.0;6;46.2710127831;2;16.6971931458;16.5;5;41.9083213806;
44;5;17.0;28.0;6;47.1444382668;2;16.6971931458;16.5;5;42.0;
45;5;17.0;29.0;7;47.9284610748;2;17.0;16.5;6;42.0;
46;5;18.0;30.0;7;48.1273708344;2;18.0;16.5;6;42.0;
