Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;10.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;9.0;10.0;6;20.0;
7;2;8.82499980927;8.89999961853;4;18.0;1;9.5;10.0;6;20.0;
8;2;9.05000019073;8.5;4;18.0225000381;1;9.5;10.0;6;20.3999996185;
9;2;9.05506229401;8.5;4;18.3955013752;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;9.13898849487;8.67000007629;4;18.7170630693;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;9.21133899689;8.81392192841;4;18.9933732748;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;9.27350997925;8.93486309052;4;19.9565041065;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;9.49021339417;9.39324569702;5;20.7958111763;1;10.1557292938;11.4571752548;4;23.6214065552;
14;2;11.2946825027;9.78903102875;5;21.5148624182;1;10.3148164749;11.8107032776;4;24.1832637787;
15;2;13.2946825027;10.6307458878;5;22.1225453615;1;11.3148164749;12.0916318893;4;24.6226100922;
16;2;15.0206890106;10.9295415878;5;22.6309779882;1;12.3148164749;12.3113050461;4;24.9617595673;
17;2;16.3287410736;10.6309299469;5;23.0536720753;1;12.6163959503;12.4808797836;4;25.0;
18;2;17.3406963348;10.8157100677;5;23.4041557312;1;14.3148164749;12.5;4;25.0;
19;2;18.3529453278;10.9637317657;5;23.5324122906;1;15.3148164749;12.5;5;25.0;
20;2;19.2947940826;11.0;5;23.5893810987;1;16.3148155212;12.5;6;25.0;
21;2;19.3076114655;11.0;5;23.6475622654;1;17.3148155212;12.5;7;25.0;
22;2;18.9500007629;11.8237810135;5;23.7069146633;1;17.625;12.5;7;25.0;
23;2;18.9500007629;11.8534574509;7;23.7673921585;1;17.625;12.5;7;25.0;
24;2;18.9500007629;11.8836956024;7;23.828943491;1;17.625;12.5;7;25.0;
25;2;19.3615131378;11.0;6;23.8915126324;1;17.625;12.5;6;25.0;
26;2;17.3755912781;12.0;6;23.9550387859;1;17.625;12.5;6;25.0;
27;2;16.3898849487;13.0;6;24.019456625;2;18.625;12.8000001907;6;26.0;
28;2;14.9500007629;14.0;7;24.0846960545;3;19.625;12.8000001907;5;26.1299999952;
29;2;14.0;15.0;6;24.1506829262;3;19.8792495728;12.5;4;26.2754310369;
30;2;14.0;16.0;7;24.2173395157;3;19.625;12.5;5;26.4377241135;
31;2;14.0;17.0;7;24.284583807;3;19.625;12.5;5;26.6183350086;
32;2;14.0;18.0;8;24.3523311615;3;19.625;12.5;5;26.8187118769;
33;2;14.0;19.0;8;24.4204938412;3;19.625;12.5;6;27.0402543545;
34;2;14.0;20.0;8;24.4889819622;3;19.625;12.5;6;27.2842636108;
35;2;14.0;21.0;8;24.5577032566;3;19.625;12.5;6;27.5518820286;
36;2;14.0;22.0;8;24.6265642643;3;19.625;12.5;6;27.8440244198;
37;2;14.0;23.0;8;24.6954705715;3;19.625;12.5;7;28.1613030434;
38;2;14.0;24.0;8;24.7643270493;3;19.625;12.5;7;28.5039470196;
39;2;14.0;25.0;6;24.8330392838;3;19.625;12.5;6;28.871723175;
40;2;14.0;26.0;6;24.9015126228;3;19.625;12.5;6;29.263862133;
41;2;14.0;27.0;7;24.9696543217;3;19.625;12.5;6;29.6789975166;
42;2;14.0;28.0;8;25.0373725891;3;19.625;12.5;7;30.1151270866;
43;2;14.0;29.0;8;25.1045782566;3;19.625;12.5;7;30.5695996284;
44;2;14.6985301971;30.0;9;25.1711845398;3;19.625;12.5;7;31.0391392708;
45;2;15.7135162354;28.0;10;25.2371075153;3;17.625;13.5;8;31.5199065208;
46;2;14.7283496857;29.0;10;25.3022670746;3;16.625;14.5;8;32.007601738;
47;3;14.7430095673;30.0;9;54.1165864468;3;15.625;15.5;8;32.4976010323;
48;4;16.0;28.0;9;56.1924939156;3;15.625;16.5;8;32.9851250648;
49;4;16.0;30.0;10;57.7891988754;3;15.7966537476;17.5;8;33.465420723;
50;4;17.0;30.0;8;58.9658610821;3;16.9047203064;18.5;10;33.9339466095;
51;5;19.0;28.0;6;69.8072953224;3;18.010137558;19.5;10;34.3865451813;
52;5;20.0;29.0;6;70.7987327576;3;17.010137558;20.5;10;34.8195896149;
53;5;22.0;30.0;8;71.2555232048;3;18.0;21.5;11;35.2300891876;
54;5;23.0;34.0;8;71.6597332954;3;19.0;22.5;11;35.6157541275;
55;5;24.0;38.0;8;72.0352146626;3;19.625;22.5;11;35.9750175476;
56;5;25.0;42.0;8;72.381964922;3;19.625;22.5;12;36.307009697;
57;5;26.0;46.0;8;72.7005093098;3;19.625;22.5;12;36.6115064621;
58;5;27.0;50.0;8;72.9918055534;3;19.625;22.5;13;36.8888463974;
59;5;29.0;48.0;6;73.2571425438;3;19.625;22.5;12;37.1398382187;
60;6;28.4249992371;49.0;5;73.4980421066;3;19.625;22.5;12;37.3656587601;
61;6;28.4249992371;50.0;6;73.7161750793;3;19.625;22.5;12;37.5677556992;
62;6;29.4249992371;48.0;7;73.9132885933;3;19.625;22.5;13;37.747756958;
63;6;28.4249992371;49.0;7;73.9870691299;3;19.625;22.5;13;37.9073896408;
64;6;28.4249992371;50.0;8;74.0;3;19.625;22.5;13;38.0;
65;7;29.4249992371;48.0;8;74.0;3;19.625;22.5;13;38.0;
66;7;28.4249992371;49.0;8;75.0;3;19.625;22.5;19;38.0;
67;6;17.0;46.0;9;40.3200000525;4;19.625;22.5;15;72.75;
68;6;19.0;45.0;10;40.3941510916;4;18.625;24.5;15;72.75;
69;7;20.0;45.0;9;40.4725923538;4;18.625;26.5;16;72.75;
70;7;21.0;45.0;8;40.555452466;4;18.625;28.5;16;72.75;
71;7;22.0;45.0;5;41.6428465843;4;18.625;30.5;15;72.75;
72;7;23.9500007629;45.0;7;41.7748740911;4;19.0;32.5;15;72.75;
73;6;24.9500007629;45.0;6;41.9127994776;5;20.0;33.5;14;72.75;
74;6;24.9500007629;45.0;7;42.0566833019;5;21.0;34.5;15;72.75;
75;6;24.9500007629;45.0;9;42.2065583467;5;22.0;35.5;16;72.75;
76;6;24.9500007629;45.0;9;42.3624271154;5;23.0;36.5;17;72.75;
77;6;24.9500007629;44.0;9;42.5242581367;5;24.0;37.5;17;72.75;
78;6;24.9500007629;43.0;9;42.6919839382;5;25.0;38.5;18;72.75;
79;6;24.9500007629;42.0;9;43.8293374777;5;26.0;39.5;20;72.75;
80;6;22.9500007629;43.0;10;44.8227066994;5;27.4249992371;37.5;21;76.3118753433;
81;6;23.9500007629;41.0;10;45.6931300163;5;27.0765628815;38.5;22;79.9470767975;
