Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;2;7.0;12.6999998093;5;18.0;1;7.0;11.0;5;20.0;
3;2;7.7000002861;11.3000001907;5;18.0225000381;1;8.0;10.0;5;20.0;
4;2;7.70337533951;10.3000001907;5;18.0452762842;1;8.0;10.0;5;20.0;
5;2;7.70679187775;9.30000019073;5;18.0683217049;1;8.0;10.0;5;20.0;
6;2;8.79037284851;8.5;5;18.0916290283;2;9.0;10.1999998093;4;21.0;
7;2;9.07061672211;8.5;5;18.1151903868;2;9.72500038147;10.0;4;21.0900000334;
8;2;9.07591724396;8.5;5;18.4901496172;2;9.74524974823;10.0;3;21.5980186462;
9;2;9.16028404236;8.67000007629;5;18.8136461973;2;9.85955429077;10.1999998093;2;22.0418490171;
10;2;9.23307037354;8.81392192841;5;19.0918638706;2;9.95941543579;10.3632001877;2;22.4332156181;
11;2;9.29566955566;8.93486309052;5;20.0578551292;2;10.0474739075;10.4951858521;2;23.6659361124;
12;2;9.51301670074;9.39324569702;5;20.9000086784;2;10.3248357773;11.0209560394;3;24.7393633127;
13;2;9.702501297;9.78903102875;5;21.6218839884;2;12.1334619522;11.4571752548;3;25.6686143875;
14;2;11.5360813141;10.1240053177;5;22.2323594093;2;14.1334609985;11.8107032776;3;26.4751701355;
15;2;13.5360813141;10.4026165009;5;22.7435435057;2;16.1334609985;12.0916318893;3;27.1828548908;
16;2;15.5360813141;10.6309299469;5;23.1689382792;2;17.2988891602;12.3113050461;3;27.8148901463;
17;2;16.5729026794;10.8157100677;5;23.5220617056;2;18.3647880554;12.4808797836;3;28.1711652279;
18;2;17.5857448578;10.9637317657;5;23.6528871059;2;19.4363460541;12.5;2;28.5145654678;
19;2;18.2269592285;11.661154747;5;23.7123433352;2;20.4157772064;12.5;3;28.8830828667;
20;2;18.9500007629;11.6849374771;6;23.7729201317;2;20.4986934662;12.5;4;29.2759313583;
21;2;18.9500007629;11.8864603043;6;23.8345659971;2;19.625;13.5;5;29.6917257309;
22;2;19.36277771;11.0;6;23.8972244263;2;20.625;12.5;5;30.1284441948;
23;2;19.3768768311;11.0;6;23.9608341455;2;20.7789001465;12.5;5;30.5834169388;
24;2;18.9500007629;11.9804172516;6;24.0253293514;2;20.881269455;12.5;5;31.0533499718;
25;2;18.9500007629;12.0126647949;6;24.0906395912;2;20.9870033264;12.5;5;31.5343885422;
26;2;18.9500007629;12.0453195572;7;24.1566903591;2;19.625;13.5;5;32.0222206116;
27;3;18.9500007629;12.0783452988;5;24.2234034538;2;19.625;14.5;6;32.5122156143;
28;3;18.9500007629;12.1117019653;5;24.2906968594;2;19.625;14.7536649704;6;32.9995918274;
29;3;18.9500007629;12.1453485489;4;24.3584854603;2;20.625;12.7536649704;6;33.4795999527;
30;3;16.9500007629;13.1792430878;4;24.4266815186;2;19.5329093933;13.5;6;33.9477081299;
31;3;16.4960041046;13.0;4;24.4951944351;2;18.6382331848;14.5;5;34.399772644;
32;3;15.5114192963;14.0;4;24.5639321804;2;17.7399482727;15.5;4;34.8321838379;
33;3;14.5768852234;15.0;4;24.6328010559;3;16.8372421265;16.5;3;35.2419710159;
34;3;14.5923805237;16.0;3;24.7017066479;3;16.3044433594;17.5;3;35.6268672943;
35;3;14.6078834534;17.0;3;24.7705540657;3;16.3910446167;18.5;3;35.9853258133;
36;3;14.623374939;18.0;3;24.8392484188;3;16.471698761;19.5;3;36.3164978027;
37;3;14.6388311386;19.0;3;24.9076955318;3;16.5462112427;20.5;3;36.6201763153;
38;3;14.6542320251;20.0;4;24.97580266;3;15.5462121964;19.5;4;36.8967161179;
39;3;14.6695556641;21.0;4;25.0434782505;3;15.5462121964;19.5;5;37.1469373703;
40;3;14.6847820282;22.0;4;25.1106333733;3;15.0;18.5;5;37.3720273972;
41;3;14.6998920441;23.0;4;25.1771812439;3;15.0;18.5;5;37.5734405518;
42;4;14.7148656845;24.0;3;25.2430384159;3;16.0;19.5;6;37.7528085709;
43;4;14.729683876;25.0;3;25.3081250191;3;15.0;18.5;7;37.911860466;
44;4;14.7443275452;26.0;3;25.3723647594;3;16.0;18.5;7;38.0;
45;4;14.7587823868;27.0;3;25.4356853962;3;15.0;17.5;7;38.0;
46;4;14.7730293274;28.0;4;25.4980194569;3;16.0;18.5;6;38.0;
47;4;14.7870540619;29.0;4;25.5593039989;3;16.9249992371;19.5;8;38.0;
48;4;14.8008432388;30.0;4;25.6194810867;3;16.9249992371;20.5;8;38.0;
49;4;15.8143835068;28.0;5;25.6784973145;3;17.9249992371;19.5;10;38.0;
50;4;14.8276615143;29.0;6;25.7363049984;3;18.9249992371;19.5;11;38.0;
51;4;14.8406686783;30.0;6;25.7928612232;3;19.9249992371;20.5;12;38.0;
52;4;15.8533935547;28.0;6;25.8481285572;4;20.9249992371;21.5;11;38.0;
53;4;16.8658294678;28.0;7;25.902074337;4;21.9249992371;22.5;13;38.0;
54;4;17.8779678345;28.0;8;25.9546713829;4;22.5499992371;22.5;13;38.0;
55;4;18.8898010254;28.0;10;26.005897522;4;22.5499992371;22.5;13;38.0;
56;4;19.8513278961;28.0;10;26.0557351112;4;22.5499992371;22.5;14;38.0;
57;4;19.8625411987;28.0;10;26.1041712761;4;22.5499992371;22.5;14;38.0;
58;4;19.8734397888;27.0;10;26.1511979103;4;22.5499992371;22.5;14;38.0;
59;4;19.8840198517;26.0;10;26.1968111992;4;22.5499992371;22.5;14;39.0;
60;4;19.8942832947;25.0;10;26.2410116196;4;23.5499992371;23.5;15;39.0900000334;
61;4;18.9500007629;25.0;10;26.25;4;24.5499992371;24.5;15;39.1871190071;
62;4;19.90625;23.0;11;26.25;4;24.8171024323;25.5;15;39.2917383909;
63;4;19.90625;22.0;11;26.25;4;24.5499992371;26.5;17;39.4042263031;
64;4;19.90625;21.0;11;26.25;5;24.5499992371;27.5;14;59.5249304771;
