Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;10.0;6;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;6;20.0;
6;1;8.55000019073;8.5;5;17.0;1;9.0;10.0;6;20.0;
7;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;6;20.0;
8;1;8.82499980927;8.5;5;17.0;1;9.5;10.0;6;20.3999996185;
9;1;8.82499980927;8.5;5;17.3400001526;1;9.59000015259;10.1999998093;6;20.7264003754;
10;1;8.9015007019;8.67000007629;5;17.6278438568;1;9.66343975067;10.3632001877;6;20.9903717041;
11;1;8.96626472473;8.81392192841;5;17.869726181;1;9.72283363342;10.4951858521;5;22.0419120789;
12;1;9.02068901062;8.93486309052;4;18.786491394;1;9.95943069458;11.0209560394;5;22.9143505096;
13;1;9.22696018219;9.39324569702;5;19.5780620575;1;10.1557292938;11.4571752548;5;23.6214065552;
14;1;11.0206890106;9.78903102875;5;20.2480106354;1;10.3148164749;11.8107032776;5;24.1832637787;
15;1;12.0206890106;10.1240053177;5;20.8052330017;1;11.3148164749;12.0916318893;5;24.6226100922;
16;1;13.0206890106;10.4026165009;5;21.2618598938;1;12.3148164749;12.3113050461;5;24.9617595673;
17;1;14.0206890106;10.6309299469;5;21.6314201355;1;12.6163959503;12.4808797836;5;25.0;
18;1;15.0206890106;10.8157100677;5;21.9274635315;1;14.3148164749;12.5;5;25.0;
19;1;16.0206890106;10.9637317657;5;22.0;1;15.3148164749;12.5;6;25.0;
20;1;16.9500007629;11.0;5;22.0;1;16.3148155212;12.5;6;25.0;
21;2;17.9500007629;11.3999996185;4;23.0;1;17.3148155212;12.5;6;25.0;
22;2;18.9500007629;11.5;5;23.1074999571;1;17.625;12.5;6;25.0;
23;2;18.9500007629;11.5537500381;6;23.2253656387;1;17.625;12.5;6;25.0;
24;2;18.9500007629;11.6126823425;6;23.3543308973;1;17.625;12.5;6;25.0;
25;2;17.2547245026;12.0;6;23.4951226711;1;17.625;12.5;6;25.0;
26;2;16.286403656;13.0;7;23.6484457254;1;17.625;12.5;6;25.0;
27;2;15.3209009171;14.0;8;23.8149644136;1;17.625;12.5;6;25.0;
28;2;15.9500007629;12.9074821472;8;23.9952818155;1;17.625;12.5;6;25.0;
29;2;16.9500007629;11.9976406097;8;24.1899158955;1;17.625;12.5;6;25.0;
30;2;17.9500007629;12.0949583054;8;24.399273634;1;17.625;12.5;6;25.0;
31;2;18.9500007629;12.1996364594;8;24.6236231327;1;17.625;12.5;6;25.0;
32;2;17.5403156281;12.0;8;24.8630647659;1;17.625;12.5;7;25.0;
33;2;16.5941905975;13.0;7;25.1175034046;1;17.625;12.5;7;25.0;
34;3;15.6514396667;14.0;5;40.3866217136;1;17.625;12.5;7;25.0;
35;3;15.7619895935;15.0;5;41.4198577404;1;17.625;12.5;7;25.0;
36;3;16.825717926;16.0;5;42.3857619762;1;17.625;12.5;7;25.0;
37;3;17.8924369812;17.0;5;43.2824058533;1;17.625;12.5;7;25.0;
38;3;18.9619007111;18.0;5;44.1109457016;1;17.625;12.5;7;25.0;
39;3;20.0338020325;19.0;6;44.8747663498;1;17.625;12.5;7;25.0;
40;3;21.1077747345;20.0;6;45.5786314011;1;17.625;12.5;7;25.0;
41;3;21.3051929474;21.0;6;46.2279276848;1;17.625;12.5;7;25.0;
42;3;20.191078186;23.0;7;46.8280777931;1;17.625;12.5;8;25.0;
43;3;20.2486209869;25.0;6;47.2904214859;1;17.625;12.5;8;25.0;
44;3;20.2749996185;27.0;5;47.633852005;1;17.625;12.5;7;25.0;
45;3;20.2749996185;29.0;6;47.9732499123;1;15.625;13.5;7;25.0;
46;3;20.2749996185;31.0;7;48.3063445091;1;14.625;14.5;7;25.0;
47;3;20.2749996185;33.0;7;48.6310133934;1;13.625;15.5;8;25.0;
48;3;20.2749996185;34.8679122925;8;48.9453339577;1;12.625;16.5;8;25.0;
49;3;20.2749996185;36.1507987976;9;49.2476272583;1;12.0;17.5;8;25.0;
50;3;22.2749996185;33.1507987976;10;49.5364894867;1;12.0;18.5;8;25.0;
51;3;24.1957092285;33.0;10;49.8108100891;1;12.0;19.5;8;25.0;
52;3;25.2574310303;33.0;11;50.069776535;1;12.0;20.5;8;25.0;
53;3;26.315700531;33.0;11;50.3128671646;1;12.0;21.5;7;25.0;
54;3;27.3203964233;33.0;12;50.5398340225;1;13.0;19.5;8;25.0;
55;3;25.3203964233;33.0;12;50.7506799698;1;14.0;18.5;8;25.0;
56;3;26.3203964233;31.0;12;50.9456272125;1;15.0;17.5;8;25.0;
57;3;27.3203964233;30.0;13;51.1250829697;1;16.0;17.5;8;25.0;
58;3;27.5031433105;29.0;13;51.289607048;1;17.0;17.5;8;25.0;
59;3;27.5401611328;28.0;12;51.4398756027;1;17.625;17.5;8;25.0;
60;3;27.573972702;27.0;12;51.5766506195;1;17.625;17.5;8;25.0;
61;3;27.6047477722;26.0;12;51.7007513046;1;17.625;17.5;9;25.0;
62;3;27.6326694489;26.0;13;51.75;1;17.625;17.5;10;25.0;
63;3;25.6326694489;27.0;14;51.75;1;17.625;17.5;10;25.0;
64;3;25.2250003815;28.0;14;51.75;1;17.625;17.5;9;25.0;
65;3;25.2250003815;29.0;15;51.75;1;17.625;17.5;9;25.0;
66;3;25.2250003815;30.0;16;51.75;2;17.625;17.5;8;25.0;
67;3;25.2250003815;31.0;16;51.75;2;17.625;17.5;7;25.0;
68;3;25.2250003815;32.0;16;51.75;2;17.625;17.5;7;25.0;
69;3;25.2250003815;33.0;17;51.75;2;17.625;17.5;7;25.0;
70;3;25.2250003815;34.0;16;51.75;2;17.625;17.5;7;25.0;
71;3;25.2250003815;35.0;14;51.75;2;17.625;17.5;7;25.0;
72;3;25.2250003815;35.6749992371;14;51.75;2;17.625;17.5;7;25.0;
73;3;25.2250003815;35.6749992371;14;51.75;2;17.625;17.5;7;25.0;
74;3;25.2250003815;35.6749992371;14;53.2218742371;2;17.625;17.5;6;25.0;
75;3;23.3532505035;36.8926887512;13;54.4484014511;2;17.625;17.5;4;25.0;
76;3;24.4602508545;36.6864700317;9;55.4602832794;2;15.625;18.5;4;25.0;
77;3;25.5484008789;37.0766830444;8;56.2889680862;2;14.625;19.5;4;25.0;
78;3;26.0563354492;37.4037895203;8;56.7571392059;2;13.625;20.5;4;25.0;
79;3;25.1110782623;36.4037895203;8;56.9032640457;2;12.0;18.5;5;26.0;
80;3;25.1110782623;36.4037895203;9;57.0;2;13.0;18.5;6;26.0299999714;
81;3;24.1110782623;35.4347267151;11;57.0;2;14.0;19.5;6;26.0605909824;
82;3;25.1110782623;36.4347267151;11;57.0;2;14.0;20.5;7;26.091766119;
