Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;2;8.0;10.1999998093;5;21.0;
5;1;7.55000019073;9.30000019073;5;17.0;2;8.14999961853;10.0;5;21.0599999428;
6;1;8.55000019073;8.5;5;17.0;2;9.23849964142;10.0;5;21.1229639053;
7;1;8.82499980927;8.5;5;17.0;2;9.75266647339;10.0;5;21.1889609098;
8;1;8.82499980927;8.5;5;17.0;2;9.76751613617;10.0;5;21.6699410677;
9;1;8.82499980927;8.5;5;17.3400001526;2;9.87573719025;10.1999998093;5;22.0818096399;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;9.96840667725;10.3632001877;5;22.4358423948;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;10.0480642319;10.4951858521;5;23.611035943;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;10.3124837875;11.0209560394;5;24.615765214;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;10.5385475159;11.4571752548;4;25.4640146494;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;12.5385475159;11.8107032776;4;26.1761806011;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;14.5385475159;12.0916318893;4;26.7751014233;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;15.640039444;12.3113050461;4;27.2831678391;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;16.6780471802;12.4808797836;4;27.4996597767;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;17.7181529999;12.5;4;27.687142849;
19;1;16.0206890106;10.9637317657;5;22.0;2;18.7603359222;12.5;5;27.883649826;
20;1;16.9500007629;11.0;5;22.0;2;19.8045501709;12.5;5;28.0888605118;
21;1;16.9500007629;11.0;5;22.0;2;20.3199939728;12.5;5;28.3023359776;
22;1;16.9500007629;11.0;5;22.0;2;19.625;13.4907007217;5;28.5235154629;
23;1;16.9500007629;11.0;5;22.0;2;19.625;13.5570545197;5;28.7517154217;
24;1;16.9500007629;11.0;5;22.0;2;20.4691352844;12.5;5;28.986133337;
25;1;14.9500007629;12.0;6;22.0;2;20.5218811035;12.5;5;29.22585392;
26;1;13.9500007629;13.0;7;22.0;2;19.625;13.5;5;29.4698610306;
27;1;14.9500007629;11.0;7;22.0;2;19.625;13.8409585953;5;29.7170505524;
28;1;15.9500007629;11.0;7;22.0;2;19.625;13.9151153564;5;29.9662499428;
29;1;13.9500007629;12.0;7;22.0;2;20.625;12.5;5;30.2162384987;
30;1;12.9500007629;13.0;7;22.0;2;19.625;13.5;5;30.4657707214;
31;1;13.9500007629;11.0;7;22.0;2;19.625;14.5;5;30.7136011124;
32;1;14.9500007629;11.0;7;22.0;2;19.625;15.3568000793;6;30.9585089684;
33;1;15.9500007629;11.0;7;22.0;2;19.625;15.4792547226;6;31.1993217468;
34;1;13.9500007629;12.0;7;22.0;2;20.625;13.4792547226;6;31.4349379539;
35;1;12.9500007629;13.0;7;22.0;2;19.625;14.4792547226;6;31.6643476486;
36;1;12.0;14.0;8;22.0;2;20.625;12.5;6;31.8866472244;
37;1;12.0;15.0;8;22.0;2;21.174495697;12.5;6;32.1010527611;
38;1;12.0;16.0;8;22.0;2;19.625;13.5;6;32.3069086075;
39;1;12.0;17.0;8;22.0;2;19.625;14.5;6;32.5036902428;
40;1;12.0;18.0;8;22.0;2;19.625;15.5;7;32.6910057068;
41;1;12.0;19.0;8;22.0;2;20.625;13.5;7;32.8685903549;
42;1;12.0;20.0;9;22.0;2;21.3954334259;12.5;7;33.0363025665;
43;1;12.0;21.0;9;22.0;2;21.4331684113;12.5;6;33.1941108704;
44;1;12.0;22.0;10;22.0;2;21.4686756134;12.5;6;33.3420877457;
45;1;12.0;23.0;10;22.0;2;19.5019702911;13.5;6;33.4803924561;
46;1;12.0;24.0;11;22.0;2;16.625;15.5;6;33.6092615128;
47;1;12.0;25.0;12;22.0;2;16.625;17.5;7;33.7289934158;
48;2;13.0;26.8999996185;11;23.0;2;16.5890235901;19.5;7;33.8399391174;
49;2;14.0;27.0;11;23.0750000477;2;15.988986969;21.5;7;33.9424877167;
50;2;14.2418746948;28.0;14;23.1548187733;2;15.0;22.5;6;34.0;
51;2;14.2598342896;29.0;14;23.2396422625;2;15.0;23.5;6;34.0;
52;2;14.27891922;30.0;15;23.32964468;2;16.0;24.5;6;34.0;
53;2;15.2991695404;28.0;16;23.4249849319;2;16.0249996185;25.5;7;34.0;
54;2;14.3206214905;29.0;16;23.5258028507;2;16.0249996185;26.5;7;34.0;
55;2;14.3433055878;30.0;15;23.6322153807;2;16.0249996185;27.5;7;34.0;
56;2;15.0;28.0;16;23.7443124056;3;16.0249996185;28.5;7;34.0;
57;2;14.0;29.0;16;23.8621526957;3;16.0249996185;29.5;6;34.0;
58;2;14.4189844131;30.0;17;23.9857594967;3;16.0249996185;30.5;6;34.0;
59;2;15.4467964172;29.0;19;24.1151165962;4;16.0249996185;31.5;6;46.75;
60;2;16.0;29.0;18;24.2501642704;4;15.0249996185;34.5;6;47.3874998093;
61;2;17.5062866211;29.0;19;24.3907959461;4;16.0;37.5;6;47.9715299606;
62;2;18.5379295349;29.0;20;24.5368545055;4;17.0;37.5;8;48.4994401932;
63;2;19.5207939148;29.0;19;24.6881308556;4;18.0;39.0;8;48.9707527161;
64;2;18.9500007629;29.0;20;24.8443615437;4;19.0;40.0;9;50.3868265152;
65;2;18.9500007629;29.0;21;25.005228281;4;22.0;39.0;8;50.7904434204;
66;2;19.6261768341;26.0;21;25.1703586578;4;23.0;41.0;8;51.1465659142;
67;2;19.6633319855;25.0;22;25.3393273354;4;24.0;43.0;10;51.4595749378;
68;3;19.7013492584;24.0;21;41.8476805687;4;16.0;39.0;9;35.1671074629;
69;3;18.7401237488;26.0;21;42.2538416386;4;17.2625999451;38.0;9;35.211841464;
70;4;18.7795372009;28.0;20;42.6142861843;4;18.0;37.6059188843;10;35.2577478886;
71;4;18.8194656372;30.0;21;42.7934236526;4;19.0;36.6288757324;11;35.3048160076;
72;4;18.9097709656;32.0;21;42.9736218452;4;20.0;35.6524085999;11;35.3530313969;
73;4;19.9503154755;34.0;22;43.1542396545;4;21.0;34.6765136719;11;35.4023760557;
74;4;20.9909534454;35.0;22;43.3346266747;4;21.625;33.7011871338;11;35.4528282881;
75;4;22.031539917;36.0;22;43.5141320229;4;21.9518871307;32.0;13;35.5043625832;
76;4;23.0719299316;37.0;23;43.6921138763;4;21.9634819031;31.0;13;35.5569496155;
77;4;24.1119766235;38.0;23;44.8679485321;4;21.9753131866;30.0;13;35.6105561256;
78;4;26.1515388489;40.0;23;45.0610404015;4;21.9873752594;29.0;13;35.6651450396;
79;4;28.1904830933;42.0;24;45.2510237694;4;21.9996566772;28.0;14;36.9339784384;
