Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;13.3000001907;4;17.0;1;6.0;12.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;11.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;8.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;8.0;10.0;4;20.0;
6;2;8.55000019073;8.89999961853;4;18.0;1;9.0;10.0;4;20.0;
7;2;9.05000019073;8.5;4;18.0674999952;1;9.5;10.0;4;20.0;
8;2;9.06518745422;8.5;4;18.1388356686;1;9.5;10.0;4;20.3999996185;
9;2;9.08123779297;8.5;4;18.5655144453;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;9.17724132538;8.67000007629;4;18.9455717802;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;9.26275348663;8.81392192841;4;19.2853912115;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;9.33921337128;8.93486309052;4;20.3484560251;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;9.57840251923;9.39324569702;5;21.2991602421;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;11.4079360962;9.78903102875;5;22.1417161226;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;13.4079360962;10.1240053177;5;22.8855876923;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;15.4079360962;10.4026165009;5;23.5433773994;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;16.5340309143;10.6309299469;5;24.1289627552;1;15.7228336334;12.4808797836;5;25.0;
18;2;17.5826358795;10.8157100677;5;24.6560902596;1;16.7228336334;12.5;5;25.0;
19;2;18.6346302032;10.9637317657;5;24.9747862816;1;17.625;12.5;6;25.0;
20;2;19.6193275452;11.0;5;25.2358300686;1;17.625;12.5;6;25.0;
21;2;19.678062439;11.0;6;25.5113341808;1;17.625;12.5;5;25.0;
22;2;18.9500007629;12.0;6;25.8006212711;1;17.625;12.5;5;25.0;
23;2;18.9500007629;12.9003105164;6;26.1027469635;1;17.625;12.5;5;25.0;
24;2;18.9500007629;13.0513734818;6;26.4164943695;2;17.625;12.5;4;25.0;
25;3;18.9500007629;13.2082471848;5;26.7403783798;2;17.625;12.5;5;25.0;
26;3;18.9500007629;13.3701896667;6;27.072660923;2;17.625;12.5;6;25.0;
27;4;18.9500007629;13.5363302231;5;27.4113798141;2;17.625;12.5;7;25.0;
28;4;18.9500007629;13.7056903839;5;27.754386425;2;17.625;12.5;7;25.0;
29;4;18.9500007629;13.8771934509;5;28.0993971825;2;17.625;12.5;7;25.0;
30;4;18.9500007629;14.0496988297;5;28.4440498352;2;17.625;12.5;7;25.0;
31;4;16.9500007629;16.049697876;5;29.7859678268;2;17.625;12.5;7;25.0;
32;4;16.9500007629;18.049697876;5;30.2303255796;2;17.625;12.5;7;25.0;
33;4;16.9500007629;20.049697876;5;30.6777768135;2;17.625;12.5;7;25.0;
34;4;16.2757072449;21.7071704865;5;31.1270159483;2;17.625;12.5;7;25.0;
35;4;16.3047237396;22.9954166412;6;31.5769517422;2;17.625;12.5;7;25.0;
36;4;16.3364028931;24.273645401;6;32.0267301798;2;17.625;12.5;7;25.0;
37;4;16.3708992004;25.5404567719;6;32.4757405519;2;17.625;12.5;7;25.0;
38;4;17.0;24.7946987152;7;32.9236084223;2;17.625;12.5;7;25.0;
39;5;18.0;24.8312473297;6;33.3701708317;2;17.625;12.5;7;25.0;
40;5;19.0;24.2331542969;6;33.8154380322;2;17.625;12.5;8;25.0;
41;5;18.5398368835;21.2622299194;6;34.2595455647;2;17.625;12.5;8;25.0;
42;5;18.0;21.2622299194;6;34.7026977539;2;17.625;12.5;8;25.0;
43;5;17.6441898346;19.2622299194;6;35.1451094151;2;17.625;12.5;8;25.0;
44;5;16.7014389038;21.2622299194;7;35.5869429111;2;17.625;12.5;9;25.0;
45;5;16.7619895935;23.2622299194;7;36.0282514095;2;17.625;12.5;9;25.0;
46;5;17.0;23.2622299194;7;36.4689290524;2;17.625;12.5;9;25.0;
47;5;18.0;24.2622299194;9;36.9086723328;2;17.625;12.5;9;25.0;
48;5;17.9619007111;21.2622299194;9;37.3446760178;2;17.625;12.5;9;25.0;
49;5;17.0;21.2622299194;9;37.6734399796;2;17.625;12.5;9;25.0;
50;5;19.0;24.2622299194;10;38.0095415115;3;17.625;12.5;9;25.0;
51;5;20.1833972931;27.2622299194;10;38.3509097099;3;17.625;13.5;9;25.0;
52;5;21.2602043152;30.2622299194;10;38.6953148842;3;17.625;14.5;9;25.0;
53;5;22.2876968384;33.2622299194;10;39.0404214859;3;17.625;15.5;9;25.0;
54;5;22.3653450012;34.2622299194;10;39.383852005;3;17.625;16.5;10;25.0;
55;5;22.4426174164;35.2622299194;10;39.7232499123;3;17.625;17.5;10;25.0;
56;5;22.5189819336;35.6749992371;10;40.0563445091;4;18.625;18.5;9;26.0;
57;5;22.5939292908;35.6749992371;11;40.3810133934;4;19.625;19.5;10;26.0900000334;
58;5;22.6669788361;35.6749992371;11;40.6953339577;4;19.8702507019;20.5;10;26.1871190071;
59;5;22.737701416;35.6749992371;11;40.9976272583;4;19.8921012878;21.5;9;26.2917383909;
60;5;22.8057174683;35.6749992371;12;41.2864894867;4;19.9156417847;22.5;10;26.4042263031;
61;6;23.8707103729;36.6749992371;12;42.5608100891;5;19.9409503937;22.5;9;26.5249304771;
62;6;24.932434082;37.6749992371;12;42.9272764921;5;19.9681091309;22.5;9;26.6541694403;
63;6;25.2398872375;38.6749992371;11;43.2882328033;5;19.9971885681;22.5;9;26.7922235727;
64;6;25.3211021423;39.6749992371;13;43.6441649199;5;20.0282497406;22.5;9;26.9393253326;
65;6;23.3501205444;41.6749992371;14;43.9958026409;6;20.0613479614;22.5;8;27.0956480503;
66;6;24.3817977905;40.6749992371;15;44.344072938;6;19.625;22.5;8;28.261295557;
67;6;25.4162940979;40.6749992371;15;44.6900473833;6;21.1337909698;23.5;8;28.4662904739;
68;6;25.6365127563;40.6749992371;16;45.0348888636;6;22.1731643677;24.5;8;28.6811554432;
69;7;25.714099884;40.6749992371;16;45.3797914982;6;22.2146263123;25.5;8;28.9057135582;
70;7;25.7917041779;40.6749992371;16;45.7259242535;6;22.2581386566;26.5;8;29.1396765709;
71;7;25.8695831299;40.6749992371;16;46.0743744373;6;22.3036365509;27.5;8;30.3826380968;
72;7;25.9479846954;40.6749992371;17;46.3630647659;6;23.3510303497;28.5;8;30.6740697622;
73;7;24.0018596649;41.6749992371;17;46.6175034046;6;24.4002056122;29.5;8;31.0057028532;
74;7;23.6514396667;42.6749992371;17;46.8866217136;6;24.7013053894;30.5;9;31.348611474;
75;9;24.7119903564;44.6749992371;16;48.1698577404;6;24.7708206177;31.5;9;32.7020378113;
76;9;25.775718689;46.6749992371;16;50.7760101557;6;25.8425865173;33.5;9;33.1551046371;
