Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;9.0;10.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.4400005341;1;9.0;10.0;5;20.0;
3;1;10.8880004883;14.720000267;6;29.235200882;1;9.0;10.0;4;20.0;
4;1;10.8470401764;14.617600441;6;29.0508804321;1;9.0;10.0;4;20.0;
5;1;11.8470401764;14.5254402161;6;28.8849925995;1;10.0;10.0;4;20.0;
6;2;13.1470403671;14.4424962997;5;29.7356929779;1;11.0;10.0;4;20.0;
7;2;13.9207077026;14.367846489;5;29.7040439844;1;11.0;10.0;4;20.3999996185;
8;2;13.9112129211;14.3434619904;5;29.6773910522;2;12.1199998856;10.1999998093;3;21.7264003754;
9;2;13.9032173157;14.321516037;5;30.8664704561;2;13.2179203033;10.3632001877;3;21.9903717041;
10;2;15.926902771;14.898525238;5;30.9003995657;2;14.2971115112;10.4951858521;3;23.0619120598;
11;2;17.926902771;14.8975524902;5;30.9353300333;2;14.9185733795;11.0209560394;3;23.9545464516;
12;2;19.926902771;14.8966770172;4;30.9712344408;2;16.9185733795;11.4571752548;3;24.6819883585;
13;2;20.9599132538;14.8958892822;4;31.0080852509;2;18.9185733795;11.8107032776;4;25.2644146681;
14;2;21.9713935852;14.8951807022;5;31.0458527803;2;19.936920166;12.0916318893;4;25.7245066166;
15;2;22.9831066132;14.8945426941;5;31.0845092535;2;20.9431419373;12.3113050461;4;26.0845712423;
16;2;22.9363822937;15.2829399109;5;31.124024868;2;21.9494171143;12.4808797836;4;26.1438889503;
17;2;22.9360713959;15.294588089;5;31.1643693447;2;22.955739975;12.5;4;26.1651208401;
18;3;22.9357910156;15.3065052032;5;31.2055125237;2;23.9621086121;12.5;4;26.1864993572;
19;3;22.9355392456;14.8925676346;5;31.2474218607;2;24.8559494019;12.5;5;26.2080165148;
20;3;22.9353141785;15.3311033249;5;31.2900629044;2;24.5;12.8624048233;5;26.2296639681;
21;3;23.3870201111;14.8918514252;6;31.3334027529;2;24.8689002991;12.5;5;26.2514331341;
22;3;23.4000225067;14.8915462494;5;31.3774045706;2;24.8754310608;12.5;5;26.2733153105;
23;3;22.9347629547;15.3697299957;5;31.4220314026;2;24.5;12.8819942474;5;26.2953014374;
24;3;22.9346160889;15.7110157013;4;31.4672443867;2;24.5;12.8885908127;5;26.3173824549;
25;3;21.4403076172;15.8910245895;4;31.5130027533;2;22.8952140808;13.5;6;26.3395489454;
26;3;20.4541549683;16.8910255432;4;31.5592657328;2;21.9018650055;14.5;6;26.3617914915;
27;3;19.4681434631;17.8910255432;4;32.6059910059;2;20.908536911;15.5;7;26.3841004372;
28;3;19.482257843;18.8910255432;4;32.6873745918;2;21.5;14.1920499802;7;26.4064661264;
29;3;19.4964885712;19.8910255432;4;32.7699491978;2;22.9219398499;12.5;7;26.428878665;
30;3;18.8316116333;20.8910255432;5;32.8536652327;2;20.5;14.2144393921;7;26.4513280392;
31;3;17.8567962646;21.8910255432;4;32.9384680986;3;19.5;15.2256641388;6;26.4738043547;
32;3;16.9476852417;22.8910255432;3;33.0243042707;3;18.5;15.5;6;26.4962974787;
33;3;16.9734954834;23.8910255432;3;33.1111131907;3;17.5;17.2481479645;6;26.5187973976;
34;3;16.9995880127;24.8910255432;4;33.198833704;3;17.0;18.2593994141;6;26.5412938595;
