Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;5;20.0;
4;1;11.3999996185;16.0;6;32.0;2;10.0;10.0;4;21.0;
5;1;12.3999996185;16.0;6;32.0;2;12.0;10.0;4;21.0900000334;
6;2;13.6999998093;16.0;5;32.7439994812;2;14.0;10.0;4;21.1871190071;
7;2;14.6999998093;15.8719997406;5;32.6356003284;2;14.3561353683;10.0;4;21.7036092281;
8;2;14.7906799316;15.8028001785;5;32.541631937;2;14.5110826492;10.1999998093;4;22.1564130783;
9;2;14.7624893188;15.7405204773;5;33.7250242233;2;14.6469240189;10.3632001877;4;23.4291926622;
10;2;16.8187541962;16.3007202148;5;34.5860564709;2;15.0287570953;10.9097137451;4;24.540822506;
11;2;18.8187541962;16.698223114;5;35.2040666342;2;17.0287570953;11.3658018112;4;25.5043385029;
12;2;20.8187561035;16.9726676941;5;35.3709993362;2;19.0287570953;11.7372808456;4;26.3401436806;
13;2;21.880979538;17.0200004578;6;35.4464536905;2;20.2276515961;12.0336990356;5;27.0718023777;
14;2;22.9036159515;17.0200004578;6;35.5251243114;2;21.3076095581;12.2662630081;5;27.7228300571;
15;2;23.9272174835;17.0200004578;6;35.6070270538;2;22.3949165344;12.446267128;5;28.1464314461;
16;2;24.6821079254;17.0200004578;5;35.692163229;2;23.4897575378;12.5;5;28.4879314899;
17;2;24.707649231;17.0200004578;5;35.7805181742;2;24.592206955;12.5;5;28.8545851707;
18;3;24.7341556549;17.0200004578;5;35.8720604181;2;24.5;13.5;5;29.2456488609;
19;3;24.2119998932;17.0200004578;5;35.9667401314;2;24.5;13.7736949921;6;29.659784317;
20;3;24.7900218964;17.0200004578;5;36.0644886494;2;25.5;12.5;6;30.0950183868;
21;3;24.8193454742;17.0200004578;5;36.1652173996;2;24.5;13.5;6;30.5487289429;
22;3;24.849565506;17.0200004578;6;36.2688171864;2;24.5;14.1646184921;6;31.0176672935;
23;3;24.880645752;17.0200004578;6;36.3751580715;2;25.5;12.5;7;31.4980173111;
24;3;24.9125480652;17.0200004578;6;36.4840893745;3;26.4494056702;12.5;6;31.9854974747;
25;3;24.9452266693;17.0200004578;6;36.5954399109;3;26.5956497192;12.5;6;32.4754953384;
26;3;24.2119998932;18.0200004578;6;36.709017992;3;26.7426490784;12.5;6;32.9632344246;
27;3;25.0127048492;17.0200004578;5;36.8246126175;3;26.8889694214;12.5;6;33.4439563751;
28;3;24.2119998932;18.0200004578;4;37.9419949055;3;27.0331878662;12.5;6;33.9131059647;
29;3;26.0825977325;17.5200004578;3;38.1009187698;3;27.1739311218;12.5;6;34.3665065765;
30;3;25.1182746887;18.0200004578;3;38.2623074055;3;25.1739311218;13.5;6;34.8005027771;
31;3;24.4786911011;19.0200004578;3;38.4258890152;3;24.5;14.5;6;35.2120742798;
32;3;23.5277671814;20.0200004578;4;38.5913780928;3;23.5;13.5;6;35.5988998413;
33;3;22.577413559;21.0200004578;4;38.7584780455;3;23.5;14.5;6;35.9593791962;
34;3;21.6275424957;22.0200004578;4;38.9268839359;3;23.5;15.5;7;36.2926120758;
35;3;20.6780662537;23.0200004578;5;39.0962853432;3;22.8877830505;16.5;7;36.5983467102;
36;4;19.7288856506;24.0200004578;4;39.2663683891;3;21.8877830505;15.5;7;36.8768987656;
37;4;19.6179084778;24.0200004578;4;39.4368191957;3;21.8877830505;15.5;8;37.1290569305;
38;4;21.2119998932;26.0200004578;4;39.6073268652;3;22.5;17.5;8;37.3559846878;
39;4;21.2119998932;28.0200004578;5;39.7775850296;3;24.5;19.5;8;37.5591192245;
40;4;23.6633090973;30.0200004578;5;39.9472961426;3;24.5;21.5;9;37.7400808334;
41;4;24.9841880798;32.0200004578;5;40.1161718369;3;24.5;23.5;10;37.900595665;
42;4;26.0348510742;32.0200004578;6;40.2839366198;3;24.5;24.5;10;38.0;
43;4;26.5856361389;32.8525733948;7;40.4503290653;3;24.5;25.5;11;38.0;
44;4;26.2119998932;33.8803405762;7;40.6151030064;3;24.5;26.5;11;38.0;
45;5;27.7451305389;32.0200004578;6;40.7780290842;3;24.5;27.5;12;38.0;
46;5;26.2119998932;33.9371871948;6;41.93889606;3;24.5;28.5;12;38.0;
47;5;28.7797336578;33.0200004578;6;42.1575111151;3;25.5;26.5;13;38.0;
48;5;28.7973766327;35.0200004578;7;42.376663208;3;24.5;27.5;13;38.0;
49;5;28.5488891602;38.0200004578;10;42.5962661505;4;24.5;28.5;11;53.0;
50;5;28.8332557678;38.6682281494;10;42.8162429333;4;26.5;27.5;11;53.75;
51;5;29.5894165039;38.6682281494;9;43.0365263224;4;28.5;27.5;11;54.4193744659;
52;5;28.8697948456;39.3333702087;10;43.2570546865;4;29.5;27.5;13;55.0072898865;
53;5;29.2119998932;38.7228546143;10;43.4777722359;4;27.5;29.5;13;55.5162696838;
54;5;28.906829834;38.7621765137;12;43.6986242533;5;25.5;32.5;12;55.9513263702;
55;5;29.3953456879;39.0200004578;12;43.9195568562;5;25.5;34.5;13;56.3190898895;
56;5;29.4395828247;39.9138069153;14;44.1405142546;5;25.5;36.5;14;56.6270179749;
57;6;29.4848194122;39.948890686;13;44.3614348173;5;26.5;35.5;14;56.8827629089;
58;6;30.5310230255;37.948890686;14;44.5822505951;5;25.5;37.5;15;57.0;
59;7;28.7897453308;39.948890686;13;59.2539069653;5;25.2000007629;39.5;16;57.0;
60;7;31.0191116333;39.0200004578;12;61.7036619186;5;25.7000007629;38.5;14;57.0;
61;7;33.96534729;39.6599502563;12;63.6856896877;5;24.7000007629;40.5;14;58.0;
62;8;32.5654678345;43.0979385376;13;65.3075180054;5;25.7000007629;43.5;15;59.9800000191;
63;8;33.032951355;46.9098434448;13;66.3086929321;5;27.8710002899;43.5;18;61.6052269936;
64;8;34.9890823364;47.7625236511;14;67.2259452343;5;28.3257255554;43.5;18;62.9224945307;
65;8;35.0400009155;49.4300765991;15;68.0870060921;5;29.1311988831;44.5;19;63.981366992;
66;8;36.9790496826;48.7741088867;16;68.8966810703;5;30.5513553619;45.5;19;64.6659939289;
67;8;36.3456993103;49.9329071045;16;69.65990448;5;29.2999992371;45.0509490967;21;64.896035552;
68;8;36.415435791;50.8708953857;16;70.2694523335;5;29.2999992371;43.5;20;65.098347187;
69;8;36.4400024414;51.134727478;17;70.7927539349;5;28.2999992371;42.5;15;65.1651208401;
70;8;34.4400024414;52.3963775635;17;71.3104524612;5;25.2999992371;45.5;16;65.1864993572;
71;8;35.4400024414;53.4744377136;17;71.8213129044;5;24.2999992371;48.5;17;65.2080165148;
72;9;36.4400024414;55.5475921631;13;82.3241109848;5;23.2999992371;51.5;17;65.2296639681;
73;9;37.4400024414;58.6159286499;15;83.3176445961;5;23.2999992371;51.5;17;65.2514331341;
74;9;38.4400024414;61.6795730591;15;84.2732434273;5;23.2999992371;51.5;18;65.2733153105;
75;9;36.4400024414;65.7386779785;15;85.1867003441;5;24.2999992371;52.5;19;65.2953014374;
76;9;35.4400024414;68.886138916;16;86.0548882484;5;25.2999992371;53.5;20;65.3173824549;
77;9;34.4400024414;71.1156005859;16;86.8232884407;5;26.2999992371;55.5;21;65.3395489454;
78;10;33.4400024414;73.3120193481;16;87.509967804;5;27.2999992371;57.5;21;65.3617914915;
79;10;32.4400024414;75.4845275879;16;88.1550836563;5;26.2999992371;57.5;22;65.3841004372;
80;10;31.4400005341;77.652885437;17;88.758749485;5;26.2999992371;58.5;22;65.4064661264;
81;10;30.4400005341;79.8165435791;17;89.3216862679;5;25.2999992371;58.5;22;65.428878665;
82;10;29.4400005341;81.9750061035;18;89.8450894356;5;24.2999992371;58.5;23;65.4513280392;
83;10;28.4400005341;83.5636062622;18;90.3305025101;5;22.2999992371;61.5;23;65.4738043547;
84;10;27.4400005341;84.7871398926;19;90.7797107697;5;22.2999992371;61.5;24;65.4962974787;
