Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;6;20.0;
4;1;11.3999996185;16.0;6;31.5391998291;1;9.0;10.0;6;20.0;
5;1;12.3999996185;15.7695999146;6;31.1244792938;2;10.3000001907;10.0;5;21.0;
6;1;13.3999996185;15.5622396469;6;30.7512321472;2;11.3000001907;10.0;5;21.0900000334;
7;1;14.2253694534;15.3756160736;6;30.5009078979;2;11.3269996643;10.0;5;21.5980186462;
8;1;14.1502723694;15.250453949;6;30.2756175995;2;11.4794054031;10.1999998093;5;22.0418490171;
9;1;14.0826854706;15.1378087997;6;31.0011367798;2;11.6125545502;10.3632001877;5;22.4332156181;
10;1;16.1502723694;15.5005683899;6;31.5191230774;2;11.7299642563;10.4951858521;5;23.6659361124;
11;1;17.1502723694;15.7595615387;6;31.672000885;2;12.0997810364;11.0209560394;5;24.7393633127;
12;1;18.1502723694;15.8360004425;6;31.672000885;2;14.0997810364;11.4571752548;5;25.6686143875;
13;1;19.1502723694;15.8360004425;7;31.672000885;2;16.0997810364;11.8107032776;5;26.4751701355;
14;2;21.1502723694;15.8360004425;6;32.672000885;2;16.9425506592;12.0916318893;5;27.1828548908;
15;2;23.1502723694;15.8360004425;6;32.8603209257;2;17.1548576355;12.3113050461;5;27.8148901463;
16;2;23.8580970764;15.8360004425;7;33.0818675756;2;17.3444671631;12.4808797836;5;28.1711652279;
17;2;23.9245605469;15.8360004425;7;33.3415950537;2;19.3381328583;12.5;5;28.5145654678;
18;2;24.0024795532;15.8360004425;8;33.6448335648;2;20.4411525726;12.5;5;28.8830828667;
19;2;24.0934505463;15.8360004425;8;33.9971649647;2;21.5517082214;12.5;5;29.2759313583;
20;2;24.1991500854;15.8360004425;9;34.1885972023;2;22.6695632935;12.5;5;29.6917257309;
21;2;24.2565784454;15.7412805557;9;34.4510552883;2;22.9075183868;12.5;5;30.1284441948;
22;3;24.3353157043;15.6560325623;8;34.7862434387;2;23.0385322571;12.5;4;30.5834169388;
23;3;24.4358730316;15.5793094635;8;35.1951141357;2;21.5;13.5;4;31.0533499718;
24;3;24.5585346222;15.5102586746;10;35.6774325371;2;22.5;12.5;4;31.5343885422;
25;3;24.7032299042;15.4481124878;10;36.2313246727;3;23.4603157043;12.5;4;32.0222206116;
26;3;23.2353096008;16.3921813965;10;36.8528423309;3;23.6066665649;12.5;5;32.5122156143;
27;3;22.2353096008;16.3921813965;11;37.5356264114;3;21.7536659241;13.5;5;32.9995918274;
28;4;22.1097984314;17.3921813965;9;55.3732838631;3;22.8998775482;12.5;5;33.4795999527;
29;4;22.2353096008;17.3921813965;9;57.0295886993;3;24.0438804626;12.5;5;33.9477081299;
30;4;25.218296051;17.2190685272;9;58.6000938416;3;22.0438804626;13.5;5;34.399772644;
31;4;26.2004623413;18.1860427856;8;60.0714502335;3;23.0438804626;12.5;4;34.8321838379;
32;4;26.979549408;19.1563186646;8;61.4345350266;3;21.5;13.5;3;35.2419710159;
33;4;27.1985874176;20.1295661926;8;62.6837596893;3;22.5;12.5;3;35.6268672943;
34;4;27.4123821259;21.1054897308;8;63.8165273666;3;21.5;13.5;3;35.9853258133;
35;4;27.6171188354;22.083820343;9;64.8328609467;3;22.5;12.5;3;36.3164978027;
36;4;27.8095817566;23.0643196106;9;65.6475534439;3;21.5;13.5;3;36.6201763153;
37;4;28.9873390198;23.0643196106;10;66.2455625534;3;21.5;14.5;3;36.8967161179;
38;4;30.1487998962;24.0643196106;10;66.7804203033;3;21.5;15.5;3;37.1469373703;
39;4;31.2932128906;25.0643196106;11;67.252076149;3;21.5;16.5;4;37.3720273972;
40;4;32.4205627441;26.0643196106;11;67.6627159119;3;21.5;17.5;4;37.5734405518;
41;4;33.5314331055;27.8674411774;11;68.0161743164;3;22.5;15.5;4;37.7528085709;
42;4;34.626865387;27.8570766449;12;68.317358017;3;23.5;17.5;5;37.911860466;
43;4;35.0831871033;27.8477478027;12;68.5717334747;3;24.5;19.5;5;38.0;
44;4;35.1518669128;27.8393535614;12;68.7849197388;3;25.3999996185;20.5;5;38.0;
45;5;35.2094268799;27.8317985535;12;69.8555984497;3;23.3999996185;22.5;5;38.0;
46;5;36.2285079956;28.8249988556;12;69.8633589745;3;22.3999996185;24.5;5;39.0;
47;5;37.2252044678;29.8188781738;12;69.6308751106;3;22.5;26.5;6;39.0900000334;
48;5;37.1569824219;30.7375946045;13;69.4238497019;3;23.5;28.5;6;39.1871190071;
49;5;37.4137573242;31.664440155;13;69.2397488356;3;23.856136322;30.5;6;39.2917383909;
50;5;37.0403213501;32.5986022949;13;69.0762922764;3;23.5;32.5;6;39.4042263031;
51;5;35.3211555481;33.4291534424;14;69.9314244986;4;24.9212684631;31.5;5;39.5249304771;
52;5;34.9458236694;36.159702301;14;69.9557956457;4;23.5;32.5;6;39.6541694403;
53;5;34.9055404663;38.1243515015;14;69.823410511;4;23.9962501526;33.5;6;39.7922235727;
54;5;33.8170852661;40.0332717896;14;70.5476837158;4;24.5;32.3961105347;6;39.9393253326;
55;5;32.7374725342;41.9544067383;15;72.1780869961;4;24.0817985535;32.5;7;40.0956480503;
56;5;32.5483474731;44.1862335205;15;73.3246040344;4;24.1286945343;33.5;7;40.261295557;
57;5;32.6269416809;46.2396240234;16;74.1396590471;4;25.1783885956;31.5;8;40.4362905025;
58;5;32.6329269409;47.7268638611;17;74.8936845064;4;23.5;33.5;9;41.6205644608;
59;6;32.6329269409;48.9855308533;17;75.4239486456;4;24.5;35.8102836609;10;41.9039474726;
60;6;32.6329269409;50.2776451111;17;75.9701379538;4;26.5;34.9069747925;11;42.2032783031;
61;6;30.6329250336;52.6053581238;18;76.5781174898;4;27.4048480988;35.5;11;42.5185414553;
62;6;29.6329250336;54.9701461792;19;77.2487459183;4;28.4680404663;37.5;13;42.8495872021;
63;6;28.6329250336;57.3725242615;19;77.9808056355;4;28.5336074829;37.5;14;43.1961224079;
64;6;27.8955783844;59.8117599487;20;78.7705698013;4;27.5;39.5;14;43.5577040911;
65;7;27.8955783844;62.2856178284;19;80.6114943027;4;29.5;39.6579170227;14;43.9337359667;
66;7;28.8955783844;65.7901763916;20;81.5391159058;4;28.7424545288;38.7545547485;16;44.3234677315;
67;7;30.8955783844;66.3197479248;21;82.3300136328;5;28.8152427673;38.8575286865;13;74.9680192471;
68;7;29.8672657013;69.8145904541;23;83.1543102264;5;28.9022579193;39.0076789856;13;80.1486604214;
69;7;32.1836891174;69.751663208;23;83.9944792986;5;28.5;42.0612030029;13;84.4235496521;
70;8;33.8188552856;70.709197998;23;84.8327924013;5;29.5;45.535823822;14;87.7922461033;
71;9;35.7982139587;70.546913147;22;85.6524521112;5;29.5;46.7273178101;15;90.2352118492;
72;10;34.7796401978;72.5072250366;22;86.4386694431;5;28.5;50.9330711365;16;91.9900295734;
73;10;34.4206733704;75.4143447876;22;87.1794945002;5;30.5;49.152973175;17;93.2837729454;
74;10;34.3965988159;77.4200668335;23;87.8663159609;5;32.4419059753;49.3866653442;17;93.9749550819;
75;10;34.3749313354;79.4294891357;23;88.4939880371;6;25.5;53.6334915161;17;94.6314344406;
76;10;34.3554344177;82.4423294067;24;89.0605854988;7;24.0;57.8924942017;16;95.2954249382;
77;10;34.3378829956;85.4583282471;23;90.5669381618;8;23.0;59.1624107361;15;95.9633245468;
78;10;35.3220901489;88.6510391235;23;92.0534905195;8;24.0;59.241607666;16;96.6313109398;
79;10;37.3078765869;92.6883010864;23;94.0655765533;8;23.0;61.6575164795;16;97.2954101562;
80;11;36.294631958;97.7495880127;19;112.127748489;8;23.0;64.0730133057;17;97.9515800476;
81;11;39.2827148438;98.8486404419;17;115.823595643;8;23.0;66.4853973389;16;99.5958094597;
82;11;41.2015037537;100.832893372;18;119.029128432;8;25.0;69.8919906616;15;100.284217358;
