Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;2;9.19999980927;10.0;4;21.0;
3;1;11.3999996185;16.0;6;31.3753604889;2;9.19999980927;10.0;4;21.0599999428;
4;1;11.2750720978;15.6876802444;6;30.8131847382;2;9.21199989319;10.0;4;21.1229639053;
5;2;12.5750722885;15.4065923691;5;31.1761550903;2;10.336889267;10.0;4;21.1889609098;
6;2;13.5750722885;15.0880775452;5;30.7403182983;2;11.3566884995;10.0;3;21.2580518723;
7;2;14.2220954895;14.8014135361;5;30.4642266035;2;11.377415657;10.0;3;21.7428686619;
8;2;14.1392679214;14.5816078186;5;30.2534766197;2;11.522860527;10.1999998093;3;22.1586660147;
9;2;14.076043129;14.3837833405;5;30.2271722555;2;11.647600174;10.3632001877;3;22.5167047977;
10;2;16.2674808502;14.2493915558;5;30.2631244659;2;11.7550115585;10.4951858521;3;23.6975815296;
11;2;18.2674808502;14.1284389496;4;30.3623616695;2;12.1092748642;11.0209560394;3;24.7081744671;
12;2;20.2674808502;14.0195817947;4;30.526078701;2;14.1092748642;11.4571752548;3;25.5624349117;
13;2;21.5538215637;13.9216098785;4;30.7554209232;2;16.1092739105;11.8107032776;4;26.2807190418;
14;2;22.67552948;13.8334350586;5;31.0512156487;2;17.241809845;12.0916318893;4;26.8858177662;
15;2;23.3153648376;13.7540779114;5;31.4136629105;2;18.2915363312;12.3113050461;4;27.4000668526;
16;2;23.4240989685;13.6826562881;5;31.842001915;2;19.3440666199;12.4808797836;4;27.6226844788;
17;2;23.5526008606;13.6183776855;5;32.3341574669;2;20.3993797302;12.5;4;27.8161680698;
18;2;23.7002468109;13.5605268478;5;32.8864274025;2;21.4574241638;12.5;4;28.018476963;
19;2;23.8659267426;13.5084609985;5;33.4932317734;2;22.4055423737;12.5;5;28.2292125225;
20;2;24.0479698181;13.4616012573;5;34.1469917297;2;22.4687633514;12.5;5;28.447855711;
21;2;24.2440986633;13.4194278717;7;34.8381662369;2;21.5;13.5;5;28.6737642288;
22;3;24.4514503479;13.3814716339;6;35.5555038452;2;22.5;12.5;5;28.9061751366;
23;3;24.6666507721;13.3473110199;7;36.2864961624;2;22.6718521118;12.5;5;29.1442108154;
24;3;24.8859500885;13.3165664673;7;37.0180130005;3;22.7432632446;12.5;4;29.3868870735;
25;3;25.1054039001;13.2888965607;8;37.7370510101;3;22.8160667419;12.5;4;29.6331281662;
26;3;23.090461731;14.2639932632;8;38.4315109253;3;21.5;13.5;6;29.8817820549;
27;4;22.090461731;14.2639932632;7;42.0069401264;4;22.5;12.5;5;30.1316423416;
28;4;23.090461731;15.2639932632;7;42.7491993904;4;21.5;13.5;5;30.3814692497;
29;4;23.090461731;14.2639932632;7;43.4436075687;4;22.5;12.5;5;30.6300139427;
30;4;24.090461731;15.1869163513;7;44.0863287449;4;21.1890048981;13.5;5;30.8760447502;
31;4;24.597902298;16.1722106934;7;44.6758058071;4;20.2628135681;14.5;5;31.1183700562;
32;4;23.6565589905;15.172211647;7;45.2124452591;4;19.3355102539;15.5;6;32.3558626175;
33;4;23.7155208588;15.172211647;7;45.6982114315;4;19.4067592621;17.0;6;32.6074790955;
34;4;22.7746353149;14.172211647;8;46.1361830235;4;19.4762439728;17.5;7;32.8524742126;
35;4;23.8337478638;15.1266975403;8;46.5301485062;4;18.5436840057;19.0200977325;7;33.0900164843;
