Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;4;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;9.0;10.0;4;20.0;
4;2;11.5487995148;15.8719997406;5;32.5135993958;1;9.0;10.0;4;20.0;
5;2;12.6487998962;15.7567996979;5;32.3246400356;1;10.0;10.0;4;20.0;
6;2;13.6543197632;15.6531200409;5;31.9504635334;2;11.3000001907;10.0;4;21.0;
7;2;14.5851392746;15.4574079514;5;31.7011429071;3;11.3000001907;10.0;3;21.3999996185;
8;2;14.510342598;15.3240671158;5;31.4785990715;3;11.4200000763;10.1999998093;3;21.7264003754;
9;2;14.4435796738;15.2040605545;5;32.2029018402;3;11.5179204941;10.3632001877;2;21.9903717041;
10;2;16.5263519287;15.5482625961;5;32.7295249701;3;11.597111702;10.4951858521;2;23.0719120502;
11;2;18.5263519287;15.7932214737;5;32.8525865078;3;11.9215736389;11.0209560394;2;23.9749414921;
12;2;20.5263519287;15.8360004425;5;32.8908778429;3;13.9215736389;11.4571752548;2;24.7131726742;
13;2;21.5601024628;15.8360004425;6;32.929944396;3;15.9215736389;11.8107032776;2;25.3067810535;
14;2;22.5718212128;15.8360004425;6;32.9697716236;3;16.5920333862;12.0916318893;2;25.7784451246;
15;2;23.583770752;15.8360004425;6;33.0103429556;3;16.7335338593;12.3113050461;2;26.1504684687;
16;2;23.9031028748;15.8360004425;6;33.0516395569;3;16.8451404572;12.4808797836;2;26.2221269608;
17;2;23.9154911041;15.8360004425;6;33.0936406851;3;18.7534217834;12.5;3;26.2560760975;
18;3;23.9280929565;15.8360004425;6;33.136323452;3;19.7636070251;12.5;3;26.2905418873;
19;3;23.5016002655;15.8360004425;7;33.1796627045;3;20.7739467621;12.5;3;26.3255085945;
20;4;23.9538993835;15.8360004425;6;33.2236312628;3;21.7844352722;12.5;3;26.3609591722;
21;4;23.9670886993;15.8360004425;7;33.2681998014;3;21.9082870483;12.5;3;26.3968753815;
22;4;23.9804592133;15.8360004425;7;33.3133370876;3;21.9190635681;12.5;3;26.4332377911;
23;4;23.9940013885;15.8360004425;7;33.3590099812;3;21.5;12.9299716949;4;26.4700255394;
24;4;24.0077037811;15.8360004425;8;33.4051833153;3;21.5;12.9410076141;4;26.5072168112;
25;4;23.5016002655;16.7025909424;8;33.4518201351;3;21.9521656036;12.5;4;26.5447884798;
26;4;24.0355453491;15.8360004425;8;33.4988818169;3;21.9634361267;12.5;4;26.5827163458;
27;5;22.5514411926;16.6763648987;6;42.6542696953;3;21.5;13.2913579941;3;26.6209751368;
28;5;21.5514411926;16.8360004425;6;43.1476250887;3;21.9862918854;12.5;2;26.6595385075;
29;5;22.0704116821;17.8360004425;6;44.6205103397;3;21.9978618622;12.5;2;26.6983793974;
30;5;23.0833969116;18.8360004425;6;45.2584718466;3;22.009513855;12.5;3;26.7374696732;
31;5;24.0964508057;19.8360004425;7;45.9043565989;3;22.0212402344;12.5;3;26.7767804861;
32;5;24.4902248383;20.8360004425;6;46.5617748499;4;21.5;13.3883905411;2;26.8162822723;
