Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;5;20.0;
3;2;11.5999994278;16.0;3;33.0;1;9.0;10.0;5;20.0;
4;2;11.5999994278;16.0;3;33.1200000048;1;9.0;10.0;5;20.0;
5;2;12.736000061;16.0;3;33.2530560493;1;10.0;10.0;5;20.0;
6;2;13.7759160995;16.0;3;33.4002518654;1;11.0;10.0;5;20.0;
7;2;14.8200750351;16.0;3;33.4126805067;1;11.0;10.0;5;20.3999996185;
8;2;15.0238046646;15.9180002213;3;33.4609563351;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;15.0382871628;15.8442001343;3;34.7752146721;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;17.1582241058;16.3752346039;3;35.8080101013;2;11.597111702;10.4951858521;4;23.0419120789;
11;2;19.1582241058;16.7501506805;4;35.9411575794;2;11.9125738144;11.0209560394;4;23.944350481;
12;3;21.1582241058;16.6587352753;5;36.1275632381;2;12.1833057404;11.4571752548;4;24.6819975376;
13;3;22.4431915283;16.576461792;4;36.3669266701;2;14.9215736389;11.8107032776;5;25.2750298977;
14;3;23.5594291687;16.5024147034;5;36.6585435867;2;16.9215736389;12.0916318893;5;25.746127367;
15;3;24.6868991852;16.4357738495;5;37.0010962486;2;17.94962883;12.3113050461;5;26.1175945997;
16;3;25.1003284454;16.3757972717;5;37.3924741745;2;18.9593238831;12.4808797836;5;26.1887089014;
17;3;25.2177429199;16.3218173981;6;37.8296093941;2;19.9691867828;12.5;5;26.2221269608;
18;3;25.3488826752;16.273235321;6;38.308347702;2;20.9792118073;12.5;5;26.2560760975;
19;3;25.4925041199;16.229511261;6;38.823392868;2;21.8768234253;12.5;6;26.2905418873;
20;3;25.6470184326;16.1901607513;6;39.3683214188;2;21.8871631622;12.5;6;26.3255085945;
21;3;25.8104972839;16.1547451019;7;39.9357161522;2;21.8976516724;12.5;6;26.3609591722;
22;3;25.980714798;16.1228713989;7;40.5173816681;2;21.9082870483;12.5;6;26.3968753815;
23;3;26.1552143097;16.0941848755;8;41.1046638489;2;21.9190635681;12.5;6;26.4332377911;
24;4;26.3313980103;16.0683670044;7;41.6888208389;3;21.9299716949;12.5;5;26.4700255394;
25;4;24.3174591064;17.045129776;8;42.2614421844;3;21.5;12.5;5;26.5072168112;
26;4;23.6145305634;18.0242176056;8;42.814825058;3;21.9521656036;12.5;7;26.5447884798;
27;4;22.6145305634;17.0242176056;8;43.3423204422;4;21.9634361267;12.5;6;26.5827163458;
28;4;22.6145305634;16.9884567261;8;43.8385696411;4;21.5;13.2913579941;6;26.6209751368;
29;4;23.5839271545;17.9732112885;8;44.2996387482;4;21.9862918854;12.5;6;26.6595385075;
30;5;22.6181259155;18.9594898224;5;59.7230386734;4;19.9978618622;13.5;6;26.6983793974;
31;5;22.6181259155;17.9594898224;5;60.8576412201;4;19.009513855;14.5;6;26.7374696732;
32;5;23.6181259155;17.9594898224;5;61.8728952408;4;18.0212402344;15.5;6;27.7767804861;
33;5;24.6181259155;18.9594898224;6;62.7690401077;4;18.033033371;16.5;6;27.8562822342;
34;5;25.6181259155;19.9594898224;7;63.5504379272;4;18.044883728;17.5;8;27.9371286631;
35;5;25.883026123;20.9594898224;7;64.22448349;4;17.3811378479;18.5;8;28.0192908049;
36;5;25.9590969086;21.9594898224;9;64.8005256653;4;16.9057884216;19.5;8;28.1027359962;
37;5;27.1473140717;22.8950653076;9;65.2889060974;4;16.9308204651;20.5;8;28.1874285936;
38;5;28.2742767334;24.8891582489;9;65.6504478455;4;16.9562282562;21.5;9;28.2733290195;
39;5;29.3667469025;26.8838424683;10;65.7581157684;4;16.9819984436;22.5;9;28.3603947163;
40;5;30.3931255341;27.9790592194;10;65.7495040894;4;17.0081176758;23.5;9;28.4485793114;
