Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;9.0;10.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.4400005341;2;9.19999980927;10.0;4;21.0;
3;1;10.8880004883;14.720000267;6;29.4400005341;2;9.19999980927;10.0;4;21.0900000334;
4;1;10.8880004883;14.720000267;6;29.4400005341;2;9.21800041199;10.0;4;21.1871190071;
5;1;11.8880004883;14.720000267;6;29.4400005341;2;10.3561353683;10.0;4;21.2917383909;
6;2;13.188000679;14.720000267;5;30.4400005341;2;11.3875217438;10.0;4;21.4042263031;
7;2;14.1319999695;14.720000267;5;31.0328490734;2;11.4212675095;10.0;4;21.9389723539;
8;2;14.3098545074;15.0026245117;5;31.4156788588;2;11.5816917419;10.1999998093;4;22.4109756947;
9;2;14.424703598;15.1800003052;5;32.8942133188;2;11.7232933044;10.3632001877;4;22.831872344;
10;2;16.3355846405;15.8904247284;5;33.9859192371;2;11.8495616913;10.4951858521;4;24.1073114872;
11;2;18.3355846405;16.4083175659;5;34.7736276388;2;12.2321929932;11.0209560394;4;25.2262470722;
12;2;20.3355846405;16.7731342316;5;35.3276067972;2;14.2321929932;11.4571752548;4;26.2035200596;
13;2;21.3878574371;17.0200004578;5;35.3900350332;2;16.2321929932;11.8107032776;5;27.060199976;
14;2;22.4065856934;17.0200004578;6;35.4546471834;2;17.4756546021;12.0916318893;4;27.819549799;
15;2;23.4259700775;17.0200004578;6;35.521437645;2;18.5716552734;12.3113050461;4;28.5040667057;
16;2;24.4460067749;17.0200004578;6;35.5903921127;2;19.6752662659;12.4808797836;4;28.912750721;
17;2;24.677116394;17.0200004578;6;35.6614869833;2;20.7863998413;12.5;4;29.3074398041;
18;2;24.6984462738;17.0200004578;7;35.7346892357;2;21.9048061371;12.5;4;29.7249407768;
19;3;24.7204055786;17.0200004578;5;35.8099555969;2;22.9174823761;12.5;5;30.1631817818;
20;3;24.2119998932;17.0200004578;5;35.8872326612;2;23.04895401;12.5;5;30.6194429398;
21;3;24.7661705017;17.0200004578;6;35.9664561749;2;23.1858329773;12.5;4;31.0903835297;
22;3;24.7899360657;17.0200004578;5;36.0475511551;2;23.3271141052;12.5;4;31.5721096992;
23;3;24.8142642975;17.0200004578;5;36.1304318905;2;23.4716339111;12.5;5;32.0602788925;
24;4;24.8391284943;17.0200004578;4;36.2150018215;2;23.6180839539;12.5;5;32.550242424;
25;4;24.2119998932;18.0200004578;4;36.3011536598;3;23.7650718689;12.5;4;33.0372152328;
26;4;24.2119998932;18.1505775452;4;36.388769865;3;23.9111633301;12.5;3;33.516456604;
27;4;24.2119998932;18.1943855286;4;37.4777231216;3;24.0549373627;12.5;4;33.9834604263;
28;4;25.2119998932;18.738861084;4;37.5849968195;3;24.1950378418;12.5;4;34.4341192245;
29;4;24.9703636169;18.0200004578;4;37.6934447289;3;24.3302345276;12.5;4;34.8648700714;
30;4;25.5223083496;18.0200004578;4;37.802908659;3;22.4594612122;13.5;4;35.2727956772;
