Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;5;20.0;
4;1;11.3999996185;16.0;6;31.7439994812;1;9.0;10.0;4;20.0;
5;1;12.3999996185;15.8719997406;6;31.5135993958;1;10.0;10.0;4;20.0;
6;1;13.3999996185;15.7567996979;6;31.3062400818;1;11.0;10.0;4;20.0;
7;1;14.391872406;15.6531200409;5;31.2116165161;1;11.0;10.0;4;20.3999996185;
8;1;14.3634853363;15.6058082581;5;31.126455307;1;11.1199998856;10.1999998093;4;20.7264003754;
9;1;14.3379364014;15.5632276535;5;32.3446044922;1;11.2179203033;10.3632001877;4;20.9903717041;
10;1;16.3634853363;16.1723022461;5;33.21641922;1;11.2971115112;10.4951858521;4;22.0419120789;
11;1;17.3634853363;16.60820961;5;33.8221473694;1;11.6125736237;11.0209560394;4;22.9143505096;
12;1;18.3634853363;16.9110736847;5;34.0400009155;1;11.8743057251;11.4571752548;4;23.6214065552;
13;1;19.3634853363;17.0200004578;6;34.0400009155;1;13.6125736237;11.8107032776;5;24.1832637787;
14;1;20.3634853363;17.0200004578;7;34.0400009155;1;14.6125736237;12.0916318893;5;24.6226100922;
15;1;21.3634853363;17.0200004578;8;34.0400009155;1;15.6125736237;12.3113050461;5;24.9617595673;
16;1;22.2119998932;17.0200004578;8;34.0400009155;1;16.6125736237;12.4808797836;5;25.0;
17;1;22.2119998932;17.0200004578;9;34.0400009155;1;17.6125736237;12.5;5;25.0;
18;1;22.2119998932;17.0200004578;9;34.0400009155;1;18.6125736237;12.5;5;25.0;
19;2;23.2119998932;17.0200004578;8;35.0400009155;1;19.5;12.5;5;25.0;
20;2;24.2119998932;17.0200004578;8;35.0552777052;1;19.5;12.5;5;25.0;
21;2;24.516582489;17.0200004578;8;35.0699673891;1;19.5;12.5;7;25.0;
22;2;24.5209903717;17.0200004578;8;35.0847183466;1;19.5;12.5;7;25.0;
23;2;24.2119998932;17.0200004578;9;35.0995264053;1;19.5;12.5;7;25.0;
24;2;24.2119998932;17.0200004578;10;35.1143875122;1;19.5;12.5;8;25.0;
25;2;24.2119998932;17.0200004578;10;35.1292973757;1;19.5;12.5;8;25.0;
26;2;22.2119998932;18.0200004578;11;35.1442517042;1;19.5;12.5;8;25.0;
27;3;21.2119998932;19.0200004578;10;35.1592462063;1;19.5;12.5;8;25.0;
28;3;20.2119998932;20.0200004578;11;35.1742765903;1;19.5;12.5;8;25.0;
29;3;19.2119998932;21.0200004578;11;35.1893383265;1;19.5;12.5;8;25.0;
30;3;18.2119998932;22.0200004578;11;35.2044268847;2;17.5;13.5;6;45.0;
31;3;17.2119998932;23.0200004578;11;35.2195378542;2;17.5;14.5;6;46.2000007629;
32;3;16.2119998932;24.0200004578;11;35.2346667051;2;17.5;15.5;5;47.2175998688;
33;3;15.2119998932;25.0200004578;11;35.2498087883;2;17.5;16.5;5;48.0579586029;
34;3;14.2119998932;26.0200004578;11;35.264959693;2;17.5;17.5;5;48.736333847;
35;3;14.3674879074;27.0200004578;12;35.2794724703;2;17.5;18.5;5;49.273645401;
36;3;14.3718414307;28.0200004578;12;35.2939772606;2;18.0;19.5;6;49.6926937103;
37;3;14.3761930466;29.0200004578;11;35.3084700108;2;19.0;20.5;6;50.0;
38;3;14.3805408478;30.0200004578;13;35.32294631;2;20.0;21.5;6;50.0;
39;4;14.3463954926;31.0200004578;11;60.3374021053;1;12.0;22.5;7;25.0;
40;4;15.0;32.0200004578;12;60.3518332243;1;12.0;23.5;8;25.0;
41;4;16.0;33.6234436035;11;60.3662356138;1;12.0;24.5;8;25.0;
42;4;17.0;34.6300697327;12;60.3806051016;1;13.0;22.5;9;25.0;
43;4;19.0;34.6300697327;11;60.3949376345;1;12.0;23.5;10;25.0;
44;4;21.0;35.6300697327;13;60.4092291594;1;12.0;24.5;10;25.0;
45;4;23.0;36.1300697327;13;60.4234757423;1;13.0;22.5;10;25.0;
46;3;18.0;33.6300697327;13;35.4376735687;2;12.0;23.5;9;50.0;
47;3;19.0;33.6300697327;16;35.4497160912;2;13.0;24.5;9;50.0;
48;3;20.0;32.7248573303;17;35.4497160912;2;15.0;22.5;10;50.0;
49;3;21.0;31.7248573303;17;35.4497160912;2;15.0;23.5;11;50.0;
50;4;22.0;30.6684684753;16;40.4497160912;2;16.0;25.5;11;50.0;
51;4;24.0;30.6684684753;17;40.5997161865;2;17.0;27.5;12;50.0;
52;4;26.0;30.6684684753;17;40.7464909554;2;18.0;29.5;12;50.0;
53;4;27.2119998932;30.6684684753;18;40.8896746635;2;19.0;31.5;13;50.0;
54;5;27.8439865112;31.6684684753;18;66.028939724;1;12.0;28.5;13;25.0;
55;6;28.885766983;33.1105461121;18;66.1640000343;1;13.0;26.5;14;25.0;
56;6;29.92628479;34.0970420837;18;66.2946124077;1;14.0;25.5;14;25.0;
57;6;30.9654693604;34.5839805603;18;66.4205760956;1;15.0;24.5;15;25.0;
58;6;32.0032577515;34.5713844299;18;66.5417332649;1;16.0;23.5;15;25.0;
59;7;33.039604187;34.5592651367;18;66.6579680443;2;17.0;22.5;15;25.0;
60;7;32.0744743347;34.8991775513;18;66.7692041397;2;18.0;21.5;15;25.0;
61;7;32.1078453064;36.5365219116;18;66.8754038811;2;19.0;20.5;16;25.0;
62;7;32.139705658;37.5259017944;18;66.9765644073;2;19.5;19.5;16;25.0;
63;7;32.1700553894;38.5157852173;18;67.0727148056;2;19.5;18.5;16;25.0;
64;7;31.6988983154;39.5061683655;18;67.1639137268;2;19.5;17.5;16;25.0;
65;7;30.7262592316;40.4970474243;19;67.2502450943;2;19.5;17.5;16;25.0;
66;7;29.7521591187;40.8399467468;19;67.3318152428;2;19.5;17.5;16;25.0;
67;7;28.7766304016;42.4802589417;19;69.7126871347;2;19.5;17.5;16;25.0;
68;7;28.0997085571;43.3836212158;19;72.4337215424;2;19.5;17.5;16;26.0;
69;7;29.1340007782;45.3126106262;19;73.7830182314;2;20.5;18.5;15;26.0399999619;
70;7;30.3123550415;46.5825500488;17;74.4455214739;2;21.5;19.5;13;26.0811839104;
71;7;30.4458446503;49.2304725647;18;74.843193531;2;21.5;20.5;13;26.1235535145;
72;8;30.5;51.2231292725;17;75.0858778954;2;21.5;21.5;13;26.1671074629;
73;8;30.5;53.0604324341;17;75.3565323353;2;21.5;22.5;13;26.211841464;
74;8;31.5;52.0356941223;18;75.6575585604;2;21.5;22.5;14;26.2577478886;
75;8;32.5;52.0079154968;18;76.9912204742;2;21.5;22.5;14;26.3048160076;
76;8;34.5;52.9768753052;19;77.41591084;2;21.5;22.5;14;26.3530313969;
77;9;36.5;53.9423599243;18;77.8794260025;2;21.5;22.5;15;26.4023760557;
78;9;37.5;54.9042205811;18;79.3828510046;2;21.5;22.5;15;26.4528282881;
79;9;36.5;57.9263687134;19;80.0765230656;2;21.5;22.5;15;26.5043625832;
80;9;36.5;60.8913154602;19;80.8276866674;2;21.5;22.5;16;26.5569496155;
81;9;35.5;63.4529571533;17;81.6397505999;2;21.5;22.5;16;26.6105561256;
82;9;34.9543952942;65.4412231445;17;82.512263298;2;21.5;22.5;16;27.6973561049;
83;10;35.0202178955;67.2539520264;18;84.4435466528;3;21.7999992371;23.0;15;28.5673615932;
84;11;36.0944290161;68.5161819458;17;85.490681529;3;22.0340003967;23.3899993896;15;29.2550469637;
85;11;35.5;70.1968917847;18;86.5923737288;3;22.2123565674;23.6872596741;15;29.7962874174;
86;11;36.4000015259;72.1795730591;20;87.7433000803;3;22.3458442688;23.9097423553;16;30.0761013031;
87;11;37.4000015259;74.1624298096;20;88.9371227026;3;22.3999996185;24.0;16;30.1783263683;
88;11;38.4000015259;76.1462173462;20;90.1667023897;3;22.3999996185;24.0;16;30.2833580971;
89;11;39.4000015259;77.131729126;21;92.4243334532;3;22.3999996185;24.0;16;30.3910558224;
