Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;2;11.5999994278;16.0;3;33.0;1;9.0;10.0;4;20.0;
2;2;11.5999994278;16.0;3;33.1200000048;1;9.0;10.0;5;20.0;
3;2;11.6239995956;16.0;3;33.2530560493;1;9.0;10.0;5;20.0;
4;2;11.6506109238;16.0;3;33.4002518654;1;9.0;10.0;5;20.0;
5;2;12.8200750351;16.0;3;33.5626775026;1;10.0;10.0;4;20.0;
6;2;13.8688030243;16.0;2;33.7414059639;1;11.0;10.0;3;20.0;
7;2;14.9224214554;16.0;2;34.594877243;1;11.0;10.0;3;20.3999996185;
8;2;15.3784627914;16.3199996948;2;35.1903452873;2;11.4200000763;10.1999998093;2;21.7264003754;
9;2;15.557103157;16.5;2;37.1428258419;2;11.5179204941;10.3632001877;2;21.9903717041;
10;2;17.5398464203;17.3250007629;3;38.6403102875;2;11.597111702;10.4951858521;2;23.0719120502;
11;3;19.5398464203;17.9053878784;2;39.7969505787;2;11.9215736389;11.0209560394;1;23.9749414921;
12;3;21.5398464203;18.2973766327;3;40.6120080948;2;13.9215736389;11.4571752548;1;24.7131726742;
13;3;22.8756027222;18.5;3;41.059463501;2;15.9215736389;11.8107032776;2;25.3067810535;
14;3;24.0098381042;18.5;3;41.5441851616;2;16.94962883;12.0916318893;2;25.7784451246;
15;3;25.155254364;18.5;4;42.0647587776;2;17.9593238831;12.3113050461;2;26.1504684687;
16;4;26.3114280701;18.5;4;42.6186022758;2;18.9691867828;12.4808797836;2;26.2221269608;
17;4;26.7855815887;18.5;4;43.2018918991;2;19.9792118073;12.5;2;26.2560760975;
18;4;26.9605674744;18.5;4;43.8095598221;2;20.989397049;12.5;2;26.2905418873;
19;4;27.142868042;18.5;5;44.4353885651;2;21.8871631622;12.5;3;26.3255085945;
20;4;27.3306159973;18.5;5;45.0722007751;2;21.8976516724;12.5;3;26.3609591722;
21;4;27.5216598511;18.5;6;45.7121486664;2;21.9082870483;12.5;3;26.3968753815;
22;4;27.7136459351;18.5;6;46.3470773697;2;21.9190635681;12.5;3;26.4332377911;
23;5;27.9041233063;18.5;6;46.9689311981;2;21.9299716949;12.5;3;26.4700255394;
24;5;28.0906791687;18.5;6;47.5701646805;3;21.9410076141;12.5;3;26.5072168112;
25;5;26.0906791687;19.5;6;49.1441068649;4;21.5;12.5;2;26.5447884798;
26;5;26.1000003815;21.0;6;49.7652531862;4;21.5;12.5;2;26.5827163458;
27;5;26.1000003815;19.5;6;50.3549786806;4;21.5;13.2913579941;2;26.6209751368;
28;5;26.4496612549;19.5;7;50.9107782841;4;21.9862918854;12.5;2;26.6595385075;
29;5;25.4770545959;19.5;7;51.4315074682;4;21.9978618622;12.5;2;26.6983793974;
30;5;25.1000003815;20.1770839691;7;51.9172508717;4;20.009513855;13.5;2;26.7374696732;
31;5;26.537311554;20.5;7;52.3691295385;4;19.0212402344;14.5;2;26.7767804861;
32;5;27.5702953339;21.5;7;52.7890714407;4;18.033033371;15.5;2;26.8162822723;
33;6;27.1000003815;23.3420829773;6;54.1795836687;4;17.044883728;16.5;2;26.8559447527;
34;6;28.1000003815;24.2000007629;5;54.6935310364;4;16.0567836761;17.5;2;26.8957372904;
35;6;30.1000003815;27.2000007629;5;55.2047221661;4;15.0687217712;18.5;2;26.9356285334;
36;6;31.1000003815;30.2000007629;6;55.7185300589;4;14.5806884766;19.5;2;26.9755871296;
37;6;32.0999984741;33.2000007629;6;56.1023330688;4;14.5926761627;20.5;3;27.015581131;
38;6;33.0999984741;36.2000007629;6;56.5067702532;4;14.6046743393;21.5;3;27.0555787086;
39;6;33.5999984741;39.2000007629;7;56.9480462074;4;14.6166734695;22.5;3;27.0955479145;
40;7;34.4066543579;40.0814437866;6;57.4281761646;4;14.6286640167;23.5;3;27.135456562;
41;7;33.5999984741;40.2987480164;6;58.948843956;4;14.6406364441;24.5;4;27.17527318;
42;7;35.5102272034;41.5403251648;6;59.5712575912;4;16.6525821686;22.5;3;28.2149660587;
43;8;36.5645294189;42.807308197;5;60.2389502525;4;16.0;23.5;3;28.2845039368;
44;8;36.9572181702;44.1004257202;5;60.9517499208;4;16.9853515625;24.5;4;28.3544471264;
45;8;36.6774559021;45.4198913574;5;61.7084956169;4;18.0063343048;22.5;4;28.4247586727;
46;8;37.1131439209;46.7652740479;5;62.5068870783;4;19.0274276733;23.5;2;28.4954009056;
47;8;36.7949485779;47.8005485535;6;63.3433712721;4;19.7115650177;24.5;3;28.5663357973;
48;8;37.2766113281;47.5282669067;6;64.2130908966;4;20.7231502533;25.5;4;28.6375244856;
49;8;37.3606529236;47.9409751892;6;65.1099139452;4;21.7346439362;26.5;4;28.7089281082;
50;8;37.4459228516;48.3697853088;7;66.0265614986;4;22.7460403442;27.5;5;28.7805075645;
51;8;37.5321807861;48.81016922;8;66.954834342;4;23.7573299408;27.5;5;28.8522231579;
52;8;38.619178772;46.81016922;8;67.8859328032;4;23.5;28.5;5;28.9240350723;
53;8;39.7066574097;45.81016922;8;70.9420603514;4;24.2795581818;27.5;5;28.9959033728;
54;8;41.2826156616;45.5501708984;11;73.4557628632;4;24.2904834747;27.5;5;29.0677881241;
