Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;9.0;10.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.4400005341;1;9.0;10.0;5;20.0;
3;1;10.8880004883;14.720000267;6;29.4400005341;1;9.0;10.0;5;20.0;
4;2;11.0880002975;14.720000267;5;30.4400005341;1;9.0;10.0;5;20.0;
5;2;12.188000679;14.720000267;5;30.6056004763;1;10.0;10.0;5;20.0;
6;2;13.2376804352;14.720000267;5;30.7966935635;2;11.3000001907;10.0;4;21.0;
7;2;14.2390079498;14.720000267;5;31.5942527056;2;11.3000001907;10.0;4;21.469999671;
8;2;14.4782752991;15.0026245117;5;32.2174028158;2;11.4409999847;10.1999998093;4;21.8705514669;
9;2;14.6652202606;15.1800003052;5;33.9982645512;2;11.5611658096;10.3632001877;4;22.2129640579;
10;2;16.6667995453;15.8904247284;5;35.4558598995;2;11.6638889313;10.4951858521;4;23.3718163967;
11;2;18.6667995453;16.4083175659;5;36.676409483;2;12.0115451813;11.0209560394;4;24.3595588207;
12;2;20.6667995453;16.7731342316;5;37.737005949;2;14.0115451813;11.4571752548;4;25.1902494431;
13;2;22.1106777191;17.0200004578;5;38.3855714798;2;16.0115451813;11.8107032776;5;25.884378314;
14;2;23.3052463531;17.0200004578;6;39.1197309494;2;17.1229076385;12.0916318893;5;26.4648982286;
15;2;24.5254936218;17.0200004578;6;39.9406290054;2;18.1652603149;12.3113050461;5;26.9543362856;
16;2;25.7717628479;17.0200004578;6;40.8457484245;2;19.2103462219;12.4808797836;5;27.1521308422;
17;2;26.2537231445;17.0200004578;7;41.828107357;2;20.2582130432;12.5;5;27.3210272789;
18;3;26.5484313965;17.0200004578;6;42.8757553101;2;21.3088817596;12.5;5;27.4992582798;
19;3;26.8627262115;17.0200004578;6;43.9717636108;2;22.2497768402;12.5;6;27.6867210865;
20;3;27.1915283203;17.0200004578;6;45.0948705673;2;22.306016922;12.5;6;27.8832085133;
21;3;27.5284614563;17.0200004578;6;46.220823288;2;22.3649635315;12.5;6;28.0884003639;
22;4;27.8662452698;17.0200004578;5;47.3243055344;2;22.4265193939;12.5;6;28.3018581867;
23;4;28.1972923279;17.0200004578;5;48.3811645508;2;21.5;13.4905576706;6;28.5230212212;
24;4;28.5143489838;17.0200004578;5;49.3705377579;2;21.5;13.5569067001;7;28.7512066364;
25;4;28.8111610413;17.0200004578;5;50.2764892578;3;21.5;13.6253623962;6;28.9856116772;
26;4;29.0829467773;17.0200004578;5;51.0888843536;3;22.5;12.5;6;29.2253217697;
27;4;29.3266639709;17.0200004578;4;51.8034229279;3;21.5;13.5;4;29.4693202972;
28;4;29.5410270691;17.0200004578;5;52.4209823608;4;21.5;14.5;3;29.716504097;
29;4;29.7262954712;17.0200004578;5;52.9464988708;4;22.5;12.5;3;29.9657006264;
30;4;27.8839492798;18.0200004578;6;53.3876819611;4;20.9897098541;13.5;3;30.2156887054;
31;4;27.0163040161;19.0200004578;6;53.7538013458;4;20.0647068024;14.5;3;30.4652233124;
32;4;26.1261405945;20.0200004578;6;54.0546741486;4;19.1395664215;15.5;3;30.7130589485;
33;4;25.2164020538;21.0200004578;6;54.2800006866;4;18.2139167786;16.5;3;30.9579744339;
34;5;25.2840003967;22.0200004578;5;55.2800006866;4;17.5;15.5;4;31.198797226;
