Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;2;11.5999994278;16.0;5;32.7439994812;2;9.19999980927;10.0;3;21.0;
3;2;11.5487995148;15.8719997406;5;32.6239993572;2;9.19999980927;10.0;3;21.0299999714;
4;2;11.5248003006;15.7567996979;5;32.5380023718;2;9.20600032806;10.0;3;21.0605909824;
5;2;12.6722488403;15.6531200409;5;32.270250082;2;10.3181772232;10.0;3;21.091766119;
6;2;13.7093505859;15.4574079514;5;32.0523810387;2;11.3275299072;10.0;3;21.1235172749;
7;2;14.6157140732;15.2812671661;5;31.9794203043;2;11.3370552063;10.0;3;21.5670698881;
8;2;14.5938262939;15.1655406952;5;31.9438514709;2;11.4701213837;10.1999998093;3;21.9382035732;
9;2;14.583155632;15.0613861084;5;32.9306240082;2;11.5814609528;10.3632001877;3;22.2480803728;
10;2;16.711309433;15.4453353882;5;33.7216038704;2;11.6744241714;10.4951858521;3;23.3592649698;
11;2;18.711309433;15.7204675674;5;34.2162997723;2;12.0077791214;11.0209560394;3;24.2933903933;
12;2;20.711309433;15.8360004425;5;34.5036962032;2;14.0077791214;11.4571752548;3;25.0641713142;
13;2;21.9488315582;15.8360004425;5;34.8154177666;2;16.0077800751;11.8107032776;3;25.691778779;
14;2;23.0423488617;15.8360004425;6;35.1516559124;2;16.7075328827;12.0916318893;3;26.198879838;
15;2;24.1432189941;15.8360004425;7;35.5121603012;2;16.859664917;12.3113050461;3;26.6077592373;
16;2;24.6536483765;15.8360004425;7;35.8961701393;2;16.9823265076;12.4808797836;3;26.7176665068;
17;2;24.7688503265;15.8360004425;7;36.3023591042;2;18.9020843506;12.5;3;26.7912226915;
18;2;24.890707016;15.8360004425;6;36.7287983894;2;19.9241504669;12.5;3;26.8666112423;
19;2;25.0186386108;15.8360004425;7;37.1729469299;2;20.3867835999;13.0599832535;4;26.943765521;
20;2;25.151884079;15.8360004425;7;37.6316738129;2;21.9699134827;12.5;3;27.0226092339;
21;2;25.2895011902;15.8360004425;8;38.1013154984;2;22.1067829132;12.5;3;27.1030561924;
22;2;25.4303951263;15.8360004425;7;38.5777716637;2;22.1309165955;12.5;3;27.1850111485;
23;2;25.5733318329;15.8360004425;7;39.0566334724;3;21.5;13.155503273;2;27.2683691978;
24;2;25.7169895172;15.8360004425;7;39.5333385468;3;21.5;12.5;3;27.3530163765;
25;2;23.8600006104;16.8360004425;7;40.0033416748;4;22.2059059143;12.5;2;27.4388306141;
26;2;22.8600006104;16.8360004425;7;40.4622869492;4;21.5;12.5;2;27.5256814957;
27;2;21.8600006104;16.8360004425;7;40.906170845;4;22.2577037811;12.5;2;27.6134316921;
28;2;21.8600006104;17.8360004425;7;41.3314809799;4;21.5;13.5;2;27.7019374371;
29;2;21.3994445801;18.8360004425;8;41.7352972031;4;21.5;13.8509683609;1;27.7910490036;
30;2;20.3994445801;17.8360004425;8;42.1153583527;4;21.5;13.8955249786;1;28.8806123734;
31;2;20.5016002655;17.8360004425;9;42.470082283;4;22.5;14.4403057098;1;29.060469985;
32;2;19.5016002655;16.8360004425;9;42.7985515594;4;23.5;13.9852352142;1;29.2475802898;
33;2;19.5016002655;16.8360004425;10;43.1004648209;4;24.418138504;13.0935592651;3;29.4421631098;
34;2;18.5016002655;16.8360004425;11;43.3760662079;5;24.4451274872;13.1458692551;1;54.6444246769;
35;3;18.5016002655;17.8360004425;7;63.6260576248;5;23.893327713;13.5;2;56.6045517921;
36;3;16.5016002655;18.8360004425;7;65.0515050888;6;23.9563655853;14.5;1;58.2270792723;
37;3;18.5016002655;17.8360004425;7;66.2713441849;6;24.0218105316;15.5;1;59.5360938311;
38;3;20.5016002655;17.8360004425;8;67.29226017;6;24.0897006989;16.5;1;60.5784218311;
39;3;23.5016002655;20.8360004425;8;68.1311435699;6;24.1600608826;17.5;1;61.4086275101;
40;3;26.5016002655;23.8360004425;8;68.7856464386;6;24.2328987122;18.5;1;62.0273461342;
41;3;26.5016002655;26.4086360931;9;69.2046947479;6;24.1298141479;20.5;1;63.2864727974;
42;3;28.5016002655;28.3667316437;8;69.5120010376;6;27.8859405518;22.5;1;63.5735187531;
43;3;30.5016002655;30.3360004425;8;69.5120010376;6;30.9660549164;26.5;2;63.8683936596;
44;3;31.5514411926;31.3360004425;8;69.5120010376;6;33.3605194092;30.5;2;64.1707042456;
45;3;32.0514411926;32.3359985352;7;69.5120010376;6;33.9048461914;34.5;2;64.4799495935;
46;3;32.0514411926;33.3359985352;7;69.5120010376;6;33.0;39.5;2;65.7955174446;
47;3;33.0514411926;31.3360004425;7;69.5120010376;6;36.3305664062;39.5;3;66.1566821337;
48;3;32.0514411926;32.3359985352;8;69.5120010376;6;38.3368453979;42.5;2;66.5237910748;
49;3;32.0514411926;33.3359985352;8;69.5120010376;6;39.3431663513;41.5;3;66.8959050179;
50;3;33.0514411926;31.3360004425;8;69.5120010376;6;39.8692359924;44.0825614929;3;67.2719842196;
51;3;32.0514411926;32.3359985352;9;69.5120010376;6;38.6255149841;46.0932502747;3;67.6509037018;
52;4;33.0514411926;34.3359985352;8;70.5120010376;7;38.6937637329;45.1040077209;3;68.031468749;
53;4;35.0514411926;33.3359985352;8;70.5976010561;7;38.3495254517;45.7437057495;3;68.4124350548;
54;4;34.3445549011;35.3359985352;8;70.6895991564;8;38.9068565369;46.7781257629;3;68.7925292253;
55;4;34.0514411926;37.3359985352;8;70.7883101702;8;39.4057655334;47.1366577148;3;69.1704744101;
56;4;35.0514411926;36.3359985352;9;70.894035697;8;38.4036712646;46.8488388062;3;69.5450124741;
57;4;34.0514411926;37.9717330933;10;71.0070580244;9;39.4204483032;46.8851051331;3;69.9149297476;
58;4;34.0514411926;39.0237236023;10;71.1276335716;10;41.2897796631;45.5;1;70.271969676;
59;4;35.0514411926;37.0791931152;10;73.693503499;10;41.4500007629;47.1359863281;1;73.2242432833;
60;4;34.6565551758;38.6350708008;10;75.7028274536;10;42.0552368164;44.676612854;3;76.5268615484;
61;4;36.1064758301;37.0572280884;10;77.2745566368;10;41.6717376709;48.2698440552;3;78.3203589916;
62;4;35.4334602356;38.3833503723;10;78.2343449593;10;43.5054473877;52.4887237549;5;79.7070237398;
63;4;35.5906448364;38.3380508423;11;78.7562716007;10;44.631362915;49.5895385742;5;82.3022089005;
64;4;35.6447982788;39.3200035095;11;79.067057848;10;48.25;51.9135131836;5;82.8372799158;
65;4;35.6447982788;40.3200035095;12;79.4023609161;10;51.9764289856;54.8045883179;6;83.371936202;
66;4;34.6447982788;39.3200035095;13;79.7619485855;10;46.1520843506;60.4184188843;7;83.9057366848;
67;5;34.6447982788;39.3200035095;12;80.1450810432;10;44.75;65.4931335449;8;84.4384076595;
68;5;32.6447982788;41.3200035095;12;80.5504541397;11;43.75;71.0586853027;7;84.9698235989;
69;5;32.6447982788;40.3200035095;11;80.9761624336;11;47.0493164062;70.9931335449;8;85.4999877214;
70;5;30.6448001862;42.3200035095;10;81.4196887016;11;47.25;75.1959838867;9;86.0290038586;
71;5;29.6448001862;42.3200035095;10;81.8779225349;11;43.75;82.2353057861;9;86.5570485592;
72;6;30.6448001862;40.3199996948;8;92.347219944;12;43.75;90.2353057861;8;87.0843436718;
73;6;30.6448001862;43.3200035095;9;93.323495388;12;43.75;96.799621582;9;87.6111274958;
74;7;31.6448001862;46.3200035095;8;94.2748484612;13;44.75;99.8105621338;8;88.137627244;
75;7;32.6447982788;46.3199996948;9;95.1936378479;13;45.75;102.930480957;10;88.6640361547;
76;7;30.6448001862;49.3200035095;11;96.0732517242;13;44.75;106.016731262;10;89.1441085339;
77;7;29.6448001862;53.3200035095;12;96.9082527161;13;44.75;109.375930786;11;89.5748614073;
78;7;30.2448005676;55.3200035095;12;97.6944513321;13;45.75;112.28742981;13;90.014493227;
79;7;31.2448005676;58.3200035095;12;98.4289207458;13;46.75;113.507240295;14;90.4622249603;
80;7;29.2448005676;62.3200035095;15;99.1099529266;14;46.75;114.731109619;13;91.9171880484;
81;7;29.2448005676;66.2577056885;15;99.7369737625;14;47.75;116.958595276;14;92.4584261179;
82;7;29.2448005676;69.3315048218;16;100.31042099;14;46.75;120.189208984;14;93.0104384422;
83;7;29.2448005676;72.3968276978;15;100.83159256;14;45.75;123.422454834;14;93.5723565817;
84;7;29.2448005676;75.4543304443;16;101.30249691;14;45.75;126.657752991;15;94.1432362795;
85;7;30.2448005676;75.5047302246;17;101.630013466;15;45.75;129.89453125;15;94.7220624685;
86;7;29.2448005676;78.5200042725;17;101.880965233;15;46.75;130.132171631;16;96.3077609539;
87;7;29.2448005676;81.5200042725;19;102.107326508;15;46.75;138.518081665;17;96.9792035818;
88;7;31.2448005676;78.5200042725;19;102.310426712;15;47.75;142.850524902;17;101.740128279;
89;7;29.2448005676;81.5200042725;20;102.491783142;15;48.6949996948;147.377044678;19;105.494330049;
90;7;29.2448005676;84.5200042725;18;102.653026581;15;49.3461036682;151.901687622;21;108.448690057;
91;7;31.2448005676;81.5200042725;19;102.77600193;16;49.7716217041;156.422698975;20;110.726681471;
92;7;31.2448005676;84.5200042725;19;102.77600193;16;51.0;156.490844727;21;113.517768145;
93;8;32.2448005676;85.620010376;18;102.77600193;17;50.0;159.985580444;21;116.220346928;
94;8;32.7116012573;86.620010376;18;102.77600193;17;50.0;163.561187744;22;119.041460156;
95;8;32.7116012573;88.620010376;19;102.77600193;17;51.0;165.152572632;22;121.969217062;
96;8;34.7116012573;91.3854370117;20;102.77600193;17;51.0;166.807098389;23;125.988420486;
97;8;37.800403595;89.3854370117;20;102.77600193;17;53.0;170.511322021;21;130.066238165;
98;8;38.8330421448;91.3854370117;20;102.77600193;17;57.0;172.249984741;22;134.312795281;
99;8;39.914642334;90.3854370117;22;103.77600193;17;61.376159668;173.574859619;22;138.686241746;
100;8;38.914642334;91.3854370117;20;103.876001954;17;62.3953323364;179.03012085;24;142.122083068;
