Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;31.7439994812;1;9.0;10.0;5;20.0;
3;1;11.3487997055;15.8719997406;6;31.5135993958;1;9.0;10.0;5;20.0;
4;1;11.3027200699;15.7567996979;6;31.3062400818;1;9.0;10.0;5;20.0;
5;1;12.3027200699;15.6531200409;6;31.1196155548;1;10.0;10.0;5;20.0;
6;1;13.3027200699;15.5598077774;6;30.9516544342;1;11.0;10.0;5;20.0;
7;1;14.2854967117;15.4758272171;6;30.8924884796;1;11.0;10.0;5;20.3999996185;
8;1;14.2677469254;15.4462442398;6;30.8392391205;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;14.5517721176;15.4196195602;5;33.1347236633;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;16.5677452087;16.0673618317;5;34.2566450834;2;11.597111702;10.4951858521;4;23.0619120598;
11;2;18.5677452087;16.5341625214;5;35.1301921606;2;11.9185733795;11.0209560394;4;23.9545464516;
12;2;20.5677452087;16.860162735;5;35.7095950842;2;13.9185733795;11.4571752548;4;24.6819883585;
13;2;21.7686233521;17.0200004578;6;36.0128335953;2;15.9185733795;11.8107032776;5;25.2644146681;
14;2;22.8595962524;17.0200004578;6;36.3651649952;2;16.9369182587;12.0916318893;5;25.7245066166;
15;2;23.9652957916;17.0200004578;6;36.7722277641;2;17.9431419373;12.3113050461;5;26.0845712423;
16;2;25.0316677094;17.0200004578;8;37.2394323349;2;18.9494171143;12.4808797836;5;26.1438889503;
17;3;24.0758457184;17.0200004578;6;52.7715799809;2;19.955739975;12.5;4;26.1651208401;
18;3;25.1983261108;17.0200004578;6;54.1223797798;2;20.9621105194;12.5;4;26.1864993572;
19;4;25.1907997131;18.0200004578;6;55.4632563591;2;21.8559494019;12.5;5;26.2080165148;
20;5;27.1907997131;17.0200004578;5;56.793153286;2;21.8624038696;12.5;5;26.2296639681;
21;5;28.7421836853;17.0200004578;5;58.1115031242;2;21.8688983917;12.5;5;26.2514331341;
22;5;28.1907997131;18.0200004578;5;59.4168829918;2;21.8754291534;12.5;5;26.2733153105;
23;5;30.1907997131;17.0200004578;5;60.7058944702;2;21.8819942474;12.5;5;26.2953014374;
24;5;32.1907997131;17.0200004578;3;61.9724693298;2;21.888589859;12.5;4;26.3173824549;
25;5;31.1907997131;18.0200004578;3;63.2077569962;3;21.8952140808;12.5;4;26.3395489454;
26;5;33.1907997131;17.0200004578;3;64.3069028854;3;21.5;12.5;5;26.3617914915;
27;5;35.1907997131;17.0200004578;3;65.2719240189;3;21.5;13.1808958054;5;26.3841004372;
28;5;36.7407989502;17.0200004578;3;66.2015600204;3;21.5;13.1920499802;5;26.4064661264;
29;5;37.294418335;17.0200004578;4;67.0794944763;3;21.9219398499;12.5;4;26.428878665;
30;5;35.531463623;18.0200004578;4;67.8927335739;3;19.5;13.5;3;26.4513280392;
31;5;34.7510375977;19.0200004578;5;68.6322908401;3;18.5;14.5;3;26.4738043547;
32;5;33.950717926;20.0200004578;5;69.2933597565;3;17.5;15.5;3;26.4962974787;
33;5;33.1292037964;21.0200004578;6;69.8750095367;3;16.5;16.5;3;26.5187973976;
34;5;34.2862510681;24.0200004578;6;70.3795528412;3;15.5;17.5;3;27.5412938595;
35;5;35.4224777222;26.0200004578;5;70.8117332458;3;15.5;18.5;3;27.6037768126;
36;5;36.5391654968;28.0200004578;6;71.1778793335;3;16.0;19.5;3;27.6674200296;
37;5;34.6380271912;30.1200008392;6;72.4851570129;3;16.3243560791;20.5;2;27.7322152853;
38;5;36.720993042;31.1200008392;6;72.8693629503;3;16.3370666504;21.5;2;27.7981511354;
39;5;38.790058136;32.1200027466;6;73.1438393593;3;16.3501319885;22.5;2;27.8652133942;
40;5;40.1688346863;33.1200027466;6;73.3036860228;3;16.3635520935;23.5;5;27.9333845377;
41;5;40.8254394531;34.1200027466;6;73.481333971;3;16.3773231506;24.5;5;28.0026441813;
