Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;10.4784002304;14.0;4;27.3920001984;1;9.0;10.0;4;20.0;
2;1;10.4784002304;13.6960000992;4;27.3920001984;1;9.0;10.0;5;20.0;
3;1;10.4784002304;13.6960000992;4;27.3920001984;1;9.0;10.0;5;20.0;
4;1;10.4784002304;13.6960000992;4;27.3920001984;1;9.0;10.0;4;20.0;
5;1;11.4784002304;13.6960000992;4;27.2281608582;1;10.0;10.0;4;20.0;
6;1;12.4784002304;13.6140804291;3;27.0807037354;1;11.0;10.0;4;20.0;
7;1;13.1242113113;13.5403518677;3;27.0284729004;1;11.0;10.0;4;20.3999996185;
8;2;13.4085416794;13.5142364502;1;27.9814662933;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;13.3944396973;13.4907331467;1;29.1827741861;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;13.7548322678;14.0028591156;2;30.1653801203;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;15.5094528198;14.3910017014;2;30.9793850183;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;17.5094528198;14.678188324;3;31.6738561392;2;12.1743059158;11.4571752548;2;24.6214065552;
13;2;19.5094528198;14.886797905;3;31.9972047806;2;14.9125738144;11.8107032776;3;25.2132637501;
14;2;20.7603225708;14.8887996674;3;32.3631289005;2;16.9125728607;12.0916318893;2;25.6832010746;
15;2;21.8701000214;14.8887996674;3;32.7799181938;2;17.9307518005;12.3113050461;2;26.0535256863;
16;2;22.995136261;14.8887996674;3;33.251380682;2;18.9401035309;12.4808797836;2;26.1235172749;
17;2;23.9754142761;14.8887996674;3;33.7805008888;2;19.94962883;12.5;2;26.1558350325;
18;2;24.1341514587;14.8887996674;3;34.369035244;2;20.9593238831;12.5;2;26.1887089014;
19;2;24.310710907;14.8887996674;3;35.0170779228;2;21.8566131592;12.5;2;26.2221269608;
20;2;24.5051250458;14.8887996674;3;35.7226324081;2;21.8666381836;12.5;2;26.2560760975;
21;2;24.716791153;14.8887996674;6;36.4812521935;2;21.8768234253;12.5;4;26.2905418873;
22;2;24.9443778992;14.8887996674;6;37.285820961;2;21.8871631622;12.5;4;26.3255085945;
23;2;25.1857471466;14.8887996674;8;38.1265449524;2;21.8976516724;12.5;4;26.3609591722;
24;2;25.4379653931;14.8887996674;8;38.9912166595;2;21.9082870483;12.5;4;26.3968753815;
25;2;25.6973667145;14.8887996674;8;39.8657712936;2;21.9190635681;12.5;4;26.4332377911;
26;2;23.6973667145;15.8887996674;8;40.7351121902;2;21.9299716949;12.5;6;26.4700255394;
27;2;22.9332809448;16.8887996674;8;41.58411026;2;21.5;13.2350130081;6;26.5072168112;
28;2;22.9332809448;17.8887996674;8;42.3986520767;2;21.9521656036;12.5;6;26.5447884798;
29;2;22.9332809448;18.8887996674;8;43.1665859222;2;21.9634361267;12.5;6;26.5827163458;
30;2;21.9332809448;17.8887996674;8;43.8784265518;2;19.9748153687;13.5;7;26.6209751368;
31;2;21.9332809448;17.8887996674;8;44.5277376175;3;18.9862918854;14.5;7;26.6595385075;
32;2;21.9332809448;17.8887996674;9;45.1111736298;3;17.5;15.5;7;26.6983793974;
33;2;20.9332809448;16.8887996674;9;45.6282262802;3;17.009513855;16.5;8;26.7374696732;
34;2;20.9332809448;16.8887996674;9;46.0807571411;3;16.0212402344;17.5;8;26.7767804861;
35;2;21.9332809448;17.8887996674;9;46.4724311829;4;15.0330343246;18.5;6;41.8162822723;
36;2;22.9332809448;18.8887996674;9;46.8081264496;4;15.5448846817;19.5;6;42.6059447527;
37;2;22.9332809448;19.8887996674;9;47.0934009552;4;16.0;21.4279727936;6;43.3151117563;
38;2;22.9332809448;20.8887996674;9;47.3340549469;4;17.0;22.4478683472;6;44.9429184198;
39;2;22.9332809448;22.8887996674;10;47.4832000732;4;19.0;23.9678134918;6;45.6618567705;
40;2;22.9332809448;24.8887996674;11;47.4832000732;4;21.0;25.0727920532;7;46.3338184357;
41;2;22.9332809448;26.8887996674;12;47.4832000732;4;22.0;26.1912460327;7;46.9689390659;
42;2;22.9332809448;28.8887996674;12;47.4832000732;4;24.0;24.324924469;7;47.5783880949;
43;2;22.9332809448;30.8887996674;12;47.4832000732;4;24.0;25.4756851196;8;48.1736488342;
44;2;22.9332809448;31.8887996674;12;47.4832000732;5;25.0;26.6454429626;8;48.6722211838;
45;2;22.9332809448;32.8888015747;12;47.4832000732;5;27.7490844727;27.6454429626;8;49.0990171432;
46;2;23.9332809448;30.8887996674;11;47.4832000732;5;29.2144889832;29.6454429626;9;49.5745067596;
47;2;22.9332809448;31.8887996674;10;47.4832000732;5;30.545999527;31.6454429626;10;50.1012351513;
48;2;22.9332809448;32.8888015747;10;47.4832000732;5;27.5499992371;35.6454429626;10;50.6807384491;
49;2;23.9332809448;30.8887996674;10;47.4832000732;5;26.5499992371;39.6454391479;11;51.3131949902;
50;2;22.9332809448;31.8887996674;12;47.4832000732;5;26.5499992371;41.7636566162;12;51.9970824718;
51;2;22.9332809448;32.8888015747;13;47.4832000732;5;26.5499992371;43.4985389709;12;52.728883028;
52;2;23.9332809448;30.8887996674;13;47.4832000732;5;26.5499992371;44.864440918;14;54.5028882027;
53;2;22.9332809448;31.8887996674;13;47.3209991455;6;27.5499992371;47.2514419556;14;55.3311593533;
54;2;22.9332809448;32.8888015747;14;47.1173458099;6;28.5499992371;49.6555786133;14;56.1838846207;
55;2;23.9332809448;30.8887996674;14;46.9340572357;6;28.8620586395;52.0718460083;15;57.0493689775;
56;2;22.9332809448;31.8887996674;15;46.7690982819;6;29.3295574188;53.1951293945;16;57.9148331881;
57;2;22.9332809448;32.8888015747;15;46.6206359863;6;29.5499992371;53.5993690491;16;58.7671778202;
58;2;23.9332809448;30.8887996674;13;46.4870185852;6;29.6818408966;53.9971847534;18;59.5938163996;
59;2;22.9332809448;31.8887996674;13;46.3667640686;6;29.6987667084;55.3822975159;19;60.3834736347;
60;2;22.9332809448;32.8888015747;11;46.2585334778;6;30.5499992371;52.9542427063;19;62.1268372536;
61;2;23.9332809448;30.8887996674;11;46.1611270905;6;31.5499992371;54.3528213501;20;62.8369865417;
62;2;22.9332809448;31.8887996674;13;46.0734615326;6;31.9059486389;53.7872505188;21;63.4897598028;
63;2;22.9332809448;32.8888015747;14;45.948425293;6;31.5499992371;54.4079780579;21;64.0832746029;
64;2;23.9332809448;30.8887996674;14;45.8358917236;6;32.4128684998;52.9971313477;22;64.6178501844;
65;2;22.9332809448;31.8887996674;14;47.0702037811;6;33.4225654602;54.008014679;23;65.0955988169;
66;2;23.2382984161;33.3971633911;14;47.9459400177;6;31.5499992371;54.0189552307;24;67.5927678347;
67;2;24.4598026276;31.7663383484;14;48.4691696167;6;32.8064994812;54.530380249;25;69.6814063787;
68;2;23.616771698;33.0279541016;14;48.605266571;6;32.9387550354;52.0409889221;25;71.4059587717;
69;2;22.616771698;32.0279541016;15;48.605266571;6;33.5986633301;52.3822975159;24;72.817174077;
70;2;22.616771698;32.0279541016;15;48.605266571;6;33.2941741943;51.0631942749;24;73.8029898405;
71;2;22.616771698;32.0279541016;15;48.605266571;6;33.8652305603;51.5;23;74.288466692;
72;2;22.616771698;32.0279541016;15;48.605266571;6;35.4381484985;52.2032318115;24;74.706614852;
73;2;22.5407524109;32.0279541016;16;48.605266571;6;32.4500007629;55.2144393921;24;75.0666791201;
