Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;9.0;10.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.4400005341;1;9.0;10.0;5;20.0;
3;1;10.8880004883;14.720000267;6;29.4400005341;1;9.0;10.0;5;20.0;
4;2;11.8880004883;14.720000267;5;30.235200882;1;9.0;10.0;5;20.0;
5;2;13.8880004883;14.617600441;5;30.0851204395;1;10.0;10.0;5;20.0;
6;2;15.8880004883;14.5254402161;5;29.9542908669;1;11.0;10.0;5;20.0;
7;2;16.9862880707;14.4424962997;5;29.9264628887;2;11.3000001907;10.0;4;21.3999996185;
8;2;16.9779396057;14.4106464386;5;29.9058123827;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;16.9717445374;14.3819818497;5;31.1064919233;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;19.0119152069;14.9440345764;5;32.0193319321;2;11.597111702;10.4951858521;4;23.0719120502;
11;2;21.0119171143;15.3600664139;5;32.7040308714;2;11.9215736389;11.0209560394;4;23.9749414921;
12;2;23.0119171143;15.6598749161;5;33.1457579136;2;13.9215736389;11.4571752548;4;24.7131726742;
13;2;24.0885162354;15.8360004425;5;33.2396987677;2;15.9215736389;11.8107032776;5;25.3067810535;
14;2;25.1166992188;15.8360004425;6;33.338154912;2;16.94962883;12.0916318893;5;25.7784451246;
15;2;26.1462364197;15.8360004425;6;33.4411540031;2;17.9593238831;12.3113050461;4;26.1504684687;
16;2;27.0323467255;15.8360004425;6;33.5486980677;2;18.9691867828;12.4808797836;4;26.2221269608;
17;2;27.0646095276;15.8360004425;6;33.6607613564;2;19.9792118073;12.5;4;26.2560760975;
18;2;27.0982284546;15.8360004425;7;33.7772874832;2;20.989397049;12.5;4;26.2905418873;
19;3;27.1331863403;15.8360004425;6;33.8981881142;2;21.8871631622;12.5;5;26.3255085945;
20;3;27.1694564819;15.8360004425;6;34.0233402252;2;21.8976516724;12.5;5;26.3609591722;
21;3;27.2070026398;15.8360004425;6;34.152585268;2;21.9082870483;12.5;5;26.3968753815;
22;3;27.2457752228;15.8360004425;6;34.2857284546;2;21.9190635681;12.5;5;26.4332377911;
23;3;26.5016002655;16.8360004425;6;34.4225380421;2;21.9299716949;12.5;5;26.4700255394;
24;3;26.5016002655;17.2112693787;6;34.5627455711;2;21.9410076141;12.5;6;26.5072168112;
25;3;25.3688240051;16.8360004425;6;34.7060470581;4;21.9521656036;12.5;5;26.5447884798;
26;3;24.411813736;17.8360004425;6;34.8521046638;4;21.9634361267;12.5;6;26.5827163458;
27;3;24.5016002655;16.8360004425;6;35.0005486012;4;21.5;13.2913579941;6;26.6209751368;
28;3;25.5016002655;17.5002746582;6;35.150980711;4;21.9862918854;12.5;6;26.6595385075;
29;3;24.5016002655;16.8360004425;6;35.3029780388;4;21.9978618622;12.5;6;26.6983793974;
30;3;24.5016002655;16.8360004425;7;35.456097126;4;20.009513855;13.5;6;26.7374696732;
31;3;23.5016002655;16.8360004425;7;35.6098792553;4;19.0212402344;14.5;6;26.7767804861;
32;3;22.682964325;17.8360004425;7;35.7638549805;4;18.033033371;15.5;6;26.8162822723;
33;3;22.5016002655;16.8360004425;8;35.9175510406;4;17.044883728;16.5;6;26.8559447527;
34;3;23.5016002655;17.8360004425;8;36.0704946518;4;16.0567836761;17.5;7;26.8957372904;
