Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;5;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;9.0;10.0;5;20.0;
4;1;11.3487997055;15.8719997406;6;31.5135993958;1;9.0;10.0;4;20.0;
5;2;12.6487998962;15.7567996979;5;32.3062400818;1;10.0;10.0;4;20.0;
6;2;13.6487998962;15.6531200409;5;32.1472156048;1;11.0;10.0;4;20.0;
7;2;14.6441650391;15.5598077774;5;32.0973587036;1;11.0;10.0;4;20.3999996185;
8;2;14.6292076111;15.5218267441;5;32.0525735617;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;14.6157722473;15.4876441956;5;33.3601695299;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;16.6508426666;16.1171722412;5;34.3147345781;1;11.2971115112;10.4951858521;4;22.0419120789;
11;2;18.6508426666;16.5693645477;5;34.9966198206;1;11.6125736237;11.0209560394;4;22.9143505096;
12;2;20.6508426666;16.884393692;5;35.3213080168;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;21.6974868774;17.0200004578;6;35.3764264584;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;22.7140235901;17.0200004578;6;35.4331792593;1;14.6125736237;12.0916318893;5;24.6226100922;
15;2;23.731048584;17.0200004578;6;35.4915515184;1;15.6125736237;12.3113050461;5;24.9617595673;
16;2;24.6474647522;17.0200004578;7;35.5515221357;1;16.6125736237;12.4808797836;5;25.0;
17;2;24.6654567719;17.0200004578;7;35.6130640507;1;17.6125736237;12.5;5;25.0;
18;2;24.6839179993;17.0200004578;7;35.676143527;1;18.6125736237;12.5;5;25.0;
19;2;24.7028427124;17.0200004578;8;35.7407203913;1;19.5;12.5;6;25.0;
20;2;24.7222156525;17.0200004578;8;35.8067477942;1;19.5;12.5;6;25.0;
21;2;24.742023468;17.0200004578;8;35.8741720915;1;19.5;12.5;6;25.0;
22;2;24.7622509003;17.0200004578;8;35.942932725;1;19.5;12.5;7;25.0;
23;2;24.2119998932;17.9714660645;8;36.0129626989;1;19.5;12.5;7;25.0;
24;2;24.2119998932;18.0064811707;8;36.0841882229;1;19.5;12.5;8;25.0;
25;2;24.8252563477;17.0200004578;9;36.1565289497;1;19.5;12.5;8;25.0;
26;2;24.2119998932;18.0200004578;9;36.2298986912;1;19.5;12.5;8;25.0;
27;2;24.8689689636;17.0200004578;9;36.3042049408;1;19.5;12.5;8;25.0;
28;2;24.8912620544;17.0200004578;9;36.3793501854;1;19.5;12.5;8;25.0;
29;2;24.2119998932;18.0200004578;9;36.4552314281;1;19.5;12.5;8;25.0;
30;2;24.2119998932;18.2276153564;9;36.5317413807;1;19.5;12.5;8;25.0;
31;2;24.9595222473;17.0200004578;9;36.6087684631;1;19.5;12.5;8;25.0;
32;2;24.982629776;17.0200004578;9;36.6861982346;1;19.5;12.5;8;25.0;
33;2;25.005859375;17.0200004578;9;36.7639129162;1;19.5;12.5;8;25.0;
34;2;24.2119998932;18.0200004578;9;36.8417930603;1;19.5;12.5;9;25.0;
35;2;24.2119998932;18.4208965302;10;36.9197177887;1;19.5;12.5;9;25.0;
36;2;24.2119998932;18.4598579407;10;36.9975657463;1;19.5;12.5;9;25.0;
37;2;24.2119998932;20.4598579407;10;37.0752158165;1;19.5;12.5;9;25.0;
38;2;24.2119998932;22.4598579407;11;37.1525478363;1;19.5;12.5;8;25.0;
39;2;24.2119998932;24.4598579407;11;37.2294430733;1;19.5;12.5;8;25.0;
40;2;25.1688327789;26.0200004578;11;37.3057854176;1;19.5;12.5;8;25.0;
41;2;25.191734314;27.0200004578;13;37.3814620972;1;19.5;12.5;8;25.0;
42;3;25.2119998932;29.0200004578;12;38.456363678;1;19.5;12.5;7;25.0;
43;3;27.2119998932;29.0200004578;13;38.5609388351;1;19.5;12.5;6;25.0;
44;3;27.2591152191;30.0200004578;14;38.6651527882;1;19.5;12.5;6;25.0;
45;3;27.5995464325;31.0200004578;14;38.7689043283;1;19.5;12.5;7;25.0;
46;3;27.6306705475;32.0200004578;15;38.8720970154;1;19.5;13.5;8;25.0;
47;3;27.6616287231;32.0200004578;16;38.9746392965;1;19.5;14.5;8;25.0;
48;3;26.5596637726;33.0200004578;16;39.0764445066;1;19.5;15.5;8;25.0;
49;3;27.2119998932;32.6162261963;17;39.177431941;1;19.5;16.5;9;25.0;
50;4;27.7532291412;32.0200004578;17;39.2775262594;1;19.5;17.5;8;25.0;
51;5;26.2119998932;33.0200004578;16;39.3766577244;1;19.5;17.5;8;25.0;
52;5;26.2119998932;34.0200004578;16;39.4747622013;2;20.5;18.5;8;26.0;
53;5;27.6116886139;32.0200004578;17;39.5717813969;2;21.5;19.5;8;26.2100000381;
54;5;27.4609622955;32.7042884827;17;39.6658688784;2;21.8629989624;20.5;9;26.4615590572;
55;5;26.2119998932;33.7217750549;17;39.758702755;3;21.5;21.5;8;26.7617404461;
56;5;27.2119998932;32.7394638062;16;39.8502423763;3;21.5;22.5;8;27.1182861328;
57;5;27.5126647949;32.7573471069;16;40.9404520988;3;22.1354866028;22.5;8;27.5394377708;
58;5;28.5288906097;33.7754096985;16;42.0585443974;3;21.5;23.5;8;28.0336265564;
59;5;29.6761837006;36.0200004578;16;42.2422927618;3;22.4100875854;22.5;8;28.6089954376;
60;5;30.529712677;39.8233413696;16;43.8489147425;3;21.5;23.5;8;29.272726059;
61;5;32.7612838745;39.6599502563;15;45.0561439991;3;22.5;22.5;8;30.030163765;
62;5;33.1616363525;42.0979385376;15;45.9721986055;3;21.5;23.5;9;30.8837742805;
63;5;32.3089637756;44.3882522583;14;46.3349220753;3;22.5;22.5;8;31.832016468;
64;5;31.4418067932;46.954158783;15;46.6775830984;3;23.5;22.5;8;32.8682956696;
65;6;31.6167907715;47.3774757385;15;47.0233266354;3;21.8604888916;23.5;8;33.980219841;
66;6;31.0400009155;47.5170478821;15;47.3718080521;3;20.8604888916;23.5;8;35.1494245529;
67;6;31.4632492065;47.9520874023;17;47.7226923704;3;21.5;24.5;7;36.3521900177;
68;6;31.5493965149;48.0123519897;17;48.0756511688;3;21.5;25.5;7;37.5609493256;
69;6;32.6983795166;45.8773841858;18;48.4303638935;3;20.5;24.5;7;39.7465839386;
70;7;31.0400009155;47.9587936401;16;48.7865139246;3;23.5;23.5;7;40.9111464024;
71;7;31.7406044006;48.0428924561;16;49.1437861919;3;26.5;24.5;8;42.0011045933;
72;7;31.7619819641;49.312625885;17;49.5018657446;3;25.5;26.5;7;42.4981935024;
73;7;31.0400009155;51.3979072571;17;49.8604335785;3;25.4219284058;28.5;7;43.6039078236;
74;7;31.5895290375;53.7353057861;18;50.2191662788;3;24.7441177368;30.5;6;45.6367224455;
75;7;32.3958778381;54.4601135254;17;50.577730298;3;24.040895462;32.0835342407;6;47.8522851467;
76;7;31.6289196014;57.4601135254;18;50.935782671;3;23.040895462;31.1059017181;6;49.7120448351;
77;8;31.6490802765;59.2072219849;17;51.2929682732;3;23.040895462;31.3161144257;7;51.2412439585;
78;8;31.0400009155;59.8896179199;17;51.6489188671;3;22.040895462;30.3396472931;7;52.3287802935;
79;8;31.0400009155;62.0408859253;18;52.003251791;3;21.040895462;30.6764945984;8;53.0729596615;
80;8;31.9353752136;62.1445007324;18;52.3192665577;3;20.040895462;30.7011680603;8;53.6747891903;
81;8;31.0400009155;66.1793212891;18;52.6025667191;3;20.040895462;31.726392746;8;54.1569886208;
82;9;31.0400009155;68.813583374;17;52.8870332241;3;20.540895462;32.7521591187;9;54.5417281389;
83;9;31.0400009155;70.3021087646;19;53.1720798016;3;19.540895462;31.7784519196;9;54.6105105877;
84;9;31.0400009155;71.4086532593;19;53.4571099281;3;19.540895462;31.8052558899;9;54.6650986671;
85;9;31.0400009155;72.5150527954;20;53.7415220737;3;20.540895462;32.8325500488;10;54.7206280231;
86;9;31.0400009155;75.552230835;18;54.0247159004;3;21.540895462;33.8603134155;11;54.777053833;
