Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;4;20.0;
3;1;11.3999996185;16.0;6;31.7439994812;1;9.0;10.0;4;20.0;
4;1;11.3487997055;15.8719997406;6;31.5135993958;1;9.0;10.0;4;20.0;
5;2;12.6487998962;15.7567996979;4;32.3062400818;2;10.3000001907;10.0;3;21.0;
6;2;13.6487998962;15.6531200409;4;32.340415597;2;11.3000001907;10.0;3;21.1200000048;
7;2;14.7021255493;15.5598077774;4;32.5425419807;2;11.3360004425;10.0;3;21.664255619;
8;2;14.7627630234;15.5218267441;4;32.8114434481;2;11.4992771149;10.1999998093;3;22.151668787;
9;2;14.8434324265;15.4876441956;4;34.5450325012;2;11.6455011368;10.3632001877;3;22.5948637724;
10;2;17.0063018799;16.1171722412;4;36.0356228352;2;11.778459549;10.4951858521;3;23.90946877;
11;2;19.0063018799;16.5693645477;4;37.3836214542;2;12.1728410721;11.0209560394;3;25.0831897259;
12;2;21.0063018799;16.884393692;4;38.5247507095;2;14.1728401184;11.4571752548;3;26.1335980892;
13;2;22.6585197449;17.0200004578;5;39.5649995804;2;16.1728401184;11.8107032776;3;27.0845386982;
14;2;23.9705944061;17.0200004578;5;40.7890629768;2;17.4829559326;12.0916318893;3;27.961940527;
15;2;25.3378143311;17.0200004578;5;42.2017049789;2;18.6143722534;12.3113050461;3;28.7906582355;
16;2;26.6605110168;17.0200004578;5;43.7947301865;2;19.7612438202;12.4808797836;4;29.3714957237;
17;3;27.1384181976;17.0200004578;4;45.5432920456;3;20.9240226746;12.5;4;29.9672651291;
18;3;27.6629867554;17.0200004578;5;47.4041461945;3;22.1027526855;12.5;5;30.6146354675;
19;3;28.2212429047;17.0200004578;6;49.3173379898;3;23.1843910217;12.5;5;31.310028553;
20;4;28.7952003479;17.0200004578;5;51.2121353149;3;23.3930091858;12.5;5;32.0476689339;
21;4;29.3636398315;17.0200004578;6;53.0165596008;3;23.6142997742;12.5;6;32.8195528984;
22;4;29.9049682617;17.0200004578;6;54.6681728363;3;23.845867157;12.5;6;33.6156187057;
23;4;30.4004516602;17.0200004578;6;56.1228370667;3;24.0846862793;12.5;5;34.4241409302;
24;4;30.83685112;17.0200004578;6;58.3588504791;3;24.3272418976;12.5;5;35.2323417664;
25;4;30.207654953;18.0200004578;6;59.4310201406;3;24.5697021484;12.5;6;36.0271549225;
26;4;30.207654953;18.0200004578;6;60.3025178909;3;24.8081474304;12.5;6;36.7960615158;
27;4;30.5415153503;19.0200004578;6;60.9990655184;3;25.0388183594;12.5;7;37.5278816223;
28;4;29.207654953;20.6065196991;7;62.5501679182;3;25.2583656311;12.5;7;38.2134218216;
29;4;29.5783824921;19.0200004578;8;63.0031807423;3;25.4640274048;12.5;7;38.8458929062;
30;4;30.5979728699;19.0200004578;8;63.1259151697;3;23.6537685394;13.5;7;39.4210662842;
31;4;29.6183433533;18.538476944;8;63.2151277065;3;22.6537685394;13.5;7;39.9371862411;
32;4;29.207654953;20.2675647736;9;63.3070971966;3;22.6537685394;14.5;7;40.3946847916;
