Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;11.3999996185;16.0;4;32.0;1;9.0;10.0;4;20.0;
2;1;11.3999996185;16.0;6;32.0;1;9.0;10.0;5;20.0;
3;1;11.3999996185;16.0;5;32.0;1;9.0;10.0;5;20.0;
4;1;11.3999996185;16.0;5;32.0;2;9.19999980927;10.0;4;21.0;
5;1;12.3999996185;16.0;5;32.0;2;10.3000001907;10.0;4;21.0900000334;
6;1;13.3999996185;16.0;5;32.0;2;11.3269996643;10.0;4;21.1871190071;
7;1;14.3999996185;16.0;5;32.6399993896;2;11.3561353683;10.0;3;21.7036092281;
8;1;14.7919998169;16.3199996948;5;33.0;2;11.5110826492;10.1999998093;3;22.1564130783;
9;1;14.8999996185;16.5;5;34.6500015259;2;11.6469240189;10.3632001877;3;22.557236433;
10;1;16.7919998169;17.3250007629;5;35.8107757568;2;11.7671709061;10.4951858521;3;23.8035871983;
11;1;17.7919998169;17.9053878784;5;36.5947532654;2;12.141076088;11.0209560394;3;24.8916251659;
12;1;18.7919998169;18.2973766327;5;37.0;2;14.141076088;11.4571752548;3;25.8364036083;
13;1;19.7919998169;18.5;6;37.0;2;16.1410751343;11.8107032776;4;26.6592981815;
14;1;20.7919998169;18.5;6;37.0;2;17.3553848267;12.0916318893;3;27.3839819431;
15;1;21.7919998169;18.5;6;37.0;2;18.440984726;12.3113050461;3;28.0334718227;
16;1;22.7919998169;18.5;6;37.0;2;19.5340881348;12.4808797836;3;28.407397747;
17;1;23.1000003815;18.5;7;37.0;2;20.6347923279;12.5;3;28.7683298588;
18;1;23.1000003815;18.5;7;37.0;2;21.7430725098;12.5;3;29.1538929939;
19;1;23.1000003815;18.5;7;37.0;2;22.7461681366;12.5;4;29.562889576;
20;1;23.1000003815;18.5;7;37.0;2;22.8688659668;12.5;4;29.9934945107;
21;1;23.1000003815;18.5;8;37.0;2;22.9980487823;12.5;4;30.4432339668;
22;1;23.1000003815;18.5;8;37.0;2;23.1329708099;12.5;2;30.9089989662;
23;1;23.1000003815;18.5;8;37.0;2;23.2726993561;12.5;2;31.3870959282;
24;1;23.1000003815;18.5;7;37.0;2;23.4161281586;12.5;1;31.8733391762;
25;1;23.1000003815;18.5;7;37.0;2;23.562002182;12.5;2;32.36317873;
26;1;23.1000003815;18.5;7;36.7039985657;3;23.7089538574;12.5;1;32.8518595695;
27;1;23.0111999512;18.3519992828;7;36.4375991821;3;23.8555583954;12.5;1;33.3346033096;
28;1;22.9312801361;18.2187995911;7;35.9610404968;3;24.0003814697;12.5;1;33.8067913055;
29;1;22.7883110046;17.9805202484;8;35.5321350098;3;24.142036438;12.5;1;34.2641468048;
30;1;22.6596412659;17.7660675049;9;34.9566802979;3;22.142036438;13.5;1;34.7028827667;
31;1;22.4870033264;17.4783401489;9;34.4387741089;3;21.5;14.5;1;35.1198272705;
32;1;22.3316326141;17.2193870544;10;33.97265625;3;21.5;15.5;1;35.5124940872;
33;1;22.1917972565;16.986328125;10;33.553150177;3;20.5;14.5;1;35.8791179657;
34;1;22.0659446716;16.7765750885;9;33.1755943298;3;20.5;14.5;1;36.2186422348;
35;1;21.9526786804;16.5877971649;9;32.8357963562;3;20.5;15.5;2;36.530673027;
36;1;21.8507385254;16.4178981781;9;32.5299758911;3;19.5;14.5;2;36.8154029846;
37;1;21.7589931488;16.2649879456;9;32.254737854;3;19.5;14.5;2;37.0735216141;
38;1;21.6764221191;16.127368927;10;32.0070228577;3;20.5;15.5;2;37.3061151505;
39;1;21.6021080017;17.127368927;10;31.7840805054;3;21.5;16.5;2;37.5145664215;
40;1;21.5352249146;18.127368927;11;31.5834331512;3;21.5;17.5;2;37.7004623413;
41;2;20.5352249146;19.127368927;9;42.9028491974;3;21.5;18.5;3;38.8655099869;
42;2;21.4787693024;21.127368927;9;43.2003240585;3;23.5;19.5;3;39.0499999523;
43;2;22.4348869324;22.6201629639;9;43.477435112;3;25.5;21.5;3;39.1019749641;
44;2;22.3953933716;23.5470256805;9;43.7317323685;3;26.8305931091;23.5;5;39.1559499502;
45;2;22.3598499298;24.2042694092;9;43.9619407654;3;27.7467842102;25.5;5;39.2119446993;
46;2;22.3278598785;24.1101608276;9;44.1677780151;3;27.3999996185;27.5;6;39.269973278;
47;2;22.2990684509;24.025598526;10;44.3497533798;3;27.3999996185;28.1349868774;7;39.3300433159;
48;2;22.2731571198;23.9498176575;9;44.5089769363;3;27.3999996185;28.1650218964;8;39.3921557665;
49;2;22.249835968;23.8820724487;9;44.6469669342;3;27.3999996185;28.1960773468;8;39.4563041925;
50;2;22.2288475037;23.8216323853;11;44.7654981613;4;27.3999996185;28.2281532288;7;63.5224741697;
51;2;22.2099590302;23.7678031921;12;44.8442878723;4;28.8567428589;28.5;8;64.7906440496;
52;2;23.1929588318;23.7221431732;12;44.7876186371;5;29.8771934509;29.5;7;65.8183808327;
53;2;24.1776580811;23.6938095093;12;44.7366161346;5;30.8982334137;30.5;7;66.6339492798;
54;2;25.1638870239;23.6683082581;12;44.6907138824;5;31.9198532104;31.5;8;67.2725191116;
55;4;27.1514930725;24.6453552246;10;45.6494026184;5;32.942035675;32.5;9;67.7696797848;
56;4;28.4903392792;25.6247024536;10;45.639578104;5;33.4000015259;32.5;10;67.9600640535;
57;5;28.480298996;26.6061096191;6;60.6339383125;5;34.4000015259;32.5;9;68.0392494202;
58;5;29.7561645508;28.5893783569;6;61.3821058273;6;35.4000015259;32.5;7;83.120018959;
59;5;28.4631328583;31.5743217468;8;62.0531092882;6;37.4000015259;33.5;7;83.9522752762;
60;5;27.7561092377;31.5607681274;8;62.6458083391;6;39.4000015259;34.5;7;84.705286026;
61;5;28.0992279053;31.8478431702;8;63.1624418497;6;37.4000015259;36.5;6;86.3781023026;
62;5;29.0933017731;31.7859687805;8;63.6077708006;6;39.4000015259;37.5;6;87.1931233406;
63;5;28.0933017731;32.7424621582;10;63.9873842001;6;41.4000015259;39.5;7;90.5856729746;
64;5;28.0933017731;33.7056846619;9;64.6718084812;6;42.9220352173;41.0;6;93.4575994015;
65;5;29.6814079285;32.6748924255;9;66.6434986591;6;42.9947280884;42.3899993896;5;95.9090733528;
66;5;30.8698921204;34.0745620728;12;68.2047445774;6;43.4021186829;43.6872596741;6;97.8014025688;
67;5;32.0284423828;32.3758010864;12;69.4317867756;6;43.6430511475;43.9097442627;6;99.3311216831;
68;5;32.7360839844;32.4627380371;12;70.1297419071;6;43.7692260742;44.0;8;100.693967104;
69;6;32.8663673401;32.4478416443;10;70.5734503269;6;41.8319664001;45.0;8;102.089517832;
70;6;32.9539375305;34.1122360229;13;70.7524921894;6;40.8863372803;46.0;8;103.233341455;
71;6;30.9918403625;36.1238441467;14;70.8062068224;6;39.9000015259;47.0;10;104.471357822;
72;6;29.9918403625;34.4060173035;14;70.8609033823;6;38.9000015259;48.0;12;105.843609571;
73;6;28.9918403625;35.3959999084;14;70.9165403843;7;37.9000015259;49.0;12;107.334529161;
74;6;27.9918403625;38.189289093;14;70.9730727673;7;36.9000015259;50.0;13;108.917391539;
75;6;26.9918403625;39.3959999084;15;71.030451417;7;35.9000015259;51.0;12;110.554864407;
76;6;25.9918403625;41.3959999084;15;71.0886237621;7;32.9000015259;53.0;13;112.201656103;
77;6;24.9918403625;43.3959999084;16;71.1475334167;7;33.9000015259;54.0;12;113.80915308;
78;7;24.2999992371;42.3959999084;16;71.2071208954;7;34.9000015259;56.0;12;115.331222773;
79;7;24.2999992371;42.3960037231;16;71.2673232555;7;34.9000015259;58.0;11;117.729816437;
80;7;24.2999992371;42.3960037231;16;72.3280746937;7;35.9000015259;61.0;8;119.038933277;
81;7;25.2999992371;44.3960037231;15;72.4493467808;7;36.9000015259;64.0;8;120.189049721;
82;7;26.2999992371;46.3960037231;15;72.5739970207;7;37.2368927002;67.0;8;121.180226684;
83;7;26.2999992371;49.3960037231;16;72.7020214796;7;36.9000015259;70.0;9;122.022203922;
84;7;26.2999992371;52.3960037231;16;72.833406806;7;37.2774162292;73.0;10;122.73091948;
